LONGITUDE	LATITUDE	LABEL	ELEVATION	KML_FOLDER	open
"64ø 12' 47.9992"" W"	"31ø 27' 33.3065"" S"	Llao Llao y Las Vegas		L 34 Ida	1
"64ø 12' 42.4433"" W"	"31ø 27' 38.4542"" S"	Puente del Inca y Los Aztecas		L 34 Ida	1
"64ø 12' 37.9171"" W"	"31ø 27' 40.4802"" S"	Bermudas y Punta del Este		L 34 Ida	1
"64ø 12' 25.8926"" W"	"31ø 27' 42.5560"" S"	Mar de Ajo y Tenerife		L 34 Ida	1
"64ø 12' 25.1400"" W"	"31ø 27' 38.4522"" S"	Capri y Mar de Ajo		L 34 Ida	1
"64ø 12' 23.5732"" W"	"31ø 27' 32.5604"" S"	Capri y Montecarlo		L 34 Ida	1
"64ø 12' 14.4693"" W"	"31ø 27' 24.3533"" S"	Bahamas y El Tirol		L 34 Ida	
"64ø 12' 10.6764"" W"	"31ø 27' 18.3359"" S"	Vi¤a del Mar y Honolulu		L 34 Ida	
"64ø 12' 8.5678"" W"	"31ø 27' 10.5089"" S"	Vi¤a del Mar y Pastor Taboada		L 34 Ida	
"64ø 12' 4.7583"" W"	"31ø 27' 3.1483"" S"	Rotonda Las Flores		L 34 Ida	
"64ø 11' 58.5807"" W"	"31ø 26' 59.1882"" S"	Av V‚lez Sarsfield al 3450		L 34 Ida	1
"64ø 11' 56.3074"" W"	"31ø 26' 52.5377"" S"	Av V‚lez Sarsfield al 3260		L 34 Ida	1
"64ø 11' 53.4701"" W"	"31ø 26' 43.6343"" S"	Av V‚lez Sarsfield al 3015		L 34 Ida	1
"64ø 11' 47.2500"" W"	"31ø 26' 24.6810"" S"	Ministerio de la Solidaridad		L 34 Ida	1
"64ø 11' 42.5926"" W"	"31ø 26' 10.5457"" S"	Av V‚lez Sarsfield y Haya de la Torre		L 34 Ida	1
"64ø 11' 38.1178"" W"	"31ø 26' 1.1198"" S"	Plaza de las Americas		L 34 Ida	1
"64ø 11' 27.6406"" W"	"31ø 25' 53.6244"" S"	Av Ambrosio Olmos y Santiago del Temple		L 34 Ida	1
"64ø 11' 13.0246"" W"	"31ø 25' 46.8935"" S"	Av Ambrosio Olmos e Ituzaingo		L 34 Ida	1
"64ø 11' 8.2285"" W"	"31ø 25' 44.6804"" S"	Av Ambrosio Olmos (Plaza Espa¤a)		L 34 Ida	1
"64ø 10' 59.5758"" W"	"31ø 25' 30.2421"" S"	Bv. Chacabuco y San Lorenzo		L 34 Ida	1
"64ø 10' 55.4345"" W"	"31ø 25' 20.5885"" S"	Bv. Chacabuco y Bv. Illia		L 34 Ida	1
"64ø 11' 10.8615"" W"	"31ø 24' 59.2473"" S"	27 de Abril al 100		L 34 Ida	1
"64ø 11' 13.6516"" W"	"31ø 24' 59.2430"" S"	L34		L 34 Regreso	1
"64ø 11' 15.1273"" W"	"31ø 25' 1.6567"" S"	Av Velez Sarsfield al 172		L 34 Regreso	
"64ø 11' 18.2788"" W"	"31ø 25' 16.1659"" S"	H Irigoyen al 150		L 34 Regreso	1
"64ø 11' 13.0705"" W"	"31ø 25' 26.9401"" S"	H Yrigoyen al 386		L 34 Regreso	1
"64ø 11' 7.7149"" W"	"31ø 25' 38.4402"" S"	H Yrigoyen al 552		L 34 Regreso	1
"64ø 11' 11.1477"" W"	"31ø 25' 44.9655"" S"	Av Ambrosio Olmos al 570		L 34 Regreso	1
"64ø 11' 23.0197"" W"	"31ø 25' 51.2326"" S"	Av Ambrosio Olmos Peru		L 34 Regreso	1
"64ø 11' 36.3595"" W"	"31ø 25' 57.1402"" S"	Av Ambrosio Olmos Plaza de las Americas		L 34 Regreso	1
"64ø 11' 44.7468"" W"	"31ø 26' 13.9657"" S"	Av V‚lez Sarsfield al 1900		L 34 Regreso	1
"64ø 11' 49.2223"" W"	"31ø 26' 27.3429"" S"	Av V‚lez Sarsfield al 2400		L 34 Regreso	1
"64ø 11' 54.5538"" W"	"31ø 26' 45.2710"" S"	Av V‚lez Sarsfield al 3160		L 34 Regreso	1
"64ø 11' 57.6927"" W"	"31ø 26' 54.2070"" S"	Av V‚lez Sarsfield al 3300		L 34 Regreso	1
"64ø 12' 5.8149"" W"	"31ø 27' 7.1365"" S"	Dr Oscar Cocca y Vi¤a del Mar		L 34 Regreso	1
"64ø 12' 8.5678"" W"	"31ø 27' 10.5089"" S"	Vi¤a del Mar Pastor taboada		L 34 Regreso	1
"64ø 12' 10.6764"" W"	"31ø 27' 18.3359"" S"	Vi¤a del Mar y Honolulu		L 34 Regreso	1
"64ø 12' 13.5921"" W"	"31ø 27' 29.9129"" S"	Vi¤a del Mar y monaco		L 34 Regreso	1
"64ø 12' 24.2417"" W"	"31ø 27' 32.3978"" S"	Capri y Montecarlo		L 34 Regreso	1
"64ø 12' 25.8981"" W"	"31ø 27' 38.4427"" S"	Capri y Mar de Ajo		L 34 Regreso	1
"64ø 12' 25.8926"" W"	"31ø 27' 42.5560"" S"	Bermudas y Tenerife		L 34 Regreso	1
"64ø 12' 37.3087"" W"	"31ø 27' 39.8799"" S"	Bermudas y Punta del este		L 34 Regreso	1
"64ø 12' 40.1792"" W"	"31ø 27' 31.7102"" S"	Esquel y Las Vegas		L 34 Regreso	1
"64ø 12' 52.2161"" W"	"31ø 27' 32.4634"" S"	Av Armada Argentina y Angaco		L 34 Regreso	1
"64ø 13' 2.5962"" W"	"31ø 27' 39.4221"" S"	Av Armada Argentina al 1117		L 34 Regreso	1
"64ø 13' 29.2521"" W"	"31ø 28' 1.6863"" S"	Av Armada Argentina al 1800		L 34 Regreso	1
"64ø 13' 46.9046"" W"	"31ø 28' 16.9992"" S"	Av Armada Argentina al 2120		L 34 Regreso	1
"64ø 14' 5.7077"" W"	"31ø 28' 32.8431"" S"	Av Armada Argentina y Cottolengo		L 34 Regreso	1
"64ø 14' 13.2275"" W"	"31ø 28' 39.3896"" S"	Av Armada Argentina al 2500		L 34 Regreso	1
"64ø 14' 21.7458"" W"	"31ø 28' 46.1250"" S"	Av Armada Argentina al 2700		L 34 Regreso	1
"64ø 14' 31.0317"" W"	"31ø 28' 52.7395"" S"	Av. Armada Argentina al 2850		L 34 Regreso	1
"64ø 14' 46.9778"" W"	"31ø 29' 8.5251"" S"	Av Armada Argentina al 3400		L 34 Regreso	1
"64ø 14' 36.1210"" W"	"31ø 29' 10.8601"" S"	Universidad Catolica		L 34 Regreso	1
"64ø 14' 4.4172"" W"	"31ø 29' 20.5824"" S"	L35 (PP)	LINEA 35	LINEA 35	
"64ø 11' 56.2289"" W"	"31ø 22' 46.1445"" S"	L35	LINEA 35	LINEA 35	
"64ø 14' 4.1433"" W"	"31ø 29' 19.1233"" S"	Rio Colorado esq Guaman	LINEA 35	Paradas Ida	
"64ø 14' 4.1607"" W"	"31ø 29' 12.8412"" S"	Rio Colorado esq Alumin‚	LINEA 35	Paradas Ida	
"64ø 14' 4.1361"" W"	"31ø 29' 6.7621"" S"	Rio Colorado esq Choele Choel	LINEA 35	Paradas Ida	
"64ø 14' 4.1429"" W"	"31ø 29' 0.4478"" S"	Rio Colorado esq Pic£n Leuf£	LINEA 35	Paradas Ida	
"64ø 14' 4.0610"" W"	"31ø 28' 54.4107"" S"	Rio Colorado esq Ushuaia	LINEA 35	Paradas Ida	
"64ø 14' 3.9945"" W"	"31ø 28' 47.2917"" S"	Rio Colorado esq Cajamarca	LINEA 35	Paradas Ida	
"64ø 13' 47.7732"" W"	"31ø 28' 46.8583"" S"	Cajamarca esq Alto de Tala	LINEA 35	Paradas Ida	
"64ø 13' 34.9826"" W"	"31ø 28' 44.9494"" S"	Congreso esq Isla Verde	LINEA 35	Paradas Ida	
"64ø 13' 33.1817"" W"	"31ø 28' 38.3817"" S"	Congreso esq Yocsina	LINEA 35	Paradas Ida	
"64ø 13' 31.4116"" W"	"31ø 28' 31.6182"" S"	Congreso esq Piedra Pintada	LINEA 35	Paradas Ida	
"64ø 13' 39.5189"" W"	"31ø 28' 27.1310"" S"	Cachi Yaco esq Casablanca	LINEA 35	Paradas Ida	
"64ø 13' 46.5268"" W"	"31ø 28' 23.6075"" S"	Altos del Tala esq Bogot 	LINEA 35	Paradas Ida	
"64ø 13' 46.5090"" W"	"31ø 28' 19.7318"" S"	Alto del Tala esq Av Armada Argentina	LINEA 35	Paradas Ida	
"64ø 13' 39.8435"" W"	"31ø 28' 12.1126"" S"	Av Armada Argentina esq Cumbre del Perchel	LINEA 35	Paradas Ida	
"64ø 13' 26.8648"" W"	"31ø 28' 1.3714"" S"	Av Armada Argentina esq Lago Argentina	LINEA 35	Paradas Ida	
"64ø 13' 19.7052"" W"	"31ø 27' 55.0434"" S"	Av Armada Argentina esq Llallagua	LINEA 35	Paradas Ida	
"64ø 13' 1.1234"" W"	"31ø 27' 39.4652"" S"	Av Armada Argentina esq Piamonte	LINEA 35	Paradas Ida	
"64ø 12' 53.1104"" W"	"31ø 27' 33.5563"" S"	Av Armada Argentina esq Angaco	LINEA 35	Paradas Ida	
"64ø 12' 38.2504"" W"	"31ø 27' 28.7081"" S"	Av Armada Argentina esq Hawai	LINEA 35	Paradas Ida	
"64ø 12' 30.9212"" W"	"31ø 27' 23.1070"" S"	Av Armada Argentina esq El Tirol	LINEA 35	Paradas Ida	
"64ø 12' 21.9110"" W"	"31ø 27' 13.1361"" S"	Av Armada Argentina esq Viedma	LINEA 35	Paradas Ida	
"64ø 12' 7.6063"" W"	"31ø 27' 4.0518"" S"	Av Armada Argentina esq Vi¤a del Mar	LINEA 35	Paradas Ida	
"64ø 11' 58.6820"" W"	"31ø 26' 59.1859"" S"	Av V‚lez Sarsfield esq Luis Mar¡a Drago	LINEA 35	Paradas Ida	
"64ø 11' 56.4572"" W"	"31ø 26' 52.5198"" S"	Av V‚lez Sarsfield	LINEA 35	Paradas Ida	
"64ø 11' 53.6583"" W"	"31ø 26' 43.6164"" S"	Av V‚lez Sarsfield esq Cnel. Jos‚ Javier D¡az	LINEA 35	Paradas Ida	
"64ø 11' 51.4492"" W"	"31ø 26' 27.1595"" S"	Friuli esq Dr Enrique Finochietto	LINEA 35	Paradas Ida	
"64ø 11' 54.2849"" W"	"31ø 26' 38.0194"" S"	Manuel Baigorria esq Av V‚lez Sarsfield	LINEA 35	Paradas Ida	
"64ø 11' 37.6845"" W"	"31ø 26' 32.0818"" S"	Maestro Lopez	LINEA 35	Paradas Ida	
"64ø 11' 33.6748"" W"	"31ø 26' 23.8028"" S"	Maestro Lopez esq Filloy	LINEA 35	Paradas Ida	
"64ø 11' 32.2827"" W"	"31ø 26' 15.5254"" S"	Medina Allende esq Haya de la Torre	LINEA 35	Paradas Ida	
"64ø 11' 29.3047"" W"	"31ø 26' 6.3734"" S"	Medina Allende	LINEA 35	Paradas Ida	
"64ø 11' 21.8173"" W"	"31ø 25' 56.9460"" S"	Buenos Aires esq Colombia	LINEA 35	Paradas Ida	
"64ø 11' 13.5992"" W"	"31ø 25' 47.0037"" S"	Av Ambrosio Olmos esq Ituzaing¢	LINEA 35	Paradas Ida	
"64ø 11' 8.3410"" W"	"31ø 25' 44.8288"" S"	Av Ambrosio Olmos esq Plaza Espa¤a	LINEA 35	Paradas Ida	
"64ø 11' 0.9636"" W"	"31ø 25' 33.2759"" S"	Bv Chacabuco esq Obispo Oro	LINEA 35	Paradas Ida	
"64ø 10' 55.7834"" W"	"31ø 25' 20.4809"" S"	Bv Chacabuco esq Bv Arturo Illia	LINEA 35	Paradas Ida	
"64ø 11' 4.1019"" W"	"31ø 25' 16.2287"" S"	Bv Arturo Illia  esq Buenos Aires	LINEA 35	Paradas Ida	
"64ø 11' 13.7227"" W"	"31ø 25' 13.7010"" S"	Bv San Juan esq Obispo Trejo	LINEA 35	Paradas Ida	
"64ø 11' 21.0626"" W"	"31ø 25' 2.7982"" S"	Gral. Manuel Bustos esq Caseros	LINEA 35	Paradas Ida	
"64ø 11' 25.5708"" W"	"31ø 24' 55.1699"" S"	27 de Abril esq Ca¤ada	LINEA 35	Paradas Ida	
"64ø 11' 41.5300"" W"	"31ø 24' 50.5683"" S"	27 de Abril esq Gral Artigas	LINEA 35	Paradas Ida	
"64ø 11' 56.5383"" W"	"31ø 24' 46.1612"" S"	27 de Abril esq Paso de los Andes	LINEA 35	Paradas Ida	
"64ø 11' 59.9317"" W"	"31ø 24' 38.0716"" S"	Cnel. Agustin Olmedo esq 9 de Julio	LINEA 35	Paradas Ida	
"64ø 11' 59.3786"" W"	"31ø 24' 22.8824"" S"	Santa Fe esq La Rioja	LINEA 35	Paradas Ida	
"64ø 11' 52.1595"" W"	"31ø 24' 7.2449"" S"	Santa Fe esq Dumesnil	LINEA 35	Paradas Ida	
"64ø 11' 42.0338"" W"	"31ø 23' 58.8948"" S"	Palestina esq Gral Tom as Guido	LINEA 35	Paradas Ida	
"64ø 11' 30.7190"" W"	"31ø 23' 56.1230"" S"	Faustino Allende esq Rodriguez Pena	LINEA 35	Paradas Ida	
"64ø 11' 21.4944"" W"	"31ø 23' 50.7930"" S"	Nicolas Avellaneda esq Bedoya	LINEA 35	Paradas Ida	
"64ø 11' 16.5270"" W"	"31ø 23' 38.5665"" S"	Nicol s Avellaneda esq Jer¢nimo Cortez	LINEA 35	Paradas Ida	
"64ø 11' 5.1105"" W"	"31ø 23' 32.6608"" S"	Jos‚ Ba¡gorri esq Mariano Fragueiro	LINEA 35	Paradas Ida	
"64ø 10' 56.5485"" W"	"31ø 23' 28.5171"" S"	Gral Lavalleja esq Dr manuel Lucero	LINEA 35	Paradas Ida	
"64ø 10' 57.0489"" W"	"31ø 23' 16.0060"" S"	Gral Lavalleja esq Fray Luis Torre	LINEA 35	Paradas Ida	
"64ø 10' 56.5722"" W"	"31ø 23' 7.8105"" S"	Gral Lavalleja esq Calder¢n de la Barca	LINEA 35	Paradas Ida	
"64ø 10' 56.4929"" W"	"31ø 22' 54.9936"" S"	Gral Lavalleja esq Bartolom‚ Argensola	LINEA 35	Paradas Ida	
"64ø 11' 5.9396"" W"	"31ø 22' 49.6982"" S"	G¢ngora esq Gral Justo Jos‚ de Urquiza	LINEA 35	Paradas Ida	
"64ø 11' 20.8289"" W"	"31ø 22' 49.7170"" S"	G¢ngora esq Mendoza	LINEA 35	Paradas Ida	
"64ø 11' 31.4560"" W"	"31ø 22' 49.8344"" S"	G¢ngora esq Huarte	LINEA 35	Paradas Ida	
"64ø 11' 38.6082"" W"	"31ø 22' 49.8701"" S"	G¢ngora esq Antonio Arcos	LINEA 35	Paradas Ida	
"64ø 11' 45.8022"" W"	"31ø 22' 49.9232"" S"	G¢ngora esq Av Cornelio Saavedra	LINEA 35	Paradas Ida	
"64ø 11' 53.1744"" W"	"31ø 22' 49.8635"" S"	G¢ngora esq Brnis	LINEA 35	Paradas Ida	
"64ø 11' 56.0963"" W"	"31ø 22' 46.4137"" S"	AVLuis de Vives esq Anacreonte	LINEA 35	Paradas Ida	
"64ø 11' 54.5584"" W"	"31ø 22' 45.9432"" S"	Anacreonte esq Bernis	LINEA 35	Paradas Regreso	
"64ø 11' 47.3457"" W"	"31ø 22' 46.0736"" S"	Anacreonte esq Av Cornelio Saavedra	LINEA 35	Paradas Regreso	
"64ø 11' 39.9262"" W"	"31ø 22' 46.3000"" S"	Anacreonte esq Antonio Arcos	LINEA 35	Paradas Regreso	
"64ø 11' 32.9064"" W"	"31ø 22' 46.3784"" S"	Anacreonte esq Huarte	LINEA 35	Paradas Regreso	
"64ø 11' 22.2051"" W"	"31ø 22' 50.2123"" S"	G¢ngora esq Mendoza	LINEA 35	Paradas Regreso	
"64ø 11' 16.8031"" W"	"31ø 22' 53.4915"" S"	Rodr¡guez Pe¤a esq Bartolom‚ Argensola	LINEA 35	Paradas Regreso	
"64ø 11' 16.7668"" W"	"31ø 23' 1.7345"" S"	Rodr¡guez Pe¤a esq Quevedo	LINEA 35	Paradas Regreso	
"64ø 11' 7.6504"" W"	"31ø 23' 2.8239"" S"	Quevedo esq Gral Justo Jos‚ de Urquiza	LINEA 35	Paradas Regreso	
"64ø 11' 2.1430"" W"	"31ø 23' 10.2108"" S"	Mariano Fragueiro esq Trafalgar	LINEA 35	Paradas Regreso	
"64ø 11' 2.1231"" W"	"31ø 23' 22.8417"" S"	Mariano Fragueiro esq Cervantes	LINEA 35	Paradas Regreso	
"64ø 11' 5.4413"" W"	"31ø 23' 35.8463"" S"	Mariano Fragueiro esq Antonio del Viso	LINEA 35	Paradas Regreso	
"64ø 11' 10.5193"" W"	"31ø 23' 47.7739"" S"	Mariano Fragueiro esq Jer¢nimo Luis de Cabrera	LINEA 35	Paradas Regreso	
"64ø 11' 20.3904"" W"	"31ø 23' 49.8516"" S"	Bedoya esq Nicol s Avellaneda	LINEA 35	Paradas Regreso	
"64ø 11' 34.4208"" W"	"31ø 23' 45.5631"" S"	Bedoya esq Cnel Agustin Olmedo	LINEA 35	Paradas Regreso	
"64ø 11' 43.3178"" W"	"31ø 23' 46.6736"" S"	Federico Brandsen esq Paso Uspallata	LINEA 35	Paradas Regreso	
"64ø 11' 54.0171"" W"	"31ø 23' 51.9821"" S"	Federico Brandsen esq Bv Castro Barros	LINEA 35	Paradas Regreso	
"64ø 11' 50.6938"" W"	"31ø 24' 0.8292"" S"	Bv Castro Barros esq Santa Fe	LINEA 35	Paradas Regreso	
"64ø 11' 55.5467"" W"	"31ø 24' 11.3897"" S"	Santa Fe esq 12 de Octubre	LINEA 35	Paradas Regreso	
"64ø 12' 1.3860"" W"	"31ø 24' 25.5992"" S"	Santa Fe esq Santa Rosa	LINEA 35	Paradas Regreso	
"64ø 11' 49.9232"" W"	"31ø 24' 34.1489"" S"	Av Col¢n esq Rodriguez Pe¤a	LINEA 35	Paradas Regreso	
"64ø 11' 25.8308"" W"	"31ø 24' 41.4811"" S"	Av Col¢n esq Jujuy	LINEA 35	Paradas Regreso	
"64ø 11' 6.7301"" W"	"31ø 24' 47.2109"" S"	Av Col¢n esq Rivera Indarte	LINEA 35	Paradas Regreso	
"64ø 10' 54.9198"" W"	"31ø 24' 50.8909"" S"	Av Col¢n esq Benardino Rivadavia	LINEA 35	Paradas Regreso	
"64ø 10' 43.2166"" W"	"31ø 25' 2.3759"" S"	Salta esq Rosario de Santa Fe	LINEA 35	Paradas Regreso	
"64ø 10' 48.6333"" W"	"31ø 25' 15.0617"" S"	Obispo Salguero esq Corrientes	LINEA 35	Paradas Regreso	
"64ø 10' 54.5026"" W"	"31ø 25' 28.5751"" S"	Obispo Salguero esq San Lorenzo	LINEA 35	Paradas Regreso	
"64ø 10' 58.5362"" W"	"31ø 25' 38.4024"" S"	Obispo Salguero esq Av Leopoldo Lugones	LINEA 35	Paradas Regreso	
"64ø 11' 17.4674"" W"	"31ø 25' 48.2301"" S"	Av Ambrosio Olmos esq Buenos Aires	LINEA 35	Paradas Regreso	
"64ø 11' 27.8482"" W"	"31ø 25' 57.2485"" S"	Independencia esq Venezuela	LINEA 35	Paradas Regreso	
"64ø 11' 30.1835"" W"	"31ø 26' 7.4859"" S"	Medina Allende	LINEA 35	Paradas Regreso	
"64ø 11' 32.2725"" W"	"31ø 26' 13.4385"" S"	Medina Allende esq Haya de la Torre	LINEA 35	Paradas Regreso	
"64ø 11' 34.6016"" W"	"31ø 26' 25.2252"" S"	Maestro Lopez al frente de Inst. Hellen Keller	LINEA 35	Paradas Regreso	
"64ø 11' 39.3389"" W"	"31ø 26' 33.6126"" S"	Maestro Lopez frente U.T.N	LINEA 35	Paradas Regreso	
"64ø 11' 54.4451"" W"	"31ø 26' 34.8004"" S"	Friuli esq Av Naciones Unidas	LINEA 35	Paradas Regreso	
"64ø 11' 56.0953"" W"	"31ø 26' 49.2537"" S"	Av V‚lez Zarfield esq Dr Jos‚ Pizarro	LINEA 35	Paradas Regreso	
"64ø 11' 58.6542"" W"	"31ø 26' 56.6752"" S"	Av V‚lez Zarfield esq Dr L zaro Langer	LINEA 35	Paradas Regreso	
"64ø 12' 3.7657"" W"	"31ø 27' 2.4236"" S"	Av Armada Argentina esq Tupac Amaru	LINEA 35	Paradas Regreso	
"64ø 12' 15.2069"" W"	"31ø 27' 8.0303"" S"	Av Armada Argentina esq Pastor Taboada	LINEA 35	Paradas Regreso	
"64ø 12' 28.7504"" W"	"31ø 27' 17.6977"" S"	Av Armada Argentina esq Villavicencio	LINEA 35	Paradas Regreso	
"64ø 12' 32.2843"" W"	"31ø 27' 25.1647"" S"	Av Armada Argentina esq Huiliches	LINEA 35	Paradas Regreso	
"64ø 12' 51.1345"" W"	"31ø 27' 32.3805"" S"	Av Armada Argentina esq Cacheuta	LINEA 35	Paradas Regreso	
"64ø 13' 2.1660"" W"	"31ø 27' 39.0620"" S"	Av Armada Argentina esq Piemonte	LINEA 35	Paradas Regreso	
"64ø 13' 24.5298"" W"	"31ø 28' 1.7001"" S"	Defensa esq Salinas Grandes	LINEA 35	Paradas Regreso	
"64ø 13' 25.1221"" W"	"31ø 28' 6.0619"" S"	Congreso esq Rio de Janeiro	LINEA 35	Paradas Regreso	
"64ø 13' 26.8223"" W"	"31ø 28' 12.7665"" S"	Congreso esq Nispo	LINEA 35	Paradas Regreso	
"64ø 13' 28.5776"" W"	"31ø 28' 19.3317"" S"	Congreso esq Tilcara	LINEA 35	Paradas Regreso	
"64ø 13' 30.9005"" W"	"31ø 28' 28.0883"" S"	Congreso esq Av de mayo	LINEA 35	Paradas Regreso	
"64ø 13' 33.2994"" W"	"31ø 28' 36.8872"" S"	Congreso esq Provincias Unidas	LINEA 35	Paradas Regreso	
"64ø 13' 35.1031"" W"	"31ø 28' 43.9185"" S"	Congreso esq Isla Verde	LINEA 35	Paradas Regreso	
"64ø 13' 45.5890"" W"	"31ø 28' 46.0145"" S"	Cajamarca esq. Alto del Tala	LINEA 35	Paradas Regreso	
"64ø 13' 57.7012"" W"	"31ø 28' 46.1616"" S"	Cajamarca esq. Cleveland	LINEA 35	Paradas Regreso	
"64ø 14' 4.4385"" W"	"31ø 28' 53.0387"" S"	Rio Colorado esq Usuahia	LINEA 35	Paradas Regreso	
"64ø 14' 4.3397"" W"	"31ø 28' 59.3732"" S"	Rio Colorado esq Picun Leufu	LINEA 35	Paradas Regreso	
"64ø 14' 4.5660"" W"	"31ø 29' 5.7250"" S"	Rio Colorado esq Choele Choel	LINEA 35	Paradas Regreso	
"64ø 14' 4.5266"" W"	"31ø 29' 11.8582"" S"	Rio Colorado esq Alumine	LINEA 35	Paradas Regreso	
"64ø 14' 4.4995"" W"	"31ø 29' 18.0510"" S"	Rio Colorado esq Guaman	LINEA 35	Paradas Regreso	
"64ø 12' 48.1613"" W"	"31ø 29' 0.6873"" S"	L36 (PP)	LINEA 36	LINEA 36	
"64ø 10' 46.3964"" W"	"31ø 21' 9.9094"" S"	L36	LINEA 36	LINEA 36	
"64ø 12' 47.9288"" W"	"31ø 29' 0.3591"" S"	Marca de posici¢n sin t¡tulo	LINEA 36	paradas de ida	
"64ø 12' 46.4407"" W"	"31ø 28' 52.7475"" S"	La Falda esq Icho Cruz	LINEA 36	paradas de ida	
"64ø 12' 44.2045"" W"	"31ø 28' 43.8795"" S"	La Falda esq Gobernacion	LINEA 36	paradas de ida	
"64ø 12' 48.8408"" W"	"31ø 28' 41.2329"" S"	Gobernacion esq Calamuchita	LINEA 36	paradas de ida	
"64ø 12' 59.6315"" W"	"31ø 28' 39.4912"" S"	Gobernacion esq Chiclayo	LINEA 36	paradas de ida	
"64ø 13' 9.2552"" W"	"31ø 28' 37.1805"" S"	Gobernacion esq Bermejo	LINEA 36	paradas de ida	
"64ø 13' 22.4443"" W"	"31ø 28' 34.5137"" S"	Gobernacvion esq Bermejo	LINEA 36	paradas de ida	
"64ø 13' 20.8653"" W"	"31ø 28' 26.7667"" S"	Rio Negro esq Bogota	LINEA 36	paradas de ida	
"64ø 13' 19.7101"" W"	"31ø 28' 22.5995"" S"	Rio Negro esq Tilcara	LINEA 36	paradas de ida	
"64ø 13' 17.3927"" W"	"31ø 28' 12.4028"" S"	Rio Negro fte MEDEA	LINEA 36	paradas de ida	
"64ø 13' 15.2950"" W"	"31ø 28' 4.9375"" S"	Rio Negro esq Defensa	LINEA 36	paradas de ida	
"64ø 13' 24.4284"" W"	"31ø 27' 59.8084"" S"	Armada Argentina esq Defensa	LINEA 36	paradas de ida	
"64ø 12' 58.2633"" W"	"31ø 27' 37.3666"" S"	Armada Argentina esq Piemonte	LINEA 36	paradas de ida	
"64ø 12' 42.2247"" W"	"31ø 27' 30.3892"" S"	Armada Argentina esq Esquel	LINEA 36	paradas de ida	
"64ø 12' 30.0284"" W"	"31ø 27' 21.0697"" S"	Armada Argentina esq El Tirol	LINEA 36	paradas de ida	
"64ø 12' 17.7045"" W"	"31ø 27' 10.6604"" S"	Armada Argentina esq Viedma	LINEA 36	paradas de ida	
"64ø 12' 5.7093"" W"	"31ø 27' 3.8902"" S"	Armada Argentina esq Vi¤a del Mar	LINEA 36	paradas de ida	
"64ø 11' 57.9689"" W"	"31ø 26' 58.2991"" S"	Velez Sarsfield esq Luis Drago	LINEA 36	paradas de ida	
"64ø 11' 55.2238"" W"	"31ø 26' 49.7979"" S"	Velez Sarsfield esq Beccar Varela	LINEA 36	paradas de ida	
"64ø 11' 53.1103"" W"	"31ø 26' 43.8967"" S"	Velez Sarsfield esq Javier Diaz	LINEA 36	paradas de ida	
"64ø 11' 49.1297"" W"	"31ø 26' 32.2216"" S"	Velez Sarsfiels fte Pablo Pizurno	LINEA 36	paradas de ida	
"64ø 11' 42.8697"" W"	"31ø 26' 11.8697"" S"	Velez Sarsfield esq Haya de l a Torre	LINEA 36	paradas de ida	
"64ø 11' 36.5945"" W"	"31ø 25' 57.4640"" S"	Armada Argentina esq Ambrosio Olmos	LINEA 36	paradas de ida	
"64ø 11' 41.5435"" W"	"31ø 25' 52.6279"" S"	Belgrano esq Santiago Temple	LINEA 36	paradas de ida	
"64ø 11' 39.5867"" W"	"31ø 25' 47.3499"" S"	Belgrano esq Enrique Lacosta	LINEA 36	paradas de ida	
"64ø 11' 34.9429"" W"	"31ø 25' 36.3839"" S"	Belgrano esq Angel de Peredo	LINEA 36	paradas de ida	
"64ø 11' 31.7818"" W"	"31ø 25' 28.4836"" S"	Belgrano esq Achabal Rodriguez	LINEA 36	paradas de ida	
"64ø 11' 23.5589"" W"	"31ø 25' 12.8102"" S"	Belgrano esq Bv San Juan	LINEA 36	paradas de ida	
"64ø 11' 19.9720"" W"	"31ø 25' 0.4180"" S"	Belgrano esq Caseros	LINEA 36	paradas de ida	
"64ø 11' 25.6505"" W"	"31ø 24' 55.0856"" S"	27 de Abril y Ca¤ada	LINEA 36	paradas de ida	
"64ø 11' 41.7875"" W"	"31ø 24' 50.1951"" S"	27 de Abril y Artigas	LINEA 36	paradas de ida	
"64ø 11' 57.2428"" W"	"31ø 24' 45.3092"" S"	27 De Abril esq Paso de los Andes	LINEA 36	paradas de ida	
"64ø 11' 58.8742"" W"	"31ø 24' 37.3420"" S"	Coronel Olmedo esq 9 de Julio	LINEA 36	paradas de ida	
"64ø 11' 59.7200"" W"	"31ø 24' 25.5226"" S"	Santa Fe esq La Rioja	LINEA 36	paradas de ida	
"64ø 11' 54.7850"" W"	"31ø 24' 13.5132"" S"	Santa Fe esq 12 de Octubre	LINEA 36	paradas de ida	
"64ø 11' 50.6188"" W"	"31ø 24' 5.4723"" S"	San Fe esq Castro Barros	LINEA 36	paradas de ida	
"64ø 11' 45.9051"" W"	"31ø 24' 0.9825"" S"	Palestina esq Martin Garcia	LINEA 36	paradas de ida	
"64ø 11' 38.4201"" W"	"31ø 23' 57.7036"" S"	Palestina esq Paso de Uspallata	LINEA 36	paradas de ida	
"64ø 11' 31.0006"" W"	"31ø 23' 56.2293"" S"	Faustino Allende esq Rodriguez Pe¤a	LINEA 36	paradas de ida	
