LONGITUDE	LATITUDE	LABEL	ELEVATION	KML_FOLDER	open
"64ø 14' 13.6978"" W"	"31ø 21' 56.9929"" S"	Luis de Tejeda esq Manuel Pizarro	LINEA 82	paradas ida	
"64ø 14' 17.5887"" W"	"31ø 21' 47.3545"" S"	Hugo Wast esq Felix Garzon	LINEA 82	paradas ida	
"64ø 14' 20.9054"" W"	"31ø 21' 31.6365"" S"	Av Rafael nu¤ez esq Benigno Ocampo	LINEA 82	paradas ida	
"64ø 14' 35.9334"" W"	"31ø 21' 23.8648"" S"	Av Recta Martinoli esq Astrada Ponce	LINEA 82	paradas ida	
"64ø 14' 50.8766"" W"	"31ø 21' 11.4013"" S"	Av Recta Martinoli esq Carlos Gauss	LINEA 82	paradas ida	
"64ø 15' 2.0743"" W"	"31ø 21' 1.3076"" S"	Av Recta Martinoli esq Talavera	LINEA 82	paradas ida	
"64ø 15' 14.4939"" W"	"31ø 20' 55.4524"" S"	Av Recta Martinoli fte Colegio Aleman	LINEA 82	paradas ida	
"64ø 15' 31.0068"" W"	"31ø 20' 52.8612"" S"	Av Recta Martinoli esq Gowland	LINEA 82	paradas ida	
"64ø 15' 47.3431"" W"	"31ø 20' 51.6427"" S"	Av Recta Martinoli esq Carlos Laveran	LINEA 82	paradas ida	
"64ø 16' 1.6418"" W"	"31ø 20' 50.7526"" S"	Av Recta Martinoli esq Tomas Garzon	LINEA 82	paradas ida	
"64ø 16' 18.9817"" W"	"31ø 20' 49.7428"" S"	Av Recta Mrtinoli esq Roberto Barany	LINEA 82	paradas ida	
"64ø 16' 23.7343"" W"	"31ø 20' 45.4888"" S"	Pablo Buitrago esq Ana Aslan	LINEA 82	paradas ida	
"64ø 16' 23.9434"" W"	"31ø 20' 37.7781"" S"	Pablo Buitrago esq Divino Maestro	LINEA 82	paradas ida	
"64ø 16' 23.5560"" W"	"31ø 20' 28.2923"" S"	Pablo Buitrago esq Jose Leon Sandoval	LINEA 82	paradas ida	
"64ø 16' 14.5091"" W"	"31ø 20' 27.0567"" S"	Jose Leon Sandoval esq Montufar y Coronado	LINEA 82	paradas ida	
"64ø 16' 3.9535"" W"	"31ø 20' 24.8792"" S"	Jose Leon Sandoval esq German Brusch	LINEA 82	paradas ida	
"64ø 16' 1.5674"" W"	"31ø 20' 29.9402"" S"	Tomas Garzon esq Jose Morelos	LINEA 82	paradas ida	
"64ø 16' 1.8057"" W"	"31ø 20' 30.2999"" S"	Tomas Garzon esq Jose Morelos	LINEA 82	paradas regreso	
"64ø 16' 8.9836"" W"	"31ø 20' 31.4984"" S"	Jose Morelos esq Manuel Montt	LINEA 82	paradas regreso	
"64ø 16' 15.3506"" W"	"31ø 20' 26.5738"" S"	Jose Sandoval esq Montufar y Coronado	LINEA 82	paradas regreso	
"64ø 16' 22.9514"" W"	"31ø 20' 26.3256"" S"	Jose Sandoval esq Buitrago	LINEA 82	paradas regreso	
"64ø 16' 24.8440"" W"	"31ø 20' 36.4906"" S"	Pablo Buitrago esq Divino Maestro	LINEA 82	paradas regreso	
"64ø 16' 24.4575"" W"	"31ø 20' 44.1945"" S"	Pablo Buitrago esq Ana Aslan	LINEA 82	paradas regreso	
"64ø 16' 20.4585"" W"	"31ø 20' 50.3819"" S"	Av Recta Mrtinoli esq Roberto Barany	LINEA 82	paradas regreso	
"64ø 16' 3.2838"" W"	"31ø 20' 51.2485"" S"	Av Recta Martinili esq Tomas Garzon	LINEA 82	paradas regreso	
"64ø 15' 48.5678"" W"	"31ø 20' 52.4353"" S"	Av Recta Martinoli esq Carlos Laveran	LINEA 82	paradas regreso	
"64ø 15' 32.4910"" W"	"31ø 20' 53.7553"" S"	Av Recta Martinoli esq Gowland	LINEA 82	paradas regreso	
"64ø 15' 13.9989"" W"	"31ø 20' 56.6227"" S"	Av Recta Martinoli fte Colegio Aleman	LINEA 82	paradas regreso	
"64ø 15' 3.8800"" W"	"31ø 21' 1.6677"" S"	Av Recta Martinoli esq Talavera	LINEA 82	paradas regreso	
"64ø 14' 54.9230"" W"	"31ø 21' 9.1998"" S"	Av Recta Martinoli esq Carlos Gauss	LINEA 82	paradas regreso	
"64ø 14' 37.1597"" W"	"31ø 21' 23.9192"" S"	Av Recta Martinoli esq Ponce	LINEA 82	paradas regreso	
"64ø 14' 20.6131"" W"	"31ø 21' 34.2902"" S"	Av Recta Martinoli esq Benigno Ocampos	LINEA 82	paradas regreso	
"64ø 14' 18.4910"" W"	"31ø 21' 47.6643"" S"	Av Hugo Wastt esq Felix Garzon	LINEA 82	paradas regreso	
"64ø 14' 18.3729"" W"	"31ø 21' 57.8764"" S"	Av Hugo Wastt esq Manuel Pizarro	LINEA 82	paradas regreso	
"64ø 14' 15.7631"" W"	"31ø 22' 5.4833"" S"	Hugo Wastt esq Luisa de Los Rios	LINEA 82	paradas regreso	
"64ø 14' 15.7521"" W"	"31ø 22' 15.8573"" S"	Gregorio Gavier esq Tristan Malbran	LINEA 82	paradas regreso	
"64ø 14' 19.6979"" W"	"31ø 22' 23.3950"" S"	Roque Funes esq Albarracin	LINEA 82	paradas regreso	
"64ø 14' 26.3058"" W"	"31ø 22' 29.1281"" S"	Roque Funes esq Saturnino Navarro	LINEA 82	paradas regreso	
"64ø 14' 22.9631"" W"	"31ø 22' 35.2802"" S"	Hilarion Plaza esq Donancio de Campillo	LINEA 82	paradas regreso	
"64ø 14' 14.0281"" W"	"31ø 22' 41.1651"" S"	Hilarion Plaza esq Victorino Rodriguez	LINEA 82	paradas regreso	
"64ø 14' 2.3763"" W"	"31ø 22' 48.1810"" S"	Hilarion Plaza esq Nicolas Berrotaran	LINEA 82	paradas regreso	
"64ø 13' 50.6663"" W"	"31ø 22' 54.5808"" S"	Hilarion Plaza esq Jose Otero	LINEA 82	paradas regreso	
"64ø 13' 42.5623"" W"	"31ø 22' 53.4386"" S"	Nicanor Carranza esq Adolfo Orma	LINEA 82	paradas regreso	
"64ø 13' 29.6399"" W"	"31ø 23' 2.0620"" S"	Nicanor Carranza esq Sagrada Familia	LINEA 82	paradas regreso	
"64ø 13' 20.9166"" W"	"31ø 23' 0.6121"" S"	Octavio Pinto esq Javier Lopez	LINEA 82	paradas regreso	
"64ø 13' 12.9643"" W"	"31ø 23' 6.1151"" S"	Octavio Pinto esq Temistocles Castellano	LINEA 82	paradas regreso	
"64ø 13' 4.8864"" W"	"31ø 23' 13.3614"" S"	Octavio Pinto esq Padre Galeano	LINEA 82	paradas regreso	
"64ø 12' 58.0830"" W"	"31ø 23' 19.2939"" S"	Octavio Pinto esq Claudio Cuenca	LINEA 82	paradas regreso	
"64ø 12' 50.0427"" W"	"31ø 23' 27.2070"" S"	Octavio Pinto esq Costanera Mestre	LINEA 82	paradas regreso	
"64ø 12' 47.2050"" W"	"31ø 23' 38.5354"" S"	Monse¤or de Andrea esq Miguel Gorman	LINEA 82	paradas regreso	
"64ø 12' 49.5520"" W"	"31ø 23' 43.3435"" S"	Mose¤or de Andrea esq Pedro Arata	LINEA 82	paradas regreso	
"64ø 12' 52.3714"" W"	"31ø 23' 50.3608"" S"	Monse¤or esq 12 de Octubre	LINEA 82	paradas regreso	
"64ø 12' 58.6226"" W"	"31ø 24' 3.8580"" S"	Monse¤or de  Andrea esq La Rioja	LINEA 82	paradas regreso	
"64ø 12' 58.6673"" W"	"31ø 24' 13.5186"" S"	Av Colon esq Mariano Castex	LINEA 82	paradas regreso	
"64ø 12' 46.9605"" W"	"31ø 24' 17.9609"" S"	Av Colon esq Pedro Zanni	LINEA 82	paradas regreso	
"64ø 12' 35.3154"" W"	"31ø 24' 22.0590"" S"	Av Colon esq Francisco Mu¤iz	LINEA 82	paradas regreso	
"64ø 12' 23.6256"" W"	"31ø 24' 25.0643"" S"	Av Colon esq Paseo de la Reforma	LINEA 82	paradas regreso	
"64ø 12' 8.8260"" W"	"31ø 24' 29.3498"" S"	Av Colon esq El Chaco	LINEA 82	paradas regreso	
"64ø 11' 49.8335"" W"	"31ø 24' 34.7983"" S"	Av Colon esq Rodriguez Pe¤a	LINEA 82	paradas regreso	
"64ø 11' 30.2819"" W"	"31ø 24' 40.6767"" S"	Av Colon esq Figueroa Alcorta	LINEA 82	paradas regreso	
"64ø 11' 20.0265"" W"	"31ø 24' 43.6616"" S"	Av Colon esq Sucre	LINEA 82	paradas regreso	
"64ø 11' 12.5173"" W"	"31ø 24' 51.9703"" S"	Av Gral Paz esq 9 de Julio	LINEA 82	paradas regreso	
"64ø 11' 17.0890"" W"	"31ø 25' 4.9819"" S"	Av Velez Sarsfield esq Duarte Quiroz	LINEA 82	paradas regreso	
"64ø 11' 15.8094"" W"	"31ø 25' 14.3123"" S"	Bv Illia esq Obispo Trejo	LINEA 82	paradas regreso	
"64ø 10' 57.9376"" W"	"31ø 25' 19.1884"" S"	Bv Illia esq Chacabuco	LINEA 82	paradas regreso	
"64ø 10' 37.8498"" W"	"31ø 25' 24.7492"" S"	Bv Illia esq Caseres de Allende	LINEA 82	paradas regreso	
"64ø 10' 25.4590"" W"	"31ø 25' 36.0801"" S"	Av Sabattini 986	LINEA 82	paradas regreso	
"64ø 10' 16.4038"" W"	"31ø 25' 43.5352"" S"	Av Sabatini esq Revolucion de Mayo	LINEA 82	paradas regreso	
"64ø 10' 11.1494"" W"	"31ø 25' 59.8107"" S"	Revolucion de Mayo esq La Coru¤a	LINEA 82	paradas regreso	
"64ø 10' 5.6312"" W"	"31ø 26' 6.8010"" S"	Revolucion de Mayo esq Valladolid	LINEA 82	paradas regreso	
"64ø 09' 56.9534"" W"	"31ø 26' 13.0108"" S"	Revolucion de Mayo esq La Mancha	LINEA 82	paradas regreso	
"64ø 09' 47.8778"" W"	"31ø 26' 19.0519"" S"	Revolucion de Mayo esq Extremadura	LINEA 82	paradas regreso	
"64ø 09' 36.0570"" W"	"31ø 26' 26.4327"" S"	Av Malague¤o esq Noro¤a	LINEA 82	paradas regreso	
"64ø 09' 33.0921"" W"	"31ø 26' 31.5451"" S"	Moron esq Verges	LINEA 82	paradas regreso	
"64ø 09' 26.0553"" W"	"31ø 26' 33.7917"" S"	Verges esq Matanza	LINEA 82	paradas regreso	
"64ø 09' 14.1733"" W"	"31ø 26' 33.9312"" S"	Verges esq Casta¤ares	LINEA 82	paradas regreso	
"64ø 09' 3.3629"" W"	"31ø 26' 31.6156"" S"	Av Pilar esq Pergamino	LINEA 82	paradas regreso	
"64ø 08' 55.2976"" W"	"31ø 26' 33.4060"" S"	11 de Septiembre esq Villegas	LINEA 82	paradas regreso	
"64ø 08' 52.8382"" W"	"31ø 26' 38.2036"" S"	Octubia esq 11 de Sepetiembre	LINEA 82	paradas regreso	
"64ø 08' 46.8108"" W"	"31ø 26' 39.8778"" S"	Chirinos de Posadas esq Casablanca	LINEA 82	paradas regreso	
"64ø 08' 39.8362"" W"	"31ø 26' 43.8798"" S"	Chirinos de Posadas esq Francisco Lariz y Deza	LINEA 82	paradas regreso	
"64ø 08' 31.3559"" W"	"31ø 26' 48.8046"" S"	Chirinos de Posadas esq Juan Adaro y Arrasola	LINEA 82	paradas regreso	
"64ø 08' 23.6169"" W"	"31ø 26' 52.8955"" S"	Chirinos  de Posadas esq Tello de Guzman	LINEA 82	paradas regreso	
"64ø 08' 17.1279"" W"	"31ø 26' 56.6418"" S"	Chirinos de Posadas esq Arce Cabeza de Vaca	LINEA 82	paradas regreso	
"64ø 08' 9.7583"" W"	"31ø 27' 0.4743"" S"	Chirinos de Posadas esq Eusebio de Lima y Melo	LINEA 82	paradas regreso	
"64ø 08' 1.1308"" W"	"31ø 27' 5.4549"" S"	Chirinos  de Posadas esq Colectora de Circunvalacion	LINEA 82	paradas regreso	
"64ø 07' 56.5931"" W"	"31ø 27' 11.6266"" S"	Alvarado esq Juan Jufre	LINEA 82	paradas regreso	
"64ø 07' 57.1002"" W"	"31ø 27' 23.0299"" S"	Alvarado esq Diego Pacheco	LINEA 82	paradas regreso	
"64ø 07' 57.3294"" W"	"31ø 27' 35.7476"" S"	Alvarado esq Gral Savio	LINEA 82	paradas regreso	
"64ø 07' 39.8983"" W"	"31ø 27' 37.8526"" S"	Gral Savio esq Publica	LINEA 82	paradas regreso	
"64ø 07' 15.4816"" W"	"31ø 27' 38.5534"" S"	Gral Savio esq Publica	LINEA 82	paradas regreso	
"64ø 06' 53.9943"" W"	"31ø 27' 37.9480"" S"	Gral Savio esq Garcia Sequeira	LINEA 82	paradas regreso	
"64ø 06' 44.0207"" W"	"31ø 27' 40.0628"" S"	Armas Argentinas esq Agustin Gamarra	LINEA 82	paradas regreso	
"64ø 06' 40.6207"" W"	"31ø 27' 45.8674"" S"	Agustin Gamarra esq Jose Maria Pena	LINEA 82	paradas regreso	
"64ø 06' 37.7232"" W"	"31ø 27' 52.1375"" S"	Cipriano Perello esq Garcia Sequeira	LINEA 82	paradas regreso	
"64ø 06' 43.3231"" W"	"31ø 27' 56.0914"" S"	Cipriano Perello esq Donovan	LINEA 82	paradas regreso	
"64ø 06' 49.4955"" W"	"31ø 28' 0.9384"" S"	Cipriano Perello esq Diez de Medina	LINEA 82	paradas regreso	
"64ø 06' 56.2624"" W"	"31ø 28' 6.0800"" S"	cipriano de Perelo esq Publica	LINEA 82	paradas regreso	
"64ø 06' 59.5914"" W"	"31ø 28' 8.6567"" S"	Cipriano de Perello esq Publica	LINEA 82	paradas regreso	
"64ø 07' 0.7842"" W"	"31ø 28' 13.6921"" S"	Publica esq Publica	LINEA 82	paradas regreso	
"64ø 08' 16.7498"" W"	"31ø 27' 5.8807"" S"	L83 (PP)	LINEA 83	LINEA 83	
"64ø 14' 34.7950"" W"	"31ø 21' 25.0308"" S"	L83	LINEA 83	LINEA 83	
"64ø 08' 16.5642"" W"	"31ø 27' 3.5793"" S"	Tom s de la Llama esq Juan de Urdinola	LINEA 83	Paradas Ida	
"64ø 08' 16.7859"" W"	"31ø 26' 57.4580"" S"	Tom s de la Llama esq Chirinos de Posadas	LINEA 83	Paradas Ida	
"64ø 08' 24.1331"" W"	"31ø 26' 51.8318"" S"	Chirinos de Posadas esq Don Crist¢bal de Ahumada	LINEA 83	Paradas Ida	
"64ø 08' 37.9275"" W"	"31ø 26' 44.1831"" S"	Chirinos de Posadas esq Francisco Lariz y Deza	LINEA 83	Paradas Ida	
"64ø 08' 38.6668"" W"	"31ø 26' 31.9965"" S"	Diego de Torres esq Alonso de Reynoso	LINEA 83	Paradas Ida	
"64ø 08' 38.6061"" W"	"31ø 26' 22.8638"" S"	Diego de Torres esq Paraguay	LINEA 83	Paradas Ida	
"64ø 08' 31.9684"" W"	"31ø 26' 19.7443"" S"	Miguel de Sess‚ esq Obispo Castellano	LINEA 83	Paradas Ida	
"64ø 08' 18.5598"" W"	"31ø 26' 19.9757"" S"	Miguel de Sess‚ esq Uni¢n Ferroviar¡a	LINEA 83	Paradas Ida	
"64ø 08' 16.1137"" W"	"31ø 26' 8.9653"" S"	Uni¢n Ferroviar¡a esq Av del Ferrocarril	LINEA 83	Paradas Ida	
"64ø 08' 28.7318"" W"	"31ø 26' 6.9290"" S"	Asturias esq Obispo Castellano	LINEA 83	Paradas Ida	
"64ø 08' 43.7879"" W"	"31ø 26' 7.0956"" S"	Asturias esq Gorriti	LINEA 83	Paradas Ida	
"64ø 08' 56.3092"" W"	"31ø 26' 7.1590"" S"	Asturias esq Patqu¡a	LINEA 83	Paradas Ida	
"64ø 09' 6.7793"" W"	"31ø 26' 4.3309"" S"	Provincia Vascongadas esq Castilla	LINEA 83	Paradas Ida	
"64ø 09' 18.3298"" W"	"31ø 26' 8.8019"" S"	Castilla esq Cadiz	LINEA 83	Paradas Ida	
"64ø 09' 27.4216"" W"	"31ø 26' 13.7627"" S"	Castilla esq Bilbao	LINEA 83	Paradas Ida	
"64ø 09' 37.4305"" W"	"31ø 26' 14.4439"" S"	Santander esq M laga	LINEA 83	Paradas Ida	
"64ø 09' 46.1458"" W"	"31ø 26' 10.1243"" S"	Le¢n esq Extremadura	LINEA 83	Paradas Ida	
"64ø 09' 57.1776"" W"	"31ø 26' 10.0255"" S"	Le¢n y Zaragoza	LINEA 83	Paradas Ida	
"64ø 10' 6.7764"" W"	"31ø 26' 10.0523"" S"	Le¢n esq Av Madrid	LINEA 83	Paradas Ida	
"64ø 10' 8.0910"" W"	"31ø 26' 17.0582"" S"	Av Madrid esq M laga	LINEA 83	Paradas Ida	
"64ø 10' 7.9832"" W"	"31ø 26' 21.5591"" S"	Av Madrid esq Vicente L¢pez	LINEA 83	Paradas Ida	
"64ø 10' 15.5171"" W"	"31ø 26' 26.6123"" S"	Cruz Roja Argentina	LINEA 83	Paradas Ida	
"64ø 10' 29.9881"" W"	"31ø 26' 28.2185"" S"	Cruz Roja Argentina	LINEA 83	Paradas Ida	
"64ø 10' 45.7479"" W"	"31ø 26' 30.1614"" S"	Cruz Roja Argentina	LINEA 83	Paradas Ida	
"64ø 10' 56.0987"" W"	"31ø 26' 31.0885"" S"	Cruz Roja Argentina	LINEA 83	Paradas Ida	
"64ø 10' 55.3706"" W"	"31ø 26' 25.9577"" S"	Av Rogelio Nores Mart¡nez esq Haya de la Torre	LINEA 83	Paradas Ida	
"64ø 11' 7.8325"" W"	"31ø 26' 19.7027"" S"	Haya de la Torre esq Av Ciudad de Valpara¡so	LINEA 83	Paradas Ida	
"64ø 11' 15.8558"" W"	"31ø 26' 18.7406"" S"	Haya de la Torre	LINEA 83	Paradas Ida	
"64ø 11' 18.5143"" W"	"31ø 26' 15.9788"" S"	Enrique Barros	LINEA 83	Paradas Ida	
"64ø 11' 17.2197"" W"	"31ø 26' 11.8112"" S"	Maestro Lopez	LINEA 83	Paradas Ida	
"64ø 11' 7.3685"" W"	"31ø 26' 0.7798"" S"	Av Los Nogales esq Av Ciudad de Valparaiso	LINEA 83	Paradas Ida	
"64ø 11' 1.9037"" W"	"31ø 25' 47.8104"" S"	Hipolito Irigoyen	LINEA 83	Paradas Ida	
"64ø 11' 1.2151"" W"	"31ø 25' 34.5065"" S"	Bv Chacabuco	LINEA 83	Paradas Ida	
"64ø 10' 55.5435"" W"	"31ø 25' 20.5663"" S"	Bv Chacabuco esq BV Arturo Illia	LINEA 83	Paradas Ida	
"64ø 10' 50.3070"" W"	"31ø 25' 7.5646"" S"	Bv Chacabuco esq San Jeronimo	LINEA 83	Paradas Ida	
"64ø 10' 45.2614"" W"	"31ø 24' 55.8493"" S"	Av Maip£ esq Av Emilio Olmos	LINEA 83	Paradas Ida	
"64ø 10' 40.0901"" W"	"31ø 24' 43.5432"" S"	Av Maip£ esq Sarmiento	LINEA 83	Paradas Ida	
"64ø 10' 56.7902"" W"	"31ø 24' 35.5306"" S"	Humberto Primo esq Rivera Indarte	LINEA 83	Paradas Ida	
"64ø 11' 17.6063"" W"	"31ø 24' 29.2950"" S"	Humberto Primo esq Jujuy	LINEA 83	Paradas Ida	
"64ø 11' 32.1537"" W"	"31ø 24' 24.8357"" S"	Humberto Primo esq Gral Justo Jos‚ de Urquiza	LINEA 83	Paradas Ida	
"64ø 11' 35.6903"" W"	"31ø 24' 14.7706"" S"	Nicol s Avellaneda esq Ducasse	LINEA 83	Paradas Ida	
"64ø 11' 40.0667"" W"	"31ø 24' 6.9490"" S"	Mat¡n Garc¡a esq Baltazar Maciel	LINEA 83	Paradas Ida	
"64ø 11' 46.2668"" W"	"31ø 23' 57.4861"" S"	Mart¡n Garc¡a esq Solar	LINEA 83	Paradas Ida	
"64ø 11' 58.7109"" W"	"31ø 23' 54.0346"" S"	Neuqu‚n esq Bialet Masse	LINEA 83	Paradas Ida	
"64ø 12' 13.0094"" W"	"31ø 23' 45.9806"" S"	Dr Eliseo Cant¢n esq Dr Arturo Orgaz	LINEA 83	Paradas Ida	
"64ø 12' 26.2510"" W"	"31ø 23' 42.3572"" S"	Dr Eliseo Cant¢n esq Clermont	LINEA 83	Paradas Ida	
"64ø 12' 37.3899"" W"	"31ø 23' 38.9968"" S"	Dr Eliseo Cant¢n esq Pje San Jose	LINEA 83	Paradas Ida	
"64ø 12' 50.0611"" W"	"31ø 23' 26.0281"" S"	Octavio Pinto esq Domingo Zipoli	LINEA 83	Paradas Ida	
"64ø 12' 59.2692"" W"	"31ø 23' 25.1165"" S"	Las Playas esq Martin Coronado	LINEA 83	Paradas Ida	
"64ø 13' 6.1500"" W"	"31ø 23' 24.1549"" S"	Mariano Larra esq Rufino Cuervo	LINEA 83	Paradas Ida	
"64ø 13' 14.2348"" W"	"31ø 23' 19.4592"" S"	Mariano Larra esq Ricardo Pedroni	LINEA 83	Paradas Ida	
"64ø 13' 25.5472"" W"	"31ø 23' 13.0667"" S"	Mariano Larra esq Manuel Quintana	LINEA 83	Paradas Ida	
"64ø 13' 32.7957"" W"	"31ø 23' 8.7579"" S"	Mariano Larra esq Av Sagrada Familia	LINEA 83	Paradas Ida	
"64ø 13' 37.9648"" W"	"31ø 23' 11.6050"" S"	Av Sagrada Familia esq Jos‚ Barros Pasos	LINEA 83	Paradas Ida	
"64ø 13' 44.9088"" W"	"31ø 23' 11.4170"" S"	Av ram¢n Men‚ndez Pidal esq Pastor Arturo Gim‚nez	LINEA 83	Paradas Ida	
"64ø 13' 55.9179"" W"	"31ø 23' 7.6367"" S"	Av Ram¢n Men‚ndez Pidal esq Saturdino Segurola	LINEA 83	Paradas Ida	
"64ø 14' 2.5756"" W"	"31ø 23' 3.9291"" S"	Av Ram¢n Men‚ndez Pidal esq Luis Garcia Lagos	LINEA 83	Paradas Ida	
"64ø 14' 11.4100"" W"	"31ø 23' 5.2613"" S"	Mario Arruabarrena esq Martiniano Leguizam¢n	LINEA 83	Paradas Ida	
"64ø 14' 23.4682"" W"	"31ø 23' 2.0890"" S"	Emilio Lamarca esq Nolasco Rodriguez	LINEA 83	Paradas Ida	
"64ø 14' 31.8217"" W"	"31ø 22' 57.2948"" S"	Emilio Lamarca esq Jos‚ Esteban Bustos	LINEA 83	Paradas Ida	
"64ø 14' 42.1150"" W"	"31ø 22' 51.5209"" S"	Emilio Lamarca esq Jos‚ Roque Funes	LINEA 83	Paradas Ida	
"64ø 14' 42.6122"" W"	"31ø 22' 44.0536"" S"	Av Ram¢n Men‚ndez Pidal esq Ledesma y Ceballos	LINEA 83	Paradas Ida	
"64ø 14' 48.4144"" W"	"31ø 22' 40.7540"" S"	Av Ram¢n Men‚ndez Pidal esq Benigno Portela	LINEA 83	Paradas Ida	
"64ø 14' 41.9527"" W"	"31ø 22' 33.8871"" S"	Juan Cris¢stomo Lafinur esq Hip¢lito Montagne	LINEA 83	Paradas Ida	
"64ø 14' 35.4434"" W"	"31ø 22' 36.5365"" S"	Jos‚ Roque Funes esq Molina Navarrete	LINEA 83	Paradas Ida	
"64ø 14' 28.4249"" W"	"31ø 22' 32.9363"" S"	Jos‚ Roque Funes esq Hilari¢n Plaza	LINEA 83	Paradas Ida	
"64ø 14' 19.1290"" W"	"31ø 22' 23.4442"" S"	Jos‚ Roque Funes esq Gregorio V‚lez	LINEA 83	Paradas Ida	
"64ø 14' 11.8925"" W"	"31ø 22' 18.3825"" S"	Jos‚ Gigena esq Av Fernando Fader	LINEA 83	Paradas Ida	
"64ø 14' 4.5700"" W"	"31ø 22' 10.3214"" S"	Luis de Tejeda esq Jos‚ Roque Funes	LINEA 83	Paradas Ida	
"64ø 14' 13.9532"" W"	"31ø 21' 57.6887"" S"	Luis de Tejeda  esq manuel Pizarron	LINEA 83	Paradas Ida	
"64ø 14' 17.1296"" W"	"31ø 21' 43.3069"" S"	Av Hugo Wast esq Av Rafael N£¤ez	LINEA 83	Paradas Ida	
"64ø 14' 18.7630"" W"	"31ø 21' 35.8340"" S"	Av Rafael N£¤ez esq Barranca Yaco	LINEA 83	Paradas Ida	
"64ø 14' 30.7912"" W"	"31ø 21' 26.3992"" S"	Av Recta Martinoli	LINEA 83	Paradas Ida	
"64ø 14' 35.5660"" W"	"31ø 21' 26.4553"" S"	Roberto Bunsen esq Blas Pascal	LINEA 83	Paradas Regreso	
"64ø 14' 36.2123"" W"	"31ø 21' 30.5350"" S"	Roberto Bunsen esq Edmundo Mariotte	LINEA 83	Paradas Regreso	
"64ø 14' 29.7356"" W"	"31ø 21' 29.2902"" S"	Pedro Laplace esq Jer¢nimo Cardan	LINEA 83	Paradas Regreso	
"64ø 14' 21.4737"" W"	"31ø 21' 33.3578"" S"	Av Rafael N£¤ez esq Barranca Yaco	LINEA 83	Paradas Regreso	
"64ø 14' 18.8885"" W"	"31ø 21' 48.7799"" S"	Av Hugo Wast	LINEA 83	Paradas Regreso	
"64ø 14' 17.9578"" W"	"31ø 22' 1.3513"" S"	Av Hugo Wast esq Carlos Encina	LINEA 83	Paradas Regreso	
"64ø 14' 13.2614"" W"	"31ø 22' 9.1734"" S"	Av Hugo Wast esq Beatriz Galindo	LINEA 83	Paradas Regreso	
"64ø 14' 16.3060"" W"	"31ø 22' 16.3441"" S"	Gregorio Gavier esq Trist n Malbr n	LINEA 83	Paradas Regreso	
"64ø 14' 19.7399"" W"	"31ø 22' 23.0846"" S"	Jos‚ Roque Funes esq Santiago Albarracin	LINEA 83	Paradas Regreso	
"64ø 14' 29.3153"" W"	"31ø 22' 33.1225"" S"	Jose Roque Funes	LINEA 83	Paradas Regreso	
"64ø 14' 36.2614"" W"	"31ø 22' 35.5269"" S"	Jos‚ Roque Funes	LINEA 83	Paradas Regreso	
"64ø 14' 51.8536"" W"	"31ø 22' 35.6946"" S"	Mariano Mansilla esq Carlos Tagle	LINEA 83	Paradas Regreso	
"64ø 14' 46.0610"" W"	"31ø 22' 42.7776"" S"	Av Ram¢n Men‚ndez Pidal	LINEA 83	Paradas Regreso	
"64ø 14' 41.4478"" W"	"31ø 22' 52.5357"" S"	Emilio Lamarca	LINEA 83	Paradas Regreso	
"64ø 14' 28.8045"" W"	"31ø 22' 59.6975"" S"	Emilio Lamarca esq Gdor Victorino Rodriguez	LINEA 83	Paradas Regreso	
"64ø 14' 18.0187"" W"	"31ø 23' 5.9420"" S"	Emilio Lamarca esq Manuel Olascoaga	LINEA 83	Paradas Regreso	
"64ø 14' 7.8554"" W"	"31ø 23' 11.8726"" S"	Emilio Lamarca esq Jos‚ Maturana	LINEA 83	Paradas Regreso	
"64ø 13' 59.3722"" W"	"31ø 23' 7.1094"" S"	Jos‚ Otero esq Av Ram¢n Men‚ndez Pidal	LINEA 83	Paradas Regreso	
"64ø 13' 45.8029"" W"	"31ø 23' 11.3659"" S"	Av Ram¢n Men‚ndez Pidal esq pastor Arturo Gim‚nez	LINEA 83	Paradas Regreso	
"64ø 13' 39.7702"" W"	"31ø 23' 12.9203"" S"	Av sagrada Familia esq Jos‚ Barrros Pasos	LINEA 83	Paradas Regreso	
"64ø 13' 26.3139"" W"	"31ø 23' 20.2517"" S"	Jos‚ Barros Pasos esq Temistocles Castellanos	LINEA 83	Paradas Regreso	
"64ø 13' 10.9971"" W"	"31ø 23' 26.7940"" S"	Jos‚ Barros Pasos esq Rufino Cuervo	LINEA 83	Paradas Regreso	
"64ø 12' 59.5327"" W"	"31ø 23' 28.9614"" S"	Curas esq Mariano Larra	LINEA 83	Paradas Regreso	
"64ø 12' 50.5393"" W"	"31ø 23' 26.5533"" S"	Octavio Pinto	LINEA 83	Paradas Regreso	
"64ø 12' 47.4258"" W"	"31ø 23' 38.4856"" S"	Mons. Miguel de Andrea esq Dr Miguel Gorman	LINEA 83	Paradas Regreso	
"64ø 12' 41.4139"" W"	"31ø 23' 44.7572"" S"	Dr Emilio Coni esq Armengol Tercera	LINEA 83	Paradas Regreso	
"64ø 12' 33.7826"" W"	"31ø 23' 49.1686"" S"	Pedro Arata esq Cnel Pedro Zanni	LINEA 83	Paradas Regreso	
