stop_id,30.ida,30.reg,31.ida ,31.reg,32.ida,32.reg,33.ida,33.reg,34.ida,34.reg,35.ida,35.reg,36.ida,36.reg,b30.ida,b30.reg,d30.ida,d30.reg,80.ida,80.reg,81.ida,81.reg,82.ida,82.reg,83.ida,83.reg,84.ida,84.reg,b80.ida,b80.reg,d80.ida,d80.reg
8214,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8215,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8216,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8217,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8218,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8219,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8220,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8221,X,,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8222,X,,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8223,X,,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8224,X,,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8225,,,,,,,,,,X,,,,,X,,X,,,,,,,,,,,,,,,
8226,,,,,,,,,,X,,,,,X,,X,,,,,,,,,,,,,,,
8227,,,,,,,,,,X,,,,,X,,X,,,,,,,,,,,,,,,
8228,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8229,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8230,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,
8231,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,
8232,,,,,,,,,,,X,,,,X,,,,,,,,,,,,,,,,,
8233,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8234,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
8235,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,
8236,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,,
7504,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7506,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,
7507,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7508,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,
7509,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,
7510,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,
7511,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,
7512,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,
7513,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,
7514,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,
7515,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,
7576,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7577,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7578,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7579,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7580,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7581,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7582,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7583,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7584,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7585,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7586,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7587,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7588,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7589,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7590,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7591,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7592,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
7557,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7558,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7559,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7560,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7561,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7562,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7563,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7564,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7565,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7566,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7567,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7568,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7569,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7570,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7571,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7572,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7573,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7491,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,
7492,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,
7493,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,
7494,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,
7495,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,
7496,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,
7497,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
7498,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
7499,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
7500,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
7501,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
7502,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
7503,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,
8237,,,,,,,,X,,,,,,,,X,,,,,,,,,,,,,,,,
8238,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7633,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7634,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
8239,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
8240,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
8241,,,,,,,,,X,,,,,,,X,,X,,,,,,,,,,,,,,
8242,,,,,,,,,X,,X,,,,,X,,X,,,,,,,,,,,,,,
8243,,,,,,,,,X,,X,,,,,X,,X,,,,,,,,,,,,,,
8244,,X,,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,
8245,,X,,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,
8246,,X,,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,
8247,,X,,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,
8248,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
8249,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
8250,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
8251,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
8252,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
8253,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
8254,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,
7080,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7081,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7082,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7083,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7084,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7085,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7086,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
8255,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,
8256,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,
8257,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,
8258,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
8259,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,
8260,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,
8261,,,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,
8262,,X,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,
8263,,X,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,
8264,,X,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,
8265,,X,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,
8266,,X,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,
8267,,X,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,
8268,,X,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,
8269,,X,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,
8270,,X,,,,X,,,,,,,,X,,,X,,,,,,,,,,,,,,,
8271,,X,,,,X,,,,,,X,,X,,,X,,,,,,,,,,,,,,,
8272,,X,,,,X,,,,,,X,,X,,,X,,,,,,,,,,,,,,,
8273,,X,,,,X,,,,,,X,,X,,,X,,,,,,,,,,,,,,,
8274,,X,,,,X,,,,,,X,,X,,,X,,,,,,,,,,,,,,,
8275,,X,,,,X,,,,,,X,,X,,,X,,,,,,,,,,,,,,,
8276,,X,,,,X,,,,,,X,,X,,,X,,,,,,,,,,,,,,,
8277,,X,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,
8278,,X,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,
8279,,X,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,
8280,,X,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,
7112,,X,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,
7113,,X,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,
7114,,X,,,,X,,X,,,,,,,,,X,,,,,X,,,,,,,,,,
7115,,X,,,,X,,X,,X,,,,X,,,X,,,,,X,,X,,X,,,,,,X
7360,,X,,X,,X,,X,,,,,,X,,,X,,,,,,,,,,,,,,,
7361,,X,,X,,X,,X,,,,,,X,,,X,,,,,,,,,,,,,,,
7362,,X,,X,,,,X,,,,,,X,,,X,,,,,,,,,,,,,,,
7475,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7615,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
7616,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,
7617,,,,,,X,,,,,,X,,,,,X,,,,,,,,,,,,,,,
7618,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,
7181,,,,,,X,,,,,,X,,,,,X,,,,,,,,,,,,,,,X
7182,,,,,,X,,,,,,X,,,,,X,,,,,,,,,,,,,,,X
7873,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,
7874,,,,,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,
8281,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
8282,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
8283,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
8209,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
8284,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
8211,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
8285,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
8286,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
8287,,X,,X,,,,X,,,,X,,X,,,X,,,,,,,,,,,,,,,
8288,,X,,,,,,X,,X,,X,,X,,,X,,,,,,,,,,,,,,,
8290,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
8291,,X,,,,,,X,,X,,X,,X,,,X,,,,,,,,,,,,,,,
8292,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
8293,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,
8294,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8295,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8296,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8297,X,,X,,X,,X,,X,,X,,X,,,,,X,,,,,,,,,,,,,,
8298,X,,,,X,,X,,X,,X,,X,,,,,X,,,,,,,,,,,,,,
8299,X,,,,,,X,,,,X,,X,,,,,X,,,,,,,,,,,,,,
8300,X,,,,,,X,,,,X,,X,,,,,X,,,,,,,,,,,,,,
8301,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8302,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8010,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8303,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8011,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8012,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8304,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8305,,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8000,,,X,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8001,,,X,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7183,,,,,X,,,,,,X,,,,,,,X,,,,,,,,,,,,,X,
7184,,,,,X,,,,,,X,,,,,,,X,,,,,,,,,,,,,X,
7185,,,,,X,,,,,,X,,,,,,,X,,,,,,,,,,,,,X,
7663,,,,,X,,,,,,X,,,,,,,X,,,,,,,,,,,,,,
7664,,,,,X,,,,,,X,,,,,,,X,,,,,,,,,,,,,,
7531,X,,X,,,,X,,,,,,X,,,,,X,,,,,,,,,,,,,,
7532,X,,X,,,,X,,,,,,X,,,,,X,,,,,,,,,,,,,,
7533,X,,X,,,,X,,,,,,X,,,,,X,,,,,,,,,,,,,,
7534,X,,X,,,,X,,,,,,X,,,,,X,,,,,,,,,,,,,,
7535,X,,X,,,,X,,,,,,X,,,,,X,,,,,,,,,,,,,,
7434,X,,X,,X,,X,,X,,,,,,,,,X,,,,,,,,,,,,,,
7435,X,,X,,X,,X,,X,,,,,,,,,X,,,,,,,,,,,,,,
7574,X,,,,X,,X,,,,,,,,,,,X,,,,,,,,,,,,,,
8306,X,,,,X,,,,,,,,,,,,,X,,,,,,,X,,,,,,,
8307,X,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8308,X,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8309,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7968,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7969,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8310,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8311,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8312,X,,,,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,
8313,X,,,,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,
8314,X,,,,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,
8315,X,,,,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,
8316,X,,,,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,
8317,X,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,
8318,X,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,
8319,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8320,X,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8321,X,,,,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,
8322,X,,,,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,
8323,X,,,,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,
8324,,,,,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,
8325,,,,,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,
8326,,,,,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,
8327,,,,,X,,,,,,,,X,,,,,X,,,,,,,,,,,,,,
8328,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8329,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8330,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8331,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7065,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7066,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7067,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7068,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7069,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7070,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
7071,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,
8332,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8333,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8334,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8335,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8336,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8337,X,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,
8338,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8339,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8340,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8341,X,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,
8342,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8343,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8344,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8345,X,,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,
8346,X,,,,,,X,,X,,X,,X,,,,,,,,,,,,,,,,,,,
7525,X,,,,,,X,,X,,X,,X,,,,,,,,,,,,,,,,,,,
7526,X,,,,,,X,,X,,X,,X,,,,,,,,,,,,,,,,,,,
7527,X,,,,,,X,,X,,X,,X,,,,,,,,,,,,,,,,,,,
7528,X,,,,,,X,,X,,,,X,,,,,,,,,,,,,,,,,,,
7529,X,,,,,,X,,X,,,,X,,,,,,,,,,,,,,,,,,,
7530,X,,,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,,
8347,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8348,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8349,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8350,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8351,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8352,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7476,,X,,X,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,
7477,,X,,,,,,X,,X,,,,X,,,,,,,,,,,,,,,,,,
7478,,X,,,,,,X,,X,,,,X,,,,,,,,,,,,,,,,,,
7479,,X,,,,,,X,,X,,X,,X,,,,,,,,,,,,,,,,,,
7480,,X,,,,,,X,,X,,X,,X,,,,,,,,,,,,,,,,,,
8353,,X,,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,
8354,,X,,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,
8355,,X,,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,
8356,,X,,,,,,X,,X,,X,,X,,,,,,,,,,,,,,,,,,
8357,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8358,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8359,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8360,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,
8361,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8362,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8363,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8364,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8365,,X,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,
8366,,X,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,
8367,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8368,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8369,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8370,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8371,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8372,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8373,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8374,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8375,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8376,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8377,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8378,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8379,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8380,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8381,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8382,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8383,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8384,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8385,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8386,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8387,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8388,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8389,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7619,,,X,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
8390,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8391,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8392,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8393,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8394,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8395,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8396,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7045,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,X,,,,
7046,,,X,,,,,,,,,X,,,,,,,,,X,,,,,,,X,,,,
7849,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
7819,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
7922,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
7923,,,X,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,
7924,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7302,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
7303,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
7304,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
7305,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
7306,,,,X,,,,,,,,,,,,,,,,,,,,,,,X,,,,,
8397,,,,X,,,,,,,,,,,,,,,X,,,,X,,,,X,,,,,
7475,,,,X,,,,X,,,,,,X,,,,,,,,,,,,,,,,,,
8398,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8399,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8400,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8401,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8402,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8210,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8405,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8406,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8407,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8408,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8409,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8410,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8411,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8412,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8413,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8414,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8415,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8416,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8417,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8418,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8419,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8420,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8421,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8422,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8423,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8424,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8425,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8426,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8427,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8428,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7999,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7665,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,
7666,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,
7667,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,,
8429,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,X,
8430,,,,,X,,,,X,,X,,,,,,,,,,,,,,,,,,,,X,
7307,,,,,X,,,,X,,,,,,,,,,,,,,,,,,,,,,X,
8431,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8432,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8433,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8434,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8435,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8436,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8437,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8438,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
8439,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7194,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7195,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7196,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7197,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
7198,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
