LONGITUDE,LATITUDE,LABEL,LAYER,SYMBOL,KML_FOLDER,open
64ø 11' 59.1453" W,31ø 26' 58.4388" S,Av. Velez Sarsfield Esq. Dr. Lazaro Langer,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 2.7706" W,31ø 27' 10.3961" S,Av. Velez Sarsfield Esq. Pastor Taboada,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 4.3588" W,31ø 27' 18.4684" S,Av. Velez Sarsfield Esq. Honolulu,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 4.0896" W,31ø 27' 31.5960" S,Av. Velez Sarsfield Esq. Monaco,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 7.4504" W,31ø 27' 44.6152" S,Av. Velez Sarsfield Esq. Bermudas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 16.0246" W,31ø 28' 16.2841" S,Av. Velez Sarsfield Esq. Defensa,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 9.7851" W,31ø 28' 36.6173" S,Av. Velez Sarsfield Esq. Arica,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 20.0849" W,31ø 28' 38.5746" S,Arica Esq. Las Pe¤as,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 32.3495" W,31ø 28' 35.4286" S,Bogota Esq. Villa Maria,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 38.0784" W,31ø 28' 38.6055" S,Molinari Esq. Av. de Mayo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 47.6221" W,31ø 28' 37.0505" S,Av. de Mayo Esq. Calamuchita,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 49.8465" W,31ø 28' 41.1478" S,Calamuchita Esq. Gobernacion,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 51.2323" W,31ø 28' 47.3101" S,Calamuchita Esq. De Mauro,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 52.7413" W,31ø 28' 56.2738" S,Calamuchita Esq. Rio Quinto,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 52.9778" W,31ø 29' 3.8839" S,Calamuchita Esq. Rio Tercero,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 48.7729" W,31ø 29' 8.0928" S,Balnearia Esq. La Falda,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 47.8044" W,31ø 29' 1.0565" S,La Falda Esq. Laboulaye,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 38.2708" W,31ø 29' 1.0163" S,Laboulaye Esq. Mina Clavero,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 28.8817" W,31ø 29' 1.1154" S,Laboulaye Esq. Ischilin,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 22.1153" W,31ø 29' 1.2301" S,Laboulaye Esq. Canals,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 12' 14.9091" W,31ø 29' 1.3958" S,Laboulaye Esq. Av. Velez Sarsfield,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L51 Paradas Regreso,
64ø 08' 52.6769" W,31ø 21' 54.4420" S,L52 (PP),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA 52,
64ø 14' 4.4578" W,31ø 29' 19.5251" S,L52,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_bus_png",LINEA 52,
64ø 08' 53.0697" W,31ø 21' 54.9024" S,Av. Rancagua Esq. Av. Florencio Parravicini,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 3.6660" W,31ø 21' 56.6290" S,Av. Florencio Parravicini Esq. Francisco del Prado,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 11.8277" W,31ø 21' 58.8643" S,Av. Florencio Parravicini Esq. Marco del Pont,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 26.4130" W,31ø 22' 2.5340" S,Av. Florencio Parravicini Esq. Bauchs,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 42.8276" W,31ø 22' 8.5646" S,Av. Florencio Parravicini Esq. Carlos Gimenez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 51.1416" W,31ø 22' 3.1705" S,Carlos Gimenez Esq. Calle Publica S/N,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 58.4129" W,31ø 21' 57.8287" S,Carlos Gimenez Esq. Jose Podesta,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 4.6485" W,31ø 22' 0.5081" S,Jose Podesta Esq. Salvador Rosich,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 6.0278" W,31ø 22' 5.8881" S,Enrique Mui¤o Esq. Elias Alppi,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 58.7442" W,31ø 22' 11.9757" S,Enrique Mui¤o Esq. Amalia Sanchez Ari¤o,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 58.4318" W,31ø 22' 19.0848" S,Los Tilcas Esq. Gustavo Marambio,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 1.1903" W,31ø 22' 27.2287" S,Los Tilcas Esq. Enrique Martinez Paz,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 4.7880" W,31ø 22' 37.4850" S,Los Tilcas Esq. Cjal. Cabiche,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 0.0417" W,31ø 22' 47.3897" S,Hulluman Esq. Republica de Siria,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 51.4577" W,31ø 22' 52.7423" S,Nuevo Mundo Esq. Paysandu,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 47.7347" W,31ø 22' 59.9484" S,Nueva Orleans Esq. Villarica,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 50.7121" W,31ø 23' 3.3889" S,Nueva Orleans Esq. Talcahuano,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 54.5225" W,31ø 23' 7.5556" S,Nueva Orleans Esq. Obispo Carranza,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 51.1329" W,31ø 23' 13.9228" S,Juan C. Tissera Esq. Diagonal Ica,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 41.8337" W,31ø 23' 16.9537" S,Juan C. Tissera Esq. Av.  Leandro N. Alem,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 46.1820" W,31ø 23' 22.3855" S,Av. Leandro N. Alem Esq. Mauricio Yadarola,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 51.7565" W,31ø 23' 28.7023" S,Av. Leandro N. Alem Esq. Barraco Marmol,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 09' 57.5157" W,31ø 23' 35.0258" S,Av. Leandro N. Alem Esq. Cura Brochero,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 6.4963" W,31ø 23' 45.3653" S,Av. Leandro N. Alem Esq. Jose Eusebio Aguero,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 14.4320" W,31ø 23' 54.7311" S,Av. Leandro N. Alem Esq. Magari¤os Cervantes,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 25.9424" W,31ø 23' 58.2587" S,Av. Eduardo Bulnes Esq. Galeotti,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 28.5385" W,31ø 24' 3.8774" S,Felix Frias Esq. Suipacha,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 24.9178" W,31ø 24' 15.3753" S,Feliz Frias Esq. Charcas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 21.9125" W,31ø 24' 23.1508" S,Feliz Frias Esq. Juan de Garay,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 17.8521" W,31ø 24' 33.6696" S,Feliz Frias Esq. Libertad,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 23.7436" W,31ø 24' 42.1246" S,Ovidio Lagos Esq. Sarmiento,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 33.5759" W,31ø 24' 42.5859" S,Sarmiento Esq. Salta,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 10' 47.5224" W,31ø 24' 38.3080" S,Sarmiento Esq. Bernardino Rivadavia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 4.0660" W,31ø 24' 35.5352" S,Av. Gral. Paz Esq. Humberto Primo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 8.8255" W,31ø 24' 45.6667" S,Av. Gral. Paz Esq. Av. Colon,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 14.7860" W,31ø 25' 0.3378" S,Av. Velez Sarsfield Esq. 27 de Abril,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 21.0040" W,31ø 25' 16.0844" S,Av. Velez Sarsfield Esq. Montevideo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 26.7164" W,31ø 25' 28.7261" S,Av. Velez Sarsfield Esq. Achaval Rodriguez,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 31.6068" W,31ø 25' 41.3199" S,Av. Velez Sarsfield Esq. Angelo Peredo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 35.4844" W,31ø 25' 55.9579" S,Richardson Esq. Av. Ambrosio Olmos,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 28.6415" W,31ø 25' 58.4326" S,Venezuela Esq. Medina Allende,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 30.2512" W,31ø 26' 7.6720" S,Medina Allende,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 32.3622" W,31ø 26' 14.3698" S,Medina Allende Esq. Haya de la Torre,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 33.1434" W,31ø 26' 22.3371" S,Maestro Marcelo Lopez Esq. Filloy,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 39.9077" W,31ø 26' 34.1935" S,Maestro Marcelo Lopez (UTN),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 54.8374" W,31ø 26' 36.8198" S,Friuli Esq. Cruz Roja Argentina,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 52.2303" W,31ø 26' 30.6411" S,Friuli (Hosp. Privado),Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 50.7282" W,31ø 26' 33.5312" S,Av. Velez Sarsfield Esq. Dr. Enrique Finocchietto,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 55.8071" W,31ø 26' 48.3883" S,Av. Velez Sarsfield Esq. Dr. Jose Pizarro,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 11' 59.1742" W,31ø 26' 58.4818" S,Av. Velez Sarsfield Esq. Dr. Lazaro Langer,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 12' 2.8331" W,31ø 27' 10.3785" S,Av. Velez Sarsfield Esq. Dr. Pastor Taboada,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 12' 4.3951" W,31ø 27' 18.4194" S,Av. Velez Sarsfield Esq. Honolulu,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 12' 4.0958" W,31ø 27' 31.5681" S,Av. Velez Sarsfield Esq. Monaco,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 12' 7.4498" W,31ø 27' 44.6133" S,Av. Velez Sarsfield Esq. Bermudas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 12' 15.9731" W,31ø 28' 16.2566" S,Av. Velez Sarsfield Esq. Defensa,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 12' 26.4297" W,31ø 28' 24.0993" S,Vi¤a del Mar Esq. Carmelo Ibarra,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 12' 38.2033" W,31ø 28' 25.2605" S,Carmelo Ibarra Esq. La Falda,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 12' 45.3421" W,31ø 28' 28.1767" S,Tilcara Esq. Calamuchita,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 12' 55.8607" W,31ø 28' 26.0804" S,Tilcara Esq. Chiclayo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 13' 6.2115" W,31ø 28' 23.9665" S,Tilcara Esq. Bermejo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 13' 19.7755" W,31ø 28' 21.3971" S,Tilcara Esq. Rio Negro,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 13' 28.6185" W,31ø 28' 24.2946" S,Bogota Esq. Congreso,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 13' 30.3000" W,31ø 28' 29.4999" S,Congreso Esq. Av. de Mayo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 13' 32.7373" W,31ø 28' 35.4497" S,Congreso Esq. Tio Pujio,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 13' 34.4202" W,31ø 28' 42.1673" S,Congreso Esq. Mercedes,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 13' 37.1659" W,31ø 28' 46.2140" S,Cajamarca Esq. Cumbre del Perchel,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 13' 45.8676" W,31ø 28' 46.3447" S,Cajamarca Esq. Alto del Tala,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 13' 59.3890" W,31ø 28' 43.4083" S,Isla Verde Esq. Cayuqueo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 14' 4.3329" W,31ø 28' 53.6503" S,Rio Colorado Esq. Usuahia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 14' 4.4382" W,31ø 29' 0.1520" S,Rio Colorado Esq. Picun Leufu,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 14' 4.5605" W,31ø 29' 7.6473" S,Rio Colorado Esq. Valcheta,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 14' 4.3800" W,31ø 29' 13.1743" S,Rio Colorado Esq. Alumine,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 14' 4.5271" W,31ø 29' 18.3893" S,Rio Colorado Esq. Gayman,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Ida,
64ø 14' 4.1130" W,31ø 29' 18.8633" S,Rio Colorado Esq. Gayman,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 14' 4.0273" W,31ø 29' 12.7606" S,Rio Colorado Esq. Alumine,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 14' 3.9726" W,31ø 29' 8.8302" S,Rio Colorado Esq. Valcheta,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 14' 3.3920" W,31ø 29' 0.8217" S,Rio Colorado Esq. Picun Leufu,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 14' 3.4798" W,31ø 28' 54.3450" S,Rio Colorado Esq. Usuahia,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 14' 0.0159" W,31ø 28' 46.8958" S,Cajamarca Esq. Cleveland,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 13' 47.1434" W,31ø 28' 46.9696" S,Cajamarca Esq. Alto del Tala,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 13' 45.7115" W,31ø 28' 39.7021" S,Alto del Tala Esq. El Ara¤ado,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 13' 45.5698" W,31ø 28' 32.4009" S,Alto del Tala Esq. Gobernacion,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 13' 45.9424" W,31ø 28' 27.7799" S,Alto del Tala Esq. Cachi Yaco,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 13' 38.1230" W,31ø 28' 27.5966" S,Cachi Yaco Esq. Cumbre del Perchel,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 13' 31.3309" W,31ø 28' 28.9689" S,Av. de Mayo Esq. Congreso,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 13' 21.3631" W,31ø 28' 26.7165" S,Rio Negro Esq. Bogota,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 13' 17.9146" W,31ø 28' 22.1849" S,Tilcara Esq. Caracas,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 13' 7.4835" W,31ø 28' 24.1737" S,Tilcara Esq. Bermejo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 12' 58.1316" W,31ø 28' 26.0849" S,Tilcara Esq. Ibague,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 12' 46.7082" W,31ø 28' 28.3592" S,Tilcara Esq. Calamuchita,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 12' 40.5120" W,31ø 28' 28.6986" S,La Falda Esq. Tilcara,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 12' 39.6208" W,31ø 28' 25.6057" S,La Falda Esq. Carmelo Ibarra,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 12' 31.7752" W,31ø 28' 26.9119" S,Carmelo Ibarra Esq. Villa Maria,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 12' 25.9246" W,31ø 28' 24.2773" S,Vi¤a del Mar,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 12' 23.8919" W,31ø 28' 16.5026" S,Vi¤a del Mar Esq. Defensa,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 12' 14.9679" W,31ø 28' 17.0892" S,Av. Velez Sarsfield Esq. Defensa,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 12' 6.2304" W,31ø 27' 42.5151" S,Av. Velez Sarsfield Esq. Mar de Ajo,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 12' 1.4164" W,31ø 27' 26.6659" S,Av. Velez Sarsfield Esq. El Tirol,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 12' 2.8668" W,31ø 27' 16.2868" S,Av. Velez Sarsfield Esq. Viedma,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
64ø 12' 1.0551" W,31ø 27' 8.3173" S,Av. Velez Sarsfield Esq. Oscar Cocca,Unknown Point Feature,"PARADAS GRUPO 4_kml_maps_google_com_mapfiles_kml_shapes_realestate_png",L52 Paradas Regreso,
