"Code","stop_calle","stop_numero","stop_entre","lineas","stop_lat","stop_lon"
"C2793","Piedra Labrada",8096,"Tipayante y Yupanqui","15 Reg - ",-31.32576,-64.27098
"C2794","Piedra Labrada",8250,"Yupanqui y Vulcan","15 Reg - ",-31.32556,-64.27887
"C2795","Piedra Labrada",8386,"Casuhati y San Pedro de Toyos","15 Reg - ",-31.32549,-64.28182
"C2796","Molleyaco",8323,"San Pedro de Toyos y Payen","15 Reg - ",-31.32455,-64.2817
"C2797","Molleyaco",8108,"Payen y Yupanqui","15 Reg - ",-31.32279,-64.27828
"C2798","Molleyaco",8011,"Yupanqui y Pehuenches","15 Reg - ",-31.32253,-64.27777
"C2799","Molleyaco",7903,"Pehuenches y Arrayan","15 Reg - ",-31.32153056,-64.27578333
"C2802","Cruz Alta",8000,"Donato Alvarez y Rincon de Luna","15 Reg - ",-31.31622222,-64.27524444
"C2803","Cruz Alta",8186,"Curaco y Lighen","15 Reg - ",-31.31576,-64.27828
"C2804","Cruz Alta",8392,"Chicalco y Linco","15 Reg - ",-31.31466,-64.28262
"C2805","Linco",9800,"Boro y Quilca","15 Reg - ",-31.31288,-64.28235
"C2806","Linco",10000,"Malten y Maloca","15 Reg - ",-31.30983,-64.28131
"C2807","Peron",68,"Linco y Sin Datos","15 Reg - ",-31.30857,-64.2815
"C2808","Peron",183,"Esquina Pucara","11 Reg - 15 Reg - ",-31.30788,-64.28432
"C2809","Peron",294,"Pucara y Auzzani","11 Reg - 15 Reg - ",-31.30737,-64.28648
"C2820","Hipolito Irigoyen",660,"Carlos Thays y Plaza España","65 Reg - 67 Ida - 13 Ida - 18 Reg - 19 Ida - D10 Ida - ",-31.43017,-64.1838
"C2821","Chacabuco",775,"Derqui y Obispo Oro","65 Reg - ",-31.42649,-64.18381
"C2822","Chacabuco",551,"San Lorenzo y Rondeau","65 Reg - ",-31.42452,-64.18305
"C2830","Gral. Paz",55,"9 de Julio y Dean Funes","10 Reg - 12 Reg - 17 Ida - ",-31.4146,-64.18653
"C2832","San Juan",55,"Obispo Trejo e Independencia","14 Ida - ",-31.42073,-64.1871
"C2838","Sabattini",1400,"Esquina Monserrat","11 Ida - 14 Ida - 16 Ida - 17 Ida - ",-31.43068,-64.16806
"C2841","Sabattini",2136,"Cadiz y Barcelona","10 Reg - 11 Ida - 12 Reg - 14 Ida - 16 Ida - 17 Ida - ",-31.43325,-64.15802
"C2845","Sabattini",2984,"Futaleufu y Ramon Ocampo","10 Reg - 11 Ida - 12 Reg - 14 Ida - 16 Ida - 17 Ida - ",-31.43343,-64.14802
"C2848","Sabattini",3800,"Picaflor y ¥andu","16 Ida - ",-31.43203,-64.13764
"C2859","Sabattini",5550,"Frente Cargo","16 Ida - ",-31.45774,-64.11055
"C2860","Sabattini",5650,"Padilla y Sanchez de Loria","10 Reg - 12 Reg - 16 Ida - ",-31.45964,-64.10863
"C2863","Ciudad de mis Sueños",9999,"Entrada","16 Ida - ",-31.47742,-64.08962
"C2864","Publica C. mis Sueños",9999,"Frente Manzana 43","16 Ida - ",-31.47742,-64.08792
"C2865","Publica C. mis Sueños",9999,"Frente Manzana 44","16 Ida - ",-31.47742,-64.08625
"C2866","Publica C. mis Sueños",9999,"Frente Manzana 51","16 Ida - ",-31.47891,-64.08518
"C2867","Publica C. mis Sueños",9999,"Frente Manzana 52","16 Ida - ",-31.48028,-64.08521
"C2868","Publica C. mis Sueños",9999,"Llegando Jardin de Infantes","16 Ida - ",-31.48083,-64.08467
"C2869","Publica C. mis Sueños",9999,"Detrás del Colegio","16 Ida - ",-31.48213,-64.0843
"C2870","Ruta 9",9999,"Pauli y Schrodinger","16 Ida - ",-31.48855,-64.07882
"C2871","Entrada 25 de Mayo",9999,"Paso Nivel","16 Ida - ",-31.4909,-64.07662
"C2872","Cumbres de Gaspar",9999,"La Carbonada","16 Ida - ",-31.48992,-64.0786
"C2873","Cumbres de Gaspar",9999,"La Carbonada","16 Ida - ",-31.48991,-64.081
"C2874","Cumbres de Gaspar",9999,"La Carbonada","16 Ida - ",-31.48991,-64.08339
"C2875","Cumbres de Gaspar",9999,"La Carbonada","16 Ida - ",-31.4899,-64.08625
"C2876","Cumbres de Gaspar",9999,"La Carbonada","16 Reg - ",-31.4899,-64.08625
"C2877","Cumbres de Gaspar",9999,"La Carbonada","16 Reg - ",-31.4899,-64.08625
"C2878","Cumbres de Gaspar",9999,"La Carbonada","16 Reg - ",-31.48994,-64.08396
"C2879","Cumbres de Gaspar",9999,"La Carbonada","16 Reg - ",-31.48995,-64.07923
"C2880","Cumbres de Gaspar",9999,"Salida 25 de Mayo","16 Reg - ",-31.49067,-64.0772
"C2881","Ruta 9 Sur",9999,"Km. 688","16 Reg - ",-31.49934,-64.06739
"C2882","Ruta 9 Sur",9999,"Fabrica Metal-Ce","16 Reg - ",-31.49414,-64.07296
"C2883","Ruta 9 Sur",9999,"Salida La Carbonada","16 Reg - ",-31.49105,-64.07614
"C2884","Ruta 9 Sur",9999,"Paso Nivel y Schroding","16 Reg - ",-31.48868,-64.07859
"C2885","Ruta 9 Sur",9999,"Pauli y Cuidad de Mis Sueños","16 Reg - ",-31.48533,-64.08202
"C2886","Parque Ituzaingo",9999,"Entrada","16 Reg - ",-31.4831,-64.08429
"C2887","Publica",9999,"Frente Colegio","16 Reg - ",-31.48114,-64.0843
"C2888","Publica C. mis Sueños",9999,"Frente Manzana 56","16 Reg - ",-31.48027,-64.08522
"C2889","Publica C. mis Sueños",9999,"Frente Centro Comunal","16 Reg - ",-31.47792,-64.08517
"C2890","Publica C. mis Sueños",9999,"Frente Manzana 31","16 Reg - ",-31.47715,-64.08729
"C2891","Publica C. mis Sueños",9999,"Frente Manzana 31","16 Reg - ",-31.47715,-64.08893
"C2892","Sabattini",6250,"Esquina Vucetich","16 Reg - ",-31.46526,-64.10265
"C2894","Sabattini",5821,"Jose Cabrera y Jose Villegas","10 Ida - 16 Reg - ",-31.46201,-64.10604
"C2895","Sabattini",5659,"Sanchez de Loria y Manuel Padilla","10 Ida - 12 Ida - 16 Reg - ",-31.45982,-64.10828
"C2900","Sabattini",5200,"Frente FIAT","10 Ida - 12 Ida - 16 Reg - 17 Reg - ",-31.45236,-64.11588
"C2903","Sabattini",4900,"Calingasta y Fiambala","10 Ida - 12 Ida - 16 Reg - 17 Reg - ",-31.44077,-64.12732
"C2904","Sabattini",4600,"Frente Arco de Cordoba","10 Ida - 12 Ida - 16 Reg - 17 Reg - ",-31.43852,-64.12822
"C2912","Sabattini",2915,"Ramon Ocampo y Tristan Narvaja","10 Ida - 11 Reg - 12 Ida - 14 Reg - 16 Reg - 17 Reg - ",-31.43326,-64.148
"C2913","Sabattini",2633,"Juan Rodriguez y Sargento Cabral","10 Ida - 11 Reg - 12 Ida - 14 Reg - 16 Reg - 17 Reg - ",-31.43309,-64.15116
"C2915","Sabattini",2241,"Tejedor y Morse","10 Ida - 11 Reg - 12 Ida - 14 Reg - 16 Reg - 17 Reg - ",-31.43302,-64.15627
"C2919","Sabattini",1400,"Esquina Monserrat","10 Ida - 11 Reg - 12 Ida - 14 Reg - 16 Reg - 17 Reg - ",-31.43084,-64.16693
"C2925","Velez Sarsfield",224,"Caceros y Duarte Quiros","16 Reg - 18 Ida - ",-31.41755,-64.18766
"C2929","Hipolito Irigoyen",552,"Ituzaingo y Larrañaga","67 Reg - 13 Reg - 16 Reg - 18 Ida - 19 Reg - D10 Reg - ",-31.42717,-64.18556
"C2946","Vucetich",7195,"Faraday y Westinghouse","10 Ida - 12 Ida - ",-31.46503,-64.08724
"C2947","Vucetich",7100,"Stephenson y Lumiere","10 Ida - 12 Ida - ",-31.46503,-64.08891
"C2948","Vucetich",6924,"Watt y Ohm","10 Ida - 12 Ida - ",-31.465,-64.09172
"C2949","Vucetich",6673,"Hertz y Guttemberg","10 Ida - 12 Ida - ",-31.46499,-64.09441
"C2950","Vucetich",6505,"Daimler y Kelvin","10 Ida - 12 Ida - ",-31.46499,-64.09661
"C2953","Sabattini",6050,"Vucetich y Pesta¤a","10 Ida - 16 Reg - ",-31.46354,-64.10445
"C2959","Sabattini",5300,"Frente a Tubos Transelectric","10 Ida - 12 Ida - 16 Reg - 17 Reg - ",-31.45382,-64.11442
"C2984","27 de Abril",95,"Independencia y Obispo Trejo","10 Ida - 11 Reg - 12 Ida - 17 Reg - ",-31.4168,-64.18537
"C2997","Sabattini",1400,"Esquina Monserrat","10 Reg - 12 Reg - ",-31.43053,-64.16836
"C2998","Sabattini",1636,"Cartagena y Huelva","10 Reg - 12 Reg - ",-31.43158,-64.16454
"C2999","Sabattini",1800,"Extremadura y El Escorial","10 Reg - 11 Ida - 12 Reg - 14 Ida - 16 Ida - 17 Ida - ",-31.43283,-64.16212
"C3007","Sabattini",3784,"Picaflor y Ñandu","10 Reg - 11 Ida - 12 Reg - 14 Ida - 17 Ida - ",-31.43226,-64.13721
"C3008","Sabattini",3970,"Zorsal y Punilla","10 Reg - 12 Reg - 16 Ida - 17 Ida - ",-31.4329,-64.13509
"C3009","Sabattini",4290,"Sacanta y Tancacha","10 Reg - 12 Reg - 16 Ida - 17 Ida - ",-31.43463,-64.13176
"C3016","Sabattini",5375,"Frente Fiat Auto Argentina","10 Reg - 12 Reg - 16 Ida - 17 Ida - ",-31.45486,-64.11354
"C3017","Sabattini",5400,"Interindustria y Huergo","10 Reg - 12 Reg - 16 Ida - ",-31.45631,-64.11206
"C3020","Sabattini",6028,"Frente Cordiez","10 Reg - 16 Ida - ",-31.46172,-64.10642
"C3022","Vucetich",6250,"Sabattini y Taylor","10 Reg - ",-31.46503,-64.10079
"C3023","Vucetich",6340,"Dalton y Diesel","10 Reg - ",-31.46503,-64.09906
"C3029","Vucetich",7390,"Lorentz y Bragg","10 Reg - 12 Reg - ",-31.46537,-64.08561
"C3030","Vucetich",7500,"Compton y Guillaume","10 Reg - 12 Reg - ",-31.46503,-64.084
"C3031","Soriano de Arevalos",2410,"Julio de Vedia y Heroes de Vilcapugio","65 Reg - ",-31.368429,-64.137954
"C3032","Vucetich",9999,"Casilla","10 Reg - 12 Reg - ",-31.46506,-64.08123
"C3033","Soriano de Arevalos",2560,"Heroinas de Ayohuma  y Heroes de Vilcapu","65 Reg - ",-31.36842,-64.135687
"C3034","Chachapoyas",3546,"Niceto Vega y Chorroarin","65 Reg - ",-31.3697,-64.1331
"C3035","Rincon",2180,"Eufrasio Loza y Garibaldi","65 Reg - ",-31.4045,-64.15705
"C3041","Cno C. de los Remedios",9999,"Esquina Faraday","17 Ida - ",-31.458542,-64.087313
"C3046","Oncativo",1795,"Güemes y Lamadrid","65 Reg - ",-31.40801,-64.16164
"C3047","Oncativo",1930,"Mexico y Patria","65 Reg - ",-31.407502,-64.15888
"C3048","Patria",683,"Oncativo y Libertad","65 Reg - 66 Ida - ",-31.40639,-64.15888
"C3100","Peron",9999,"Frente nueva Terminal","15 Reg - ",-31.42382,-64.17326
"C3110","Nuestro Hogar 2",9999,"Despues de Barrio Zepa","62 Ida - ",-31.388235,-64.098324
"C3115","Apostoles",9999,"Jesus maria y Jovita","61 Ida -",-31.41594,-64.14663
"C3119","Maestro Vidal",1284,"Verdi y Rogatis","63 Ida -",-31.422584,-64.228179
"C3120","Apostoles",9999,"Jovita y Jesus Maria","61 Reg - ",-31.41601,-64.146757
"C3121","Maestro Vidal",1488,"Luis Agote y Hector Paniza","63 Ida -",-31.424931,-64.22875
"C3122","Maestro Vidal",1678,"Gomez Carrillo y Alberto Williams","63 Ida -",-31.428185,-64.229657
"C3123","Maestro Vidal",1830,"Pinedo y Buchardo","63 Ida -",-31.430339,-64.23022
"C3124","Alexander Fleming",2050,"Aconcagua y Uritorco","63 Ida -",-31.433446,-64.235831
"C3125","Alexander Fleming",2350,"Gabriela Mistral y Lagunilla","63 Ida -",-31.437107,-64.235833
"C3126","Alexander Fleming",2650,"Octaviano Navarro y Antartida","63 Ida -",-31.439551,-64.23582
"C3127","Alexander Fleming",2950,"Olivares y Los Pinos","63 Ida -",-31.442561,-64.235801
"C3128","Alexander Fleming",3250,"Frontera y la que sigue","63 Ida -",-31.446466,-64.235789
"C3129","Alexander Fleming",3450,"Amsterdam y Estocolmo","63 Ida -",-31.448624,-64.235822
"C3130","Pueyrredon",1950,"Ing. Lopez y Ocaña","63 Ida -",-31.420206,-64.214583
"C3131","Pueyrredon",2350,"Punta Lara y Vieytes","63 Ida -",-31.41972,-64.217861
"C3132","Pueyrredon",2650,"Olegario Correa y Brown","63 Ida -",-31.419783,-64.220987
"C3133","Schubert",1130,"Peredo y Albeniz","63 Ida -",-31.419501,-64.226744
"C3134","Alexander Fleming",3450,"Amsterdam y Estocolmo","63 Reg -",-31.448624,-64.235822
"C3135","Rufino Varela Ortiz",3250,"Frontera y la que sigue","63 Reg -",-31.446423,-64.237516
"C3136","Rufino Varela Ortiz",2950,"Olivares y Los Pinos","63 Reg -",-31.44258,-64.236974
"C3137","Rufino Varela Ortiz",2650,"Octaviano Navarro y Antartida","63 Reg -",-31.439552,-64.236949
"C3138","Rufino Varela Ortiz",2350,"Gabriela Mistral y Lagunilla","63 Reg -",-31.437102,-64.236977
"C3139","Rufino Varela Ortiz",2050,"Aconcagua y Uritorco","63 Reg -",-31.433431,-64.236952
"C3140","Maestro Vidal",1830,"Pinedo y Buchardo","63 Reg -",-31.430339,-64.23022
"C3141","Maestro Vidal",1678,"Gomez Carrillo y Alberto Williams","63 Reg -",-31.428185,-64.229657
"C3142","Maestro Vidal",1488,"Luis Agote y Hector Paniza","63 Reg -",-31.424931,-64.22875
"C3143","Maestro Vidal",1284,"Verdi y Rogatis","63 Reg -",-31.422584,-64.228179
"C3144","Maestro Vidal",1130,"Peredo y Albeniz","63 Reg -",-31.419396,-64.227277
"C3145","Pueyrredon",1950,"Ing. Lopez y Ocaña","63 Reg - ",-31.420206,-64.214583
"C3146","Pueyrredon",2350,"Punta Lara y Vieytes","63 Reg - ",-31.41972,-64.217861
"C3147","Pueyrredon",2650,"Olegario Correa y Brown","63 Reg - ",-31.419783,-64.220987
"C3150","Reconquista",3611,"Diaz de la Fuente y Fleming","64 Ida - ",-31.43763,-64.23623
"C3151","Reconquista",3777,"Graham Bell y Varela Ortiz","64 Ida - ",-31.43765,-64.23843
"C3152","Reconquista",3918,"Maria Courie y Luis Pasteur","64 Ida - ",-31.43766,-64.24019
"C3153","Fournier",2511,"Esmeralda y Reconquista","64 Ida - ",-31.438,-64.24179
"C3154","Fournier",2615,"Antartida y Octaviano Navarro","64 Ida - ",-31.43925,-64.24179
"C3155","Diamante",4100,"Maria Courie y Fournier","64 Ida - ",-31.44064,-64.24167
"C3156","Diamante",3380,"Varela Ortiz y Luis Pasteur","64 Ida - ",-31.44064,-64.23884
"C3200","Donosa",9999,"Totoral y Olta","B61 Ida -",-31.452821,-64.269166
"C3201","Donosa",9999,"Virgenes y El Alto","B61 Ida -",-31.4528,-64.264784
"C3202","Donosa",9999,"Ballester y Villa Angela","B61 Ida -",-31.45244,-64.257024
"C3203","Alto Alegre",9999,"Zuloaga y Bradley","B61 Ida -",-31.423573,-64.263863
"C3204","Alto Alegre",9999,"Cattaneo y Sgto. Gomez","B61 Ida -",-31.420713,-64.263729
"C3205","Necuñan",9999,"Pincen y San Hueque","B61 Ida -",-31.416492,-64.258856
"C3210","Donosa",9999,"Ballester y Villa Angela","B61 Reg -",-31.45244,-64.257024
"C3211","Donosa",9999,"Virgenes y El Alto","B61 Reg -",-31.4528,-64.264784
"C3212","Donosa",9999,"Totoral y Olta","B61 Reg -",-31.452821,-64.269166
"C3213","Necuñan",9999,"Pincen y San Hueque","B61 Reg -",-31.416492,-64.258856
"C3214","Alto Alegre",9999,"Cattaneo y Sgto. Gomez","B61 Reg -",-31.420713,-64.263729
"C3215","Alto Alegre",9999,"Zuloaga y Bradley","B61 Reg -",-31.423573,-64.263863
"C3300","Ricardo Rojas",7330,"Mocovies y Tomas Garzon","18 Reg -",-31.335045,-64.265272
"C3301","Ricardo Rojas",7900,"Huarpes y Udaondo","18 Reg -",-31.334622,-64.272463
"C3302","Ricardo Rojas",8200,"Pachamama y Yupanqui","18 Reg -",-31.336005,-64.276538
"C3303","Ricardo Rojas",8500,"Huacac y Huayna","18 Reg -",-31.336902,-64.280714
"C3304","Ricardo Rojas",8800,"Tahuantisuyo y Mamaquilla","18 Reg -",-31.337344,-64.285186
"C3305","Bodereau",9999,"Ricardo Rojas y Amigorena","18 Reg -",-31.336202,-64.288082
"C3306","Bodereau",9999,"Amigorena y Hanan Pacha","18 Reg -",-31.333759,-64.288063
"C3307","Bodereau",9999,"Leon XIII y Pozo de la Loma","18 Reg -",-31.331716,-64.288066
"C3308","Bodereau",9999,"Leon XIII y Pozo de la Loma","18 Reg -",-31.329261,-64.288005
"C3309","Bodereau",9999,"Agua de la Pilona y Mussi","18 Reg -",-31.326657,-64.288573
"C3310","Bodereau",9999,"Canteras de Quilpo y de los Gauchos","18 Reg -",-31.323091,-64.288455
"C3311","Bodereau",9999,"Quilloamira y Rincon de Luna","18 Reg -",-31.319803,-64.288291
"C3312","Bodereau",9999,"Cabral y Sacha","18 Reg -",-31.316694,-64.288164
"C3313","Bodereau",9999,"Macha y Cruz Alta","18 Reg -",-31.313798,-64.288103
"C3314","Cruz Alta",9999,"Corral de Bustos y Montebuey","18 Reg -",-31.313265,-64.29118
"C3315","Cruz Alta",9999,"Laborde y Arroyito","18 Reg -",-31.313172,-64.294333
"C3316","Cruz Alta",9999,"San Marcos Sierra y BelleVille","18 Reg -",-31.313069,-64.297598
"C3317","San Jeronimo",9999,"San Salvador y Jamaica","18 Reg -",-31.314671,-64.300938
"C3318","San Jeronimo",9999,"Esquina Avellaneda","18 Reg -",-31.315243,-64.304277
"C3319","San Lorenzo",9999,"Esq. Eva Peron","18 Reg -",-31.315792,-64.3069
"C3350","San Lorenzo",9999,"Esq. Eva Peron","18 Ida -",-31.315792,-64.3069
"C3351","San Jeronimo",9999,"Esquina Avellaneda","18 Ida -",-31.315243,-64.304277
"C3352","San Jeronimo",9999,"San Salvador y Jamaica","18 Ida -",-31.314671,-64.300938
"C3353","Cruz Alta",9999,"San Marcos Sierra y BelleVille","18 Ida -",-31.313069,-64.297598
"C3354","Cruz Alta",9999,"Laborde y Arroyito","18 Ida -",-31.313172,-64.294333
"C3355","Cruz Alta",9999,"Corral de Bustos y Montebuey","18 Ida -",-31.313265,-64.29118
"C3356","Bodereau",9999,"Macha y Cruz Alta","18 Ida -",-31.313798,-64.288103
"C3357","Bodereau",9999,"Cabral y Sacha","18 Ida -",-31.316694,-64.288164
"C3358","Bodereau",9999,"Quilloamira y Rincon de Luna","18 Ida -",-31.319803,-64.288291
"C3359","Bodereau",9999,"Canteras de Quilpo y de los Gauchos","18 Ida -",-31.323091,-64.288455
"C3360","Bodereau",9999,"Agua de la Pilona y Mussi","18 Ida -",-31.326657,-64.288573
"C3361","Bodereau",9999,"Leon XIII y Pozo de la Loma","18 Ida -",-31.329261,-64.288005
"C3362","Bodereau",9999,"Leon XIII y Pozo de la Loma","18 Ida -",-31.331716,-64.288066
"C3363","Bodereau",9999,"Amigorena y Hanan Pacha","18 Ida -",-31.333759,-64.288063
"C3364","Bodereau",9999,"Ricardo Rojas y Amigorena","18 Ida -",-31.336202,-64.288082
"C3365","Ricardo Rojas",8800,"Tahuantisuyo y Mamaquilla","18 Ida -",-31.337344,-64.285186
"C3366","Ricardo Rojas",8500,"Huacac y Huayna","18 Ida -",-31.336902,-64.280714
"C3367","Ricardo Rojas",8200,"Pachamama y Yupanqui","18 Ida -",-31.336005,-64.276538
"C3368","Ricardo Rojas",7900,"Huarpes y Udaondo","18 Ida -",-31.334622,-64.272463
"C3369","Ricardo Rojas",7330,"Mocovies y Tomas Garzon","18 Ida -",-31.335045,-64.265272
"C3370","Los Chañares",9999,"Noguchi y Los Algarrobos","12 Ida - ",-31.462124,-64.09493
"C3371","Los Chañares",9999,"Los Algarrobos y Noguchi","12 Reg -",-31.462124,-64.09493
"C3372","Cno C. de los Remedios",9999,"Entre Sabattini y Marzazno","12 Ida - ",-31.460408,-64.105155
"C3373","Cno C. de los Remedios",9999,"Entre Marzano y Sabattini","12 Reg -",-31.460408,-64.105155
"C3374","Calingasta",9999,"Esq. Radio María","14 Ida -",-31.441059,-64.111297
"C3375","Tulumba",9999,"Entre 2º y 3º bocacalle","14 Ida -",-31.444157,-64.111084
"C2041","Cangallo",3105,"Malabia y Pacheco de Melo","14 Ida -",-31.44597,-64.11865
"C2043","Cangallo",2803,"Acevedo y Thames","14 Ida -",-31.44266,-64.11864
"C2004","Cangallo",2900,"Ignacio Thames y Manuel Acevedo","14 Reg -",-31.44277,-64.11865
"C2007","Cangallo",3250,"Serrano y Antonio Sanchez","14 Reg -",-31.44691,-64.1187
"C3376","Las Heras",815,"Piñero y Barcala","18 Ida -",-31.405371,-64.192575
"C3377","Las Heras",467,"Pasando Lavalleja","18 Ida -",-31.405635,-64.186945
"C3378","Las Heras",9999,"Las Heras y Mestre","18 Ida -",-31.405013,-64.184316
"C3379","Gral. Paz",527,"Pasando Plazoleta","18 Ida -",-31.408752,-64.184115
"C3380","Jujuy ",334,"Santa Rosa y Rioja","18 Reg -",-31.410061,-64.189219
"C3381","Jujuy ",570,"Hombuerto 1º y Mestre","18 Reg -",-31.40728,-64.188118
"C3382","Ducasse",650,"Frente ACV","18 Reg -",-31.404218,-64.188581
"C3384","Ducasse",824,"Barcala y Sarratea","18 Reg -",-31.403845,-64.19193
"C3385","Ducasse",1034,"Avellaneda y Castro Barro","18 Reg -",-31.403731,-64.194218
"C2160","Larguia",6354,"Pompeyo Moneta y Humboldt","17 Reg - ",-31.33868,-64.24711
"C2161","Larguia",9999,"Esquina Tamburini","17 Reg - ",-31.33938,-64.24986
"C2162","Tamburini",9999,"Esquina Los Alemanes","17 Reg - ",-31.34139,-64.25124
"C2163","Doering",6160,"Pompeyo y Bv. Los Alemanes","17 Reg - ",-31.34267,-64.24865
"C2333","Doering",6193,"Frente a plaza de la Madre","17 Ida - ",-31.34262,-64.24858
"C2334","Doering",6329,"Pompeya Moneta y Bv. Alemanes","17 Ida - ",-31.34219,-64.24971
"C2335","Tamburini",6900,"Doering y Junas Larguia","17 Ida - ",-31.34139,-64.25102
"C2336","Tamburini",7080,"Esquina con Larguia","17 Ida - ",-31.33963,-64.25033
"C2337","Larguia",6354,"Esquina con Pompeyo Moneta","17 Ida - ",-31.33882,-64.2477
"C3386","Martinolli",5149,"Astrada de Ponce y Laplace","D10 Ida -",-31.357061,-64.24248
"C3387","Martinolli",5326,"Astrada de Ponce y Evang. Torricelli","D10 Ida -",-31.35485,-64.245804
"C3388","Martinolli",5631,"Papin y Gauss","D10 Ida -",-31.352752,-64.248259
"C0806","Pasteur",3125,"Riga y Sin Datos","63 Reg -",-31.44496,-64.23936
"C0807","Pasteur",3011,"Marcelino Augier y Maugier","63 Reg -",-31.44353,-64.23936
"C3389","Pringles",,"Lima y Catamarca","63 Reg -",-31.412583,-64.167713
"C3390","Pringles",1019,"Ibarbalz y Juan de Garay","63 Reg -",-31.406031,-64.170073
"C3391","Pringles",1290,"Charcas y Cochabamba","63 Reg -",-31.403185,-64.171181
"C3392","Potosi",1392,"Jacinto Rios y Viamonte","63 Reg -",-31.401047,-64.169785
"C3393","Antartida",2703,"Padre Lozano y Lafore","64 Ida - ",-31.440267,-64.223517
"C3394","Antartida",2680,"Lafore y Padre Lozano","64 Reg -",-31.440267,-64.223517
"C3395","Valparaiso",9999,"Fte. Ciencias Economicas","13 Reg - 18 Reg - 19 Reg - D10 Reg - 67 Reg",-31.435495,-64.185327
"C3396","Valparaiso",9999,"Fte. Esc. Enfermeria","13 Reg - 18 Reg - 19 Reg - D10 Reg - 67 Reg",-31.43827,-64.186078
"C3397","Filloy",9999,"Fte. Comedor Universitario","13 Reg - 18 Reg - 19 Reg - D10 Reg - 67 Reg",-31.4405,-64.189556
"C3398","Filloy",9999,"Fte. Comedor Universitario","13 Ida - 18 Ida - 19 Ida - D10 Ida - 67 Ida",-31.4405,-64.189556
"C3399","Valparaiso",9999,"Fte. Esc. Enfermeria","13 Ida - 18 Ida - 19 Ida - D10 Ida - 67 Ida",-31.43827,-64.186078
"C3400","Valparaiso",9999,"Fte. Ciencias Economicas","13 Ida - 18 Ida - 19 Ida - D10 Ida - 67 Ida",-31.435495,-64.185327
"C3401","Belgrano",1421,"Richardson y Temple","16 Ida - 66 Ida",-31.431248,-64.195038
"C3402","Belgrano",1275,"Lacosta y Peru","16 Ida - 66 Ida",-31.429456,-64.194287
"C3403","Belgrano",1039,"Brasil y Peredo","16 Ida - 66 Ida",-31.426849,-64.193198
"C3404","Medina Allende",9999,"Esq. Haya de la Torre","16 Ida - 66 Ida",-31.435971,-64.191728
"C3405","Medina Allende",9999,"Esq. Hayta de la Torre","16 Reg - 66 Reg",-31.436019,-64.191926
"C3406","Venezuela",15,"Parque de las Tejas","16 Reg - 66 Reg",-31.434143,-64.188627
"C3407","Venezuela",55,"Buenos Aires y Pje. España","16 Reg - 66 Reg",-31.433116,-64.190122
"C3408","Richardson",70,"Independencia y Olmos","16 Ida - 66 Ida",-31.432491,-64.192059
"C3409","Bajada de Piedras",9999,"Esq. Castañares","68 Ida -",-31.408711,-64.150293
"C3410","Bajada de Piedras",9999,"Olivera y Cavero","68 Ida -",-31.406557,-64.147513
"C3411","Bajada de Piedras",9999,"Pasando Victor Manuel III","68 Ida -",-31.405357,-64.142766
"C3412","Bajada de Piedras",9999,,"68 Ida -",-31.404098,-64.140543
"C3413","Bajada de Piedras",9999,,"68 Ida -",-31.403185,-64.137989
"C3414","Bajada de Piedras",9999,,"68 Ida -",-31.403364,-64.13569
"C3415","Bajada de Piedras",9999,,"68 Ida -",-31.403631,-64.132237
"C3416","Bajada de Piedras",9999,,"68 Ida -",-31.403185,-64.128055
"C3417","Bajada de Piedras",9999,,"68 Ida -",-31.402259,-64.122503
"C3418","Bajada de Piedras",9999,,"68 Ida -",-31.40184,-64.106063
"C3419","Bajada de Piedras",9999,,"68 Ida -",-31.403399,-64.089592
"C3420","Bajada de Piedras",9999,,"68 Ida -",-31.408596,-64.066812
"C3421","Bajada de Piedras",9999,,"68 Ida -",-31.406289,-64.065557
"C3422","Bajada de Piedras",9999,,"68 Ida -",-31.403053,-64.06387
"C3423","Bajada de Piedras",9999,,"68 Ida -",-31.397417,-64.06062
"C3424","Bajada de Piedras",9999,,"68 Ida -",-31.392812,-64.058637
"C3425","Bajada de Piedras",9999,,"68 Ida -",-31.390673,-64.057985
"C3426","Bajada de Piedras",9999,,"68 Reg -",-31.390673,-64.057985
"C3427","Bajada de Piedras",9999,,"68 Reg -",-31.392812,-64.058637
"C3428","Bajada de Piedras",9999,,"68 Reg -",-31.397417,-64.06062
"C3429","Bajada de Piedras",9999,,"68 Reg -",-31.403053,-64.06387
"C3430","Bajada de Piedras",9999,,"68 Reg -",-31.406289,-64.065557
"C3431","Bajada de Piedras",9999,,"68 Reg -",-31.408596,-64.066812
"C3432","Bajada de Piedras",9999,,"68 Reg -",-31.403399,-64.089592
"C3433","Bajada de Piedras",9999,,"68 Reg -",-31.40184,-64.106063
"C3434","Bajada de Piedras",9999,,"68 Reg -",-31.402259,-64.122503
"C3435","Bajada de Piedras",9999,,"68 Reg -",-31.403185,-64.128055
"C3436","Bajada de Piedras",9999,,"68 Reg -",-31.403631,-64.132237
"C3437","Bajada de Piedras",9999,,"68 Reg -",-31.403364,-64.13569
"C3438","Bajada de Piedras",9999,,"68 Reg -",-31.403185,-64.137989
"C3439","Bajada de Piedras",9999,,"68 Reg -",-31.404098,-64.140543
"C3440","Bajada de Piedras",9999,"Antes de Victor Manuel III","68 Reg -",-31.405357,-64.142766
