"trip_id","stop_id","stop_sequence","is_timepoint","shape_dist_traveled"
"64.reg","C0835",27,,
"64.reg","C0841",28,,
"64.reg","C0843",29,,
"64.reg","C0844",30,,
"64.reg","C0846",31,,
"64.reg","C0847",32,,
"64.reg","C0848",33,,
"64.reg","C0852",34,,
"64.reg","C0856",35,,
"64.reg","C0857",36,,
"64.reg","C0858",37,,
"64.reg","C0859",38,,
"64.reg","C0860",39,,
"64.reg","C0861",40,,
"64.reg","C0862",41,,
"64.reg","C0863",42,,
"64.reg","C0864",43,,
"64.reg","C0865",44,,
"64.reg","C0866",45,,
"64.reg","C0867",46,,
"64.reg","C0868",47,,
"64.reg","C0869",48,,
"64.reg","C0871",49,,
"64.reg","C1017",50,,
"64.reg","C3394",51,,
"62.reg","C0365",1,,
"62.reg","C0369",2,,
"62.reg","C0370",3,,
"62.reg","C0374",4,,
"62.reg","C0382",5,,
"62.reg","C0383",6,,
"62.reg","C0385",7,,
"62.reg","C0508",8,,
"62.reg","C0509",9,,
"62.reg","C0510",10,,
"62.reg","C0511",11,,
"62.reg","C0512",12,,
"62.reg","C0513",13,,
"62.reg","C0514",14,,
"62.reg","C0515",15,,
"62.reg","C0517",16,,
"62.reg","C0518",17,,
"62.reg","C0519",18,,
"62.reg","C0520",19,,
"62.reg","C0522",20,,
"62.reg","C0523",21,,
"62.reg","C0524",22,,
"62.reg","C0525",23,,
"62.reg","C0526",24,,
"62.reg","C0527",25,,
"62.reg","C0528",26,,
"62.reg","C0529",27,,
"62.reg","C0530",28,,
"62.reg","C0531",29,,
"62.reg","C0532",30,,
"62.reg","C0533",31,,
"62.reg","C0534",32,,
"62.reg","C0535",33,,
"62.reg","C0538",34,,
"62.reg","C0539",35,,
"62.reg","C0542",36,,
"62.reg","C0543",37,,
"62.reg","C0544",38,,
"62.reg","C0548",39,,
"62.reg","C0555",40,,
"62.reg","C0557",41,,
"62.reg","C0558",42,,
"62.reg","C0559",43,,
"62.reg","C0560",44,,
"62.reg","C0561",45,,
"62.reg","C0562",46,,
"62.reg","C0563",47,,
"62.reg","C0564",48,,
"62.reg","C0565",49,,
"62.reg","C0566",50,,
"62.reg","C0567",51,,
"62.reg","C0568",52,,
"62.reg","C0569",53,,
"62.reg","C0570",54,,
"62.reg","C0571",55,,
"62.reg","C0572",56,,
"62.reg","C0573",57,,
"62.reg","C0574",58,,
"62.reg","C0575",59,,
"62.reg","C0576",60,,
"62.reg","C0577",61,,
"62.reg","C0578",62,,
"62.reg","C0579",63,,
"62.reg","C0580",64,,
"62.reg","C0581",65,,
"62.reg","C0582",66,,
"62.reg","C0583",67,,
"62.reg","C0584",68,,
"62.reg","C0585",69,,
"62.reg","C0586",70,,
"62.reg","C0587",71,,
"62.reg","C0588",72,,
"62.reg","C0589",73,,
"62.reg","C0590",74,,
"62.reg","C0591",75,,
"62.reg","C0592",76,,
"62.reg","C0593",77,,
"62.reg","C0594",78,,
"62.reg","C0595",79,,
"62.reg","C0596",80,,
"62.reg","C0597",81,,
"62.reg","C0598",82,,
"62.reg","C0599",83,,
"62.reg","C0600",84,,
"62.reg","C0601",85,,
"62.reg","C0602",86,,
"62.reg","C0603",87,,
"62.reg","C0716",88,,
"62.reg","C0717",89,,
"62.reg","C0815",90,,
"62.reg","C0841",91,,
"62.reg","C0856",92,,
"62.reg","C0857",93,,
"62.reg","C0914",94,,
"62.reg","C1018",95,,
"62.reg","C1147",96,,
"62.reg","C1151",97,,
"63.ida","C0004",1,,
"63.ida","C0005",2,,
"63.ida","C0006",3,,
"63.ida","C0040",4,,
"63.ida","C0044",5,,
"63.ida","C0146",6,,
"63.ida","C0147",7,,
"63.ida","C0148",8,,
"63.ida","C0149",9,,
"63.ida","C0150",10,,
"63.ida","C0151",11,,
"63.ida","C0152",12,,
"63.ida","C0153",13,,
"63.ida","C0154",14,,
"63.ida","C0155",15,,
"63.ida","C0156",16,,
"63.ida","C0157",17,,
"63.ida","C0158",18,,
"63.ida","C0159",19,,
"63.ida","C0160",20,,
"63.ida","C0161",21,,
"63.ida","C0162",22,,
"63.ida","C0163",23,,
"63.ida","C0164",24,,
"63.ida","C0165",25,,
"63.ida","C0166",26,,
"63.ida","C0167",27,,
"63.ida","C0168",28,,
"63.ida","C0169",29,,
"63.ida","C0170",30,,
"63.ida","C0171",31,,
"63.ida","C0172",32,,
"63.ida","C0173",33,,
"63.ida","C0175",34,,
"63.ida","C0176",35,,
"63.ida","C0177",36,,
"63.ida","C0178",37,,
"63.ida","C0179",38,,
"63.ida","C0180",39,,
"63.ida","C0181",40,,
"63.ida","C0187",41,,
"63.ida","C0191",42,,
"63.ida","C0294",43,,
"63.ida","C0304",44,,
"63.ida","C0467",45,,
"63.ida","C0624",46,,
"63.ida","C0628",47,,
"63.ida","C0629",48,,
"63.ida","C3119",49,,
"63.ida","C3121",50,,
"63.ida","C3122",51,,
"63.ida","C3123",52,,
"63.ida","C3124",53,,
"63.ida","C3125",54,,
"63.ida","C3126",55,,
"63.ida","C3127",56,,
"63.ida","C3128",57,,
"63.ida","C3129",58,,
"63.ida","C3130",59,,
"63.ida","C3131",60,,
"63.ida","C3132",61,,
"63.ida","C3133",62,,
"57.reg","C0810",1,,
"18.ida","C0194",1,,
"18.ida","C0196",2,,
"18.ida","C0197",3,,
"18.ida","C0202",4,,
"18.ida","C0203",5,,
"18.ida","C0205",6,,
"18.ida","C0206",7,,
"18.ida","C0628",8,,
"18.ida","C0629",9,,
"18.ida","C1299",10,,
"18.ida","C1300",11,,
"18.ida","C1304",12,,
"18.ida","C1305",13,,
"18.ida","C1311",14,,
"18.ida","C1312",15,,
"18.ida","C1313",16,,
"18.ida","C1316",17,,
"18.ida","C1317",18,,
"18.ida","C1318",19,,
"18.ida","C1320",20,,
"18.ida","C1324",21,,
"18.ida","C1327",22,,
"18.ida","C1329",23,,
"18.ida","C1333",24,,
"18.ida","C1334",25,,
"18.ida","C1663",26,,
"18.ida","C1669",27,,
"18.ida","C1672",28,,
"18.ida","C1681",29,,
"18.ida","C1682",30,,
"18.ida","C1728",31,,
"18.ida","C1744",32,,
"18.ida","C1745",33,,
"18.ida","C1749",34,,
"18.ida","C1949",35,,
"18.ida","C1958",36,,
"18.ida","C1971",37,,
"18.ida","C2191",38,,
"18.ida","C2325",39,,
"18.ida","C2386",40,,
"18.ida","C2389",41,,
"18.ida","C2391",42,,
"18.ida","C2397",43,,
"18.ida","C2398",44,,
"18.ida","C2404",45,,
"18.ida","C2602",46,,
"18.ida","C2925",47,,
"18.ida","C2929",48,,
"18.ida","C3350",49,,
"18.ida","C3351",50,,
"18.ida","C3352",51,,
"18.ida","C3353",52,,
"18.ida","C3354",53,,
"18.ida","C3355",54,,
"18.ida","C3356",55,,
"18.ida","C3357",56,,
"18.ida","C3358",57,,
"18.ida","C3359",58,,
"18.ida","C3360",59,,
"18.ida","C3361",60,,
"18.ida","C3362",61,,
"18.ida","C3363",62,,
"18.ida","C3364",63,,
"18.ida","C3365",64,,
"18.ida","C3366",65,,
"18.ida","C3367",66,,
"18.ida","C3368",67,,
"18.ida","C3369",68,,
"18.ida","C3376",69,,
"18.ida","C3377",70,,
"18.ida","C3378",71,,
"18.ida","C3379",72,,
"18.ida","C3398",73,,
"18.ida","C3399",74,,
"18.ida","C3400",75,,
