"stop_id","stop_name","stop_calle","stop_numero","stop_entre","stop_lat","stop_lon"
483,"C0483","Pueyrredon",1670,"Rio Negro y Miguel Urrutia",-31.42094,-64.20976
485,"C0485","Sol de Mayo",1230,"Peru y Brasil",-31.42403,-64.21236
487,"C0487","Luis Agote",2130,"Ocaña y Josefa Zavattaro",-31.42671,-64.215159
488,"C0488","Luis Agote",2341,"Sipe Sipe y Punta Lara",-31.42630833,-64.21729444
489,"C0489","Luis Agote",2566,"Echeverria y Gilardo Gilardi",-31.42559,-64.22088
490,"C0490","Luis Agote",2743,"Blamey Lafore y Brown",-31.42517,-64.22305
491,"C0491","Luis Agote",2912,"Constantino Gaito y Leon Pinelo",-31.42474,-64.2253
492,"C0492","Luis Agote",3068,"Schubert y Maestro Vidal",-31.42422,-64.22798
493,"C0493","Luis Agote",3240,"Comechingones y Maldonado",-31.4239,-64.22967
494,"C0494","Luis Agote",3390,"Los Platanos y Miguel Carcano",-31.42359,-64.23125
495,"C0495","Luis Agote",3634,"Felix Paz y Warnes",-31.42304,-64.23402
498,"C0498","Iseas",1538,"Alcorta y Manuel de Fierro",-31.42439,-64.2376
499,"C0499","Graham Bell",1642,"Arenales Uriburu y Alberto Williams",-31.42678,-64.2367
500,"C0500","Williams",4000,"Luis Pasteur y Mary Curie",-31.42682,-64.23824
501,"C0501","Williams",4176,"Fournier y Roque Arias",-31.42637,-64.2405
502,"C0502","Williams",4319,"Ruiz de Guzman y Acu¤a",-31.42631,-64.24272
503,"C0503","Williams",4488,"Aviador Abel y Aviador Abel",-31.42632,-64.24553
504,"C0504","Aviador Abel",1560,"Arenales Uriburu y Chavez",-31.42558,-64.24595
505,"C0505","Aviador Abel",1455,"Bradley y Santibañes",-31.42374,-64.24594
506,"C0506","Aviador Abel",1410,"Zabala y Mendoza",-31.4228,-64.24594
507,"C0507","Figueroa",4574,"Aviador Abel y Aviador Kingsley",-31.42145,-64.24678
508,"C0508","Figueroa",4574,"Aviador Abel y Aviador Kingsley",-31.42145,-64.24678
509,"C0509","Aviador Kinsgley",1355,"Figueroa y Guemes",-31.42145,-64.24678
510,"C0510","Aviador Kingsley",1614,"Santiba¤ez y Bradley",-31.42324,-64.247
511,"C0511","Aviador Kingsley",1500,"Zuloaga y Chavez",-31.4246,-64.247
512,"C0512","Aviador Kingsley",1350,"Kingsley esquina con Williams",-31.42598,-64.24702
513,"C0513","Williams",4435,"Aviador Abel y Aviador Richardson",-31.42633,-64.24535
514,"C0514","Williams",4325,"Aviador Camilotti y Acu¤a",-31.42634,-64.24317
515,"C0515","Williams",4200,"Ruiz de Guzman y Roque Arias",-31.42634,-64.24152
517,"C0517","Williams",3824,"Pasteur y Graham Bell",-31.42698,-64.23751
518,"C0518","Graham Bell",1579,"Arenales Uriburu y De Chavez",-31.42669,-64.23664
519,"C0519","Alcorta",3800,"Graham Bell y Iseas",-31.42478,-64.23734
520,"C0520","Iseas",1470,"Rodrigo Pereyra y Jacobo Wolff",-31.42399,-64.23706
522,"C0522","Luis Agote",3625,"Warnes y Felix Paz",-31.423,-64.23435
523,"C0523","Luis Agote",3400,"Luis Gaona y Miguel Carcano",-31.42333,-64.23272
524,"C0524","Luis Agote",3253,"Los Platanos y Maldonado",-31.42375,-64.23056
525,"C0525","Luis Agote",3061,"Maestro Vidal y Schubert",-31.42417,-64.2284
526,"C0526","Luis Agote",2878,"Leon Pinelo y Constantino Gaito",-31.42469,-64.2257
527,"C0527","Luis Agote",2774,"Chazarreta y Brown",-31.42501,-64.22402
528,"C0528","Luis Agote",2600,"Padre Lozano y Gilardo Gilardi",-31.42545,-64.22175
529,"C0529","Luis Agote",2451,"Olegario Correa y Pedro Goyena",-31.42588,-64.21958
530,"C0530","Luis Agote",2305,"Punta Lara y Sipe Sipe",-31.42631,-64.21741
531,"C0531","Luis Agote",2143,"Haedo y Ocaña",-31.42652,-64.21628
532,"C0532","Luis Agote",1800,"Ingeniero Lopez y Sol de Mayo",-31.42706,-64.2135
533,"C0533","Luis Agote",1646,"Roque Suarez y Rio Negro",-31.42755556,-64.21065833
534,"C0534","Rio Negro",1365,"Luis Agote y Luis Dellepiane",-31.427103,-64.210179
535,"C0535","Rio Negro",1243,"Brasil y Peru",-31.42534,-64.2097
538,"C0538","Pueyrredon",1177,"Paraguay y Paso de los Andes",-31.42256,-64.20443
539,"C0539","Funes",1039,"Paso de los Andes y Mariano Moreno",-31.42455,-64.20242
542,"C0542","Mariano Moreno",233,"Duarte Quiros y Caseros",-31.41518,-64.19861
543,"C0543","Rodriguez Peña",170,"9 de Julio y Colon",-31.41068,-64.19696
544,"C0544","Colon",833,"Avellaneda y Urquiza",-31.41028,-64.19445
548,"C0548","Olmos",478,"Salta y Santiago del Estero",-31.41559,-64.17708
555,"C0555","Roma",1040,"Juan de Garay y Buchardo",-31.40467,-64.16667
557,"C0557","Padre Luis Monti",1738,"Nores y Janer",-31.40024,-64.16624
558,"C0558","Padre Luis Monti",1913,"Mejico y Patria",-31.39927,-64.16314
559,"C0559","Padre Luis Monti",2196,"Eufrasio Loza y Garibaldi",-31.39826,-64.15996
560,"C0560","Padre Luis Monti",2292,"Garibaldi y Polonia",-31.39759,-64.15785
561,"C0561","Padre Luis Monti",2392,"Polonia y Maximo Virgolini",-31.39694,-64.15576
562,"C0562","Padre Luis Monti",2490,"Juan Jose Casal y Ciriaco Ortiz",-31.39628,-64.15376
563,"C0563","Padre Luis Monti",2692,"Anibal Troilo y Homero Manzi",-31.3956,-64.15162
564,"C0564","Padre Luis Monti",2888,"Santos Discepolo y Pascual Contursi",-31.39496,-64.14953
565,"C0565","Padre Luis Monti",3068,"Angel Villoldo y Celedonio Flores",-31.39463,-64.14848
566,"C0566","Padre Luis Monti",3282,"Juan Cavero y Jose Cervini",-31.39419,-64.14685
567,"C0567","Padre Luis Monti",3492,"Tomas Dombidas y Tula Cervin",-31.39368,-64.14471
568,"C0568","Padre Luis Monti",3687,"Jose de Quevedo y Clemente Villada",-31.3932,-64.14305
569,"C0569","Padre Luis Monti",3792,"Duran y Rawson",-31.393,-64.14086
570,"C0570","Padre Luis Monti",3933,"Cabo de Hornos y Orgaz",-31.39303,-64.13977
571,"C0571","Padre Luis Monti",4040,"Zavalia y San Martin",-31.393,-64.13808
572,"C0572","Padre Luis Monti",4200,"Severo Vaccaro y Franklin",-31.39299,-64.13696
573,"C0573","Padre Luis Monti",4392,"Wilson y Edison",-31.39298,-64.13526
574,"C0574","Padre Luis Monti",4582,"Altolaguirre y Alsina",-31.39296,-64.13359
575,"C0575","Padre Luis Monti",4773,"Chachapoyas y Montemayor",-31.39293,-64.13249
576,"C0576","Padre Luis Monti",4994,"Ramon de Clairac y Elizalde y Ustrariz",-31.39289,-64.13025
577,"C0577","Padre Luis Monti",5078,"Allende y Condarco",-31.3929,-64.12915
578,"C0578","Condarco",1498,"Padre Luis Monti y Suipacha",-31.39161,-64.12876
579,"C0579","Condarco",1586,"Suipacha y Nuñez",-31.39024,-64.12877
580,"C0580","Condarco",1698,"Nuñez y Bulnes",-31.38872,-64.12877
581,"C0581","Bulnes",4700,"Mesa y Castro y Montemayor",-31.38875,-64.13143
582,"C0582","Malvinas",3000,"Altolaguirre y Alsina",-31.38896,-64.13402
583,"C0583","Malvinas",3275,"Montemayor y Mesa y Castro",-31.38843,-64.13185
584,"C0584","Malvinas",3500,"Clariac y Condarco",-31.38788,-64.12952
585,"C0585","Urien",1781,"Bulnes y Alcaraz",-31.38728,-64.12435
586,"C0586","Urien",1659,"Sayos y Anchoris",-31.38871,-64.12461
587,"C0587","Urien",1521,"Carbajal y Suipacha",-31.3906,-64.12493
588,"C0588","Urien",,"Suncho Huaico y Xanaes",-31.39252,-64.12523
589,"C0589","Xanaes",,"Urien y Astori",-31.39305,-64.12271
590,"C0590","Astori",1500,"Xanaes y Suipacha",-31.3916,-64.12258
591,"C0591","Astori",1603,"Suipacha y Anchoris",-31.3902,-64.12236
592,"C0592","Astori",1674,"Anchoris y Alcaraz",-31.38828,-64.12206
593,"C0593","Astori",1794,"Alcaraz y Bulnes",-31.38684,-64.12184
594,"C0594","Bulnes",5705,"Astori y Machoni",-31.38622,-64.12045
595,"C0595","Bulnes",5800,"Astori y Machoni",-31.38584,-64.11878
596,"C0596","Machoni",1700,"Alonso Nieto Herrera y Alcaraz",-31.38805,-64.11868
597,"C0597","Alcaraz",5870,"Lorenzo Rillos y Ladislao Orosz",-31.38879,-64.11775
598,"C0598","Alcaraz",5976,"Blas Varela y Francisco Charlevoix",-31.38897,-64.11604
599,"C0599","Alcaraz",,"Esquina con Mercado",-31.39058,-64.1121
600,"C0600","Publica de Zepa B",,"Frente Manzana 7",-31.38973,-64.11175
601,"C0601","Publica de Zepa B",,"Frente Manzana 8",-31.38977,-64.11012
602,"C0602","Publica de Zepa B",,"Frente Manzana 2",-31.39017,-64.10394
603,"C0603","Publica de Zepa B",,"Frente Manzana 6",-31.3896,-64.10198
604,"C0604","Costa Rica",2957,"Sierras Grandes y Jesus Maria",-31.413818,-64.145893
605,"C0605","Costa Rica",2811,"Jesus Maria y Sin Datos",-31.414099,-64.147524
606,"C0606","Martires",292,"Costa Rica y Caroya",-31.41442,-64.14804
607,"C0607","Sinsacate",2500,"Loreto y Baylen",-31.4149,-64.14954
608,"C0608","Sinsacate",2330,"Juan Roque y Yatasto",-31.41534,-64.15114
609,"C0609","Sinsacate",2165,"Remedios de escalada y Burges",-31.41577,-64.15273
610,"C0610","Sinsacate",2053,"Gral. Sandino y Nueva Zelanda",-31.41606,-64.15377
611,"C0611","Nueva Zelanda",105,"Panama y Germania",-31.41438,-64.15508
614,"C0614","Guemes",5,"Angel Machado y Rosario de Santa Fe",-31.41444,-64.16043
615,"C0615","Republica Dominicana",100,"4 de Febrero y Juan Larrea",-31.41582,-64.15984
616,"C0616","Republica Dominicana",294,"Alejandro Carbo y Manuel Dorrego",-31.41802,-64.16046
617,"C0617","Asuncion",350,"Juan Jose Paso y Leonor de Tejedo",-31.41858,-64.16133
618,"C0618","Vespucio",1610,"Asuncion y Uruguay",-31.42026,-64.16219
619,"C0619","Vespucio",1415,"Salto y Garzon Agulla",-31.41983,-64.16441
620,"C0620","Vespucio",1211,"Posadas y Rio Cuarto",-31.41942,-64.16664
621,"C0621","San Nicolas",405,"Vespucio y Leonor de Tejeda",-31.41847,-64.16809
622,"C0622","San Nicolas",205,"Juan Jose Paso y Rosario de Santa Fe",-31.41666,-64.16758
623,"C0623","David Luque",295,"24 de Setiembre y Catamarca",-31.41383,-64.16855
624,"C0624","Sarmiento",949,"Felix Frias",-31.41165,-64.17105
628,"C0628","Gral. Paz",365,"La Rioja y Santa Rosa",-31.41091,-64.18498
629,"C0629","Gral. Paz",30,"9 de Julio y Dean Funes",-31.41479,-64.18655
632,"C0632","M.T. de Alvear",360,"Duarte Quiros y San Juan",-31.41917,-64.19005
634,"C0634","M.T. de Alvear",628,"San Luis y Ayacucho",-31.42203,-64.19257
638,"C0638","Julio Roca",492,"Rodolfo Reyna y Arturo Bas",-31.42839,-64.19789
639,"C0639","Julio Roca",680,"Corro y Artigas",-31.42878,-64.20063
640,"C0640","Elpidio Gonzalez",1468,"Zavaleta y Bambilla",-31.42913,-64.20166
641,"C0641","Elpidio Gonzalez",1570,"Bambilla y Sin Datos",-31.43094,-64.2022
642,"C0642","Fuencarral",754,"Elpidio Gonzalez y Canalejas",-31.43292,-64.20322
643,"C0643","Fuencarral",948,"Paso de los Andes y Sin Datos",-31.4324,-64.20597
644,"C0644","Fuencarral",1045,"Alejandro Dumas y Misiones",-31.43202,-64.20814
645,"C0645","La Pampa",1758,"Minerva y Alcala",-31.43227,-64.2094
646,"C0646","La Pampa",1914,"Neptuno y Venus",-31.43371,-64.20979
647,"C0647","Venus",1040,"Alejandro Dumas y Emilio Achaval",-31.43466,-64.20899
648,"C0648","Emilio Achaval",2066,"Ferreyra y Benito Soria",-31.43577,-64.20823
649,"C0649","Kronfus",2308,"Romagosa y La Cañada",-31.43759,-64.20903
650,"C0650","Kronfus",2505,"La Cañada y Goicocechea",-31.43856,-64.21044
651,"C0651","Kronfus",2598,"Goicoechea y Jose Baca",-31.43938,-64.21158
652,"C0652","Laspiur",2778,"Rodriguez de la Torre y Domingo de Irala",-31.44111667,-64.212925
653,"C0653","Tronador",2852,"Olayon y Antonio Melo ",-31.44159444,-64.21491111
654,"C0654","Guayama",1949,"Tronador y Aconquija",-31.4428,-64.21546
655,"C0655","Aconquija",3090,"Yanquetruz y Ibacla",-31.44382,-64.21652
656,"C0656","Lorenzo Ibacla",1950,"Tronador y Aconquija",-31.445899,-64.216575
658,"C0658","Baigorria",1050,"Rio Negro y Cacheuta",-31.44563,-64.2126
659,"C0659","Cacheuta",3290,"San Antonio y Jose Pizarro",-31.44626,-64.21154
660,"C0660","Pizarro",1200,"Cacheuta y Horacio Martinez",-31.446181,-64.213376
661,"C0661","Horacio Martinez",3494,"Novillo Martinez y Virgilio Moyano",-31.44741,-64.21386
662,"C0662","Horacio Martinez",3594,"Brandan y Eliseo Soaje",-31.44874,-64.214199
663,"C0663","Horacio Martinez",3800,"Manuel Moreno y Tafi",-31.45087,-64.2148
664,"C0664","Tafi",1100,"Horacio Martinez y Cacheuta",-31.45139,-64.21327
665,"C0665","Cacheuta",3914,"Tafi y Trelew",-31.45286,-64.21348
666,"C0666","Cacheuta",4090,"Trelew y Huiliches",-31.45569,-64.21429
667,"C0667","Huiliches",1196,"Publica Ey Treviso",-31.45572,-64.21623
668,"C0668","Huiliches",1274,"Terry y Rio Negro",-31.4555,-64.21739
669,"C0669","Manzana D Lote 6",,"Rio Negro y Sin Datos",-31.4572,-64.21854
670,"C0670","Manzana H Lote 14",,"Frente Manzana H ",-31.45661,-64.22063
671,"C0671","Manzana J Lote 24",,"Frente Manzana J ",-31.45624,-64.22164
672,"C0672","Manzana Q Lote 3",,"Frente Manzana Q ",-31.455178,-64.222386
673,"C0673","Manzana T Lote 27",,"Frente Manzana T ",-31.45337,-64.22325
675,"C0675","Publica SMATA",,"Frente Manzana N ",-31.45434,-64.22351
676,"C0676","Publica SMATA",,"Frente Manzana F ",-31.45564,-64.22289
677,"C0677","Publica SMATA",,"Frente Manzana E ",-31.45617,-64.22196
678,"C0678","Publica SMATA",,"Frente Manzana E ",-31.45652,-64.22089
679,"C0679","Publica SMATA",,"Frente Manzana D ",-31.45726,-64.21882
680,"C0680","Huiliches",1281,"Rio Negro y Terry",-31.4555,-64.21799
681,"C0681","Huiliches",1115,"Publica F y Cacheuta",-31.45605,-64.21469
682,"C0682","Cacheuta",4000,"Huiliches y Paso de la Patria",-31.454833,-64.213632
683,"C0683","Cacheuta",3800,"Trelew y Tafi",-31.45247,-64.21299
684,"C0684","Horacio Martinez",3756,"Tafi y Manuel Moreno",-31.45095,-64.21482
685,"C0685","Horacio Martinez",3465,"Virgilio Moyano y Novillo Martinez",-31.44727,-64.21366
686,"C0686","San Antonio",1189,"Martinez y Cacheuta",-31.44632,-64.21356
687,"C0687","San Antonio",1100,"Martinez y Cacheuta",-31.44583,-64.21173
688,"C0688","Baigorria",1050,"Cacheuta y Rio Negro",-31.44554,-64.21215
689,"C0689","Tronador",3070,"Ibacla y Yanquetruz",-31.44559,-64.21585
690,"C0690","Tronador",2973,"Yanquetruz y Ibiac",-31.443118,-64.215257
691,"C0691","Rio Negro",2800,"Guayama y Irala",-31.4413,-64.21399
692,"C0692","Kronfus",2566,"Jose Baca y Rafael Igarazabal",-31.43964,-64.21191
693,"C0693","Kronfus",2505,"Goycoechea y la Misma",-31.43873,-64.21061
694,"C0694","Kronfus",2305,"La Cañada y Romagosa",-31.43782,-64.20929
695,"C0695","Emilio Achaval",2117,"Romagosa y Benito Soria",-31.43713,-64.20857
696,"C0696","Emilio Achaval",2055,"Benito Soria y Fereryra",-31.436043,-64.208333
698,"C0698","Dumas",1901,"Venus y Preciados",-31.43419,-64.20857
699,"C0699","Alcala",1005,"Dumas y Emilio Achaval",-31.43301,-64.20792
700,"C0700","Alcala",917,"Paraguay y",-31.43333,-64.20629
701,"C0701","Alcala",715,"Canalejas y Elpidio Gonzalez",-31.433837,-64.203618
702,"C0702","Elpidio Gonzalez",1721,"Alcala y Fuencarral",-31.43356,-64.20286
703,"C0703","Elpidio Gonzalez",1575,"Rufino Zado y Mayor",-31.43161,-64.20236
704,"C0704","Elpidio Gonzalez",1463,"Bambilla y Zavaleta",-31.42931,-64.20167
705,"C0705","Julio Roca",557,"Corro y Arturo Bas",-31.42877,-64.19921
711,"C0711","Belgrano",147,"Caseros y 27 de Abril",-31.41659,-64.18897
716,"C0716","24 de Setiembre",772,"Ocampo y Ovidio Lagos",-31.4156,-64.17271
717,"C0717","24 de Setiembre",980,"Esquiu y Felix Frias",-31.414918,-64.170141
718,"C0718","Felix Frias",105,"24 de Setiembre y 25 de Mayo",-31.41603,-64.16914
719,"C0719","La Plata",496,"Leonor de Tejeda y Americo Vespucio",-31.41882,-64.16933
720,"C0720","Zuviria",1086,"La Plata y San Nicolas",-31.42009,-64.16918
721,"C0721","Zuviria",1266,"Rio Cuarto y Posadas",-31.4205,-64.16699
722,"C0722","Zuviria",1494,"Garzon Agulla y Salto",-31.4209,-64.16468
723,"C0723","Zuviria",1690,"Uruguay y Asuncion",-31.42136,-64.16235
724,"C0724","Copiapo",507,"Arenales y Americo Vespucio",-31.42074,-64.16071
725,"C0725","Copiapo",311,"Leonor de Tejeda y Manuel Dorrego",-31.4189,-64.16027
726,"C0726","Copiapo",89,"Juan Larrea y 4 de Febrero",-31.41611,-64.15898
727,"C0727","Copiapo",5,"4 de Febrero y Rosario de Santa Fe",-31.41515,-64.1593
728,"C0728","Rosario de Santa Fe",1892,"Manuel Rio y Pedro Savid",-31.41429,-64.15843
729,"C0729","Rosario de Santa Fe",1994,"Pichincha y Patria",-31.41339,-64.15651
730,"C0730","Rosario de Santa Fe",2100,"Bio-Bio y Sandino",-31.41297,-64.15492
731,"C0731","Sandino",189,"Germania y Panama",-31.4148,-64.15412
732,"C0732","Panama",2180,"Burges y Remedios de Escalada",-31.41476,-64.15301
733,"C0733","Panama",2374,"Yatasto y Juan Roque",-31.41431,-64.15142
734,"C0734","Panama",2547,"Juan Roque y Sin Datos",-31.41386,-64.14976
735,"C0735","Panama",2720,"Costa Rica y Caroya",-31.413485,-64.148404
737,"C0737","Costa Rica",2956,"Panama y Sierra Grande",-31.413766,-64.145942
740,"C0740","Los Martires",123,"Costa RIca y Sin Datos",-31.41314,-64.14848
741,"C0741","Los Martires",11,"Germania y Rosario de Sta Fe",-31.41183,-64.149
742,"C0742","Castañares",268,"Av 24 de Septiembre y Bajada de Piedras",-31.40912,-64.15
743,"C0743","Achupayas",300,"Bajada de Piedras y Lima",-31.40885,-64.15116
744,"C0744","Achupayas",425,"Catamarca y La Plaza",-31.40746,-64.15167
745,"C0745","Achupayas",550,"Sarmiento y Oncativo",-31.40606,-64.15218
746,"C0746","Libertad",2620,"Achupayas y Sin Datos",-31.40431,-64.15297
747,"C0747","Libertad",2311,"Gavilan y Curapaligüe",-31.40489,-64.15509
748,"C0748","Eufrasio Loza",650,"Libertad y Lituania",-31.40592,-64.15742
749,"C0749","Eufrasio Loza",496,"Oncativo y Sarmiento",-31.40771,-64.15678
750,"C0750","Eufrasio Loza",365,"Catamarca y Jose Veron",-31.40909,-64.15624
751,"C0751","Eufrasio Loza",215,"Frasnadillo y 24 de Setiembre",-31.41044,-64.15576
752,"C0752","25 de Mayo",2009,"Bio-Bio y Patria",-31.41224,-64.15626
753,"C0753","25 de Mayo",1815,"Mejico y Araoz de Lamadrid",-31.41306,-64.15941
754,"C0754","25 de Mayo",1541,"Roman Deheza y Roma",-31.41397,-64.16266
755,"C0755","25 de Mayo",1307,"Viamonte y Jacinto Rios",-31.41469,-64.16537
756,"C0756","25 de Mayo",1106,"Pringles y David Luque",-31.4153,-64.16754
760,"C0760","Guzman",200,"Lima y Olmos",-31.41503,-64.17585
763,"C0763","27 de Abril",154,"Obispo Trejo y Velez Sarsfield",-31.41665,-64.18592
764,"C0764","27 de Abril",325,"Belgrano y Ayacucho",-31.41586,-64.18867
765,"C0765","M.T. de Alvear",175,"27 de Abril y Caseros",-31.41584,-64.191
766,"C0766","M.T. de Alvear",482,"San Juan y Montevideo",-31.42061,-64.19059
768,"C0768","M.T. de Alvear",842,"Achaval Rodriguez y Fructuoso Rivera",-31.424634,-64.193853
769,"C0769","Pueyrredon",500,"Rafael Escuti y Simon Bolivar",-31.42543,-64.19517
770,"C0770","Pueyrredon",675,"Arturo M. Bas y Corro",-31.42451,-64.19788
771,"C0771","Pueyrredon",987,"Juan Davis y Mariano Moreno",-31.42358,-64.20099
777,"C0777","Sol de Mayo",1363,"Luis Dellepiane y Luis Agote",-31.42646,-64.213
779,"C0779","Tronador",1892,"Tupungato y Aconcagua",-31.43154,-64.21641
780,"C0780","Tronador",2016,"Champaqui y Tronador",-31.43297,-64.21628
781,"C0781","Tronador",2180,"Tronador y Pacheco de Mendoza",-31.43498,-64.21516
782,"C0782","Tronador",2346,"Pacheco de Mendoza y Monte Bonete",-31.43656,-64.21505
783,"C0783","Tronador",2494,"Cerro Bonete y Cerro Conico",-31.43825,-64.21518
784,"C0784","Cerro Conico",2089,"Campanario y Aconquija",-31.43875,-64.2164
785,"C0785","Aconquija",2379,"Cerro Conico y Lagunilla",-31.43724,-64.21652
786,"C0786","Lagunilla",2332,"Cumbres Negras y Cerro del Morro",-31.43689,-64.21857
787,"C0787","Lagunilla",2516,"Cerro del Morro y Sin Datos",-31.4369,-64.22134
788,"C0788","Lagunilla",2648,"La Entente y Pedro Lozano",-31.43691,-64.22302
792,"C0792","Antartida",3000,"Felipe Boero y La Paz",-31.44026,-64.2283
793,"C0793","La Paz",2607,"Dalessio y Octaviano Navarro",-31.43945,-64.22871
794,"C0794","La Paz",2437,"Reconquista y Lagunilla",-31.43756,-64.2287
795,"C0795","Lagunilla",3154,"Domuyo y Houssay",-31.43692,-64.2302
796,"C0796","Lagunilla",3321,"Houssay y Talma",-31.43685,-64.23251
797,"C0797","Lagunilla",3488,"Talma y Aaron Castellanos",-31.43687,-64.23413
798,"C0798","Fleming",2490,"Lagunilla y Reconquista",-31.43733,-64.23588
810,"C0810","Diamante",3380,"Varela Ortiz y Luis Pasteur",-31.44064,-64.23884
811,"C0811","Diamante",4100,"Maria Courie y Fournier",-31.44064,-64.24167
812,"C0812","Fournier",2615,"Antartida y Octaviano Navarro",-31.43925,-64.24179
813,"C0813","Fournier",2511,"Esmeralda y Reconquista",-31.438,-64.24179
814,"C0814","Reconquista",3918,"Maria Courie y Luis Pasteur",-31.43766,-64.24019
815,"C0815","Reconquista",3777,"Graham Bell y Varela Ortiz",-31.43765,-64.23843
816,"C0816","Reconquista",3611,"Diaz de la Fuente y Fleming",-31.43763,-64.23623
817,"C0817","Aaron Castellanos",2413,"Reconquista y Lagunilla",-31.436894,-64.234624
818,"C0818","Lagunilla",3300,"Talma y Houssay",-31.43686,-64.23291
819,"C0819","La Paz",2446,"Lagunilla y Reconquista",-31.43734,-64.22873
820,"C0820","La Paz",2600,"Reconquista y Octaviano Navarro",-31.43885,-64.22872
821,"C0821","La Paz",2740,"La Paz y Luis Angel Huergo",-31.44029,-64.22876
827,"C0827","Lagunilla",2512,"Echevarria y Olegario Correa",-31.43693,-64.22166
828,"C0828","Lagunilla",2300,"Cerro Morro y Cumbres Negras",-31.4369,-64.2192
829,"C0829","Lagunilla",2100,"Cumbres Negras y Aconquija",-31.43691,-64.21677
830,"C0830","Cerro Conico",2047,"Aconquija y Campanario",-31.43854,-64.21656
831,"C0831","Tronador",2438,"Cerro Conico y Monte Bonete",-31.43792,-64.21513
832,"C0832","Tronador",2286,"Monte Bonete y Agua Nueva",-31.4364,-64.21501
833,"C0833","Tronador",2117,"Agua Nueva y Tromen",-31.43433,-64.2152
834,"C0834","Tronador",2000,"Tromen y Champaqui",-31.43296,-64.21624
835,"C0835","Tronador",1809,"Champaqui y Tupungato",-31.4315,-64.21639
841,"C0841","Pueyrredon",1446,"Santa Cruz y La Pampa",-31.42165,-64.20742
843,"C0843","Pueyrredon",1065,"Paso de los Andes y Mariano Moreno",-31.42318,-64.20243
844,"C0844","Pueyrredon",651,"Corro y Arturo M. Bas",-31.42465,-64.19776
846,"C0846","Peredo",400,"Bolivar y M.T. de Alvear",-31.42581,-64.19551
847,"C0847","Belgrano",827,"Fructuoso Rivera y Sin Datos",-31.42474,-64.19239
848,"C0848","Belgrano",475,"Montevideo y San Juan",-31.4205,-64.18989
852,"C0852","Olmos",238,"Alvear y Maipu",-31.41466,-64.17967
856,"C0856","24 de Setiembre",1150,"David Luque y Pringles",-31.41441,-64.16817
857,"C0857","24 de Setiembre",1360,"Jacinto Rios y Viamonte",-31.41368,-64.16555
858,"C0858","24 de Setiembre",1594,"Roma y Roman Deheza",-31.41294,-64.16294
859,"C0859","24 de Setiembre",1796,"Martin de Guemes y Sin Datos",-31.41229,-64.16046
860,"C0860","24 de Setiembre",1970,"Pichincha y Patria",-31.41155,-64.15778
861,"C0861","24 de Setiembre",2150,"Eufrasio Loza y Camacua",-31.41083,-64.15516
862,"C0862","Garibaldi",400,"Jose Veron y Catamarca",-31.40881,-64.15507
863,"C0863","Garibaldi",600,"Sarmiento y Oncativo",-31.40695,-64.15576
864,"C0864","Oncativo",2396,"Ucrania y Gavilan",-31.40607,-64.15409
865,"C0865","Acoyte",505,"Oncativo y Sarmiento",-31.40603,-64.15306
866,"C0866","Acoyte",374,"Catamarca y Lima",-31.40786,-64.1524
867,"C0867","Acoyte",215,"Lima y 24 de Setiembre",-31.40925,-64.15188
868,"C0868","Castañares",112,"24 de Setiembre y 25 de Mayo",-31.4102,-64.14961
869,"C0869","Los Martires",100,"Rosario de Santa Fe y Panama",-31.41244,-64.14879
871,"C0871","Panama",2885,"Caroya y Jesus Maria",-31.414004,-64.147576
905,"C0905","Sabattini",1100,"Bajada Pucara y Sabattini",-31.42951,-64.16977
906,"C0906","Sabattini",500,"Frente A.C.A.",-31.42774,-64.17155
908,"C0908","Illia",619,"Transito Caceres de Allende y Balcarce",-31.423,-64.17732
912,"C0912","Jujuy",29,"Dean Funes y 9 de Julio",-31.41367,-64.19059
914,"C0914","Colon",59,"Rivera Indarte y San Martin",-31.41337,-64.18393
922,"C0922","24 de Setiembre",1886,"Lamadrid y Mejico",-31.41189,-64.15898
923,"C0923","Patria",290,"24 de Setiembre y Lima",-31.41049,-64.15732
924,"C0924","Patria",448,"Catamarca y Sarmiento",-31.40869,-64.15801
926,"C0926","Patria",930,"Armenia y Garay",-31.40361,-64.15987
927,"C0927","Patria",1196,"Buchardo y Charcas",-31.40081,-64.16091
928,"C0928","Patria",1526,"Suipacha y Bulnes",-31.39752,-64.16171
932,"C0932","Malvinas",1445,"Juan Tissera y Santiso y Moscoso",-31.39358,-64.15279
933,"C0933","Malvinas",1600,"Pronsato y Paysandu",-31.3927,-64.15003
934,"C0934","Malvinas",1965,"Chilavert y Victor Manuel III",-31.39181,-64.14626
936,"C0936","Malvinas",2345,"Celestino Vidal y Correa de Saa",-31.39034,-64.13997
937,"C0937","Correa de Saa",1750,"Corera de Lemos y Ortiz Montiel",-31.38831,-64.13861
938,"C0938","Correa de Saa",1900,"Ortiz Montiel y Domingo Echauri",-31.38687,-64.13859
939,"C0939","Homero",1996,"Echauri y Nicolas Isasmendi",-31.38568,-64.13716
940,"C0940","Homero",2094,"Nicolas Isasmendi y Villacorta y Oca¤a",-31.38474,-64.1372
941,"C0941","Villacorta y Ocaña",2700,"Heroes de Vilcapugio y Wilson",-31.38449,-64.13619
942,"C0942","Altolaguirre",2000,"Villacorta y Ocaña y Nicolas Isasmendi",-31.3853,-64.13412
