"stop_id","stop_name","stop_calle","stop_numero","stop_entre","stop_lat","stop_lon"
4,"C0004","Julio de Vedia",3837,"Jose Maria La Hora y Macacha Guemes",-31.36509,-64.13816
5,"C0005","Julio de Vedia",3741,"Perez de Denis y Jose Agustin Donado",-31.36653,-64.13818
6,"C0006","Julio de Vedia",3631,"Eustaquio Diaz Velez y Soriano de Areval",-31.36797,-64.13816
7,"C0007","Arevalo",2552,"Heroes de Vilcapugio y Heroinas de Mayou",-31.36847,-64.1359
8,"C0008","Arevalo",2682,"Heroinas de Ayouma y Chachapoyas",-31.36848,-64.13358
9,"C0009","Chachapoyas",3550,"Bv Chorroarin doble mano",-31.36906,-64.13306
10,"C0010","Chachapoyas",3401,"27 de Febrero y Fernando Abramo",-31.37101,-64.13308
11,"C0011","Chachapoyas",3067,"Julian Laguna y 3 de Junio",-31.37247,-64.13308
12,"C0012","Chachapoyas",3111,"Jose Mellian y Arredondo",-31.37387,-64.1331
13,"C0013","Chachapoyas",3000,"Rauch y Balbastro",-31.37532,-64.13313
14,"C0014","Rauch",2792,"Maestro Castro y Pje S/Nombre",-31.37572,-64.13165
15,"C0015","Rauch",2894,"Castro y Calle sin Nombre",-31.3757,-64.1302
16,"C0016","Mesa y Castro",2897,"Capdevila y Rauch",-31.37632,-64.1297
17,"C0017","Montemayor",2767,"Capdevila y Rafael de Palencia",-31.37783,-64.1318
18,"C0018","Montemayor",2611,"Rafael de Palencia y Vilchez y Montoya",-31.37925,-64.13178
19,"C0019","Montemayor",2365,"Tadeo Davila y Jose de Medeiros",-31.38218,-64.1318
20,"C0020","Montemayor",2225,"Medeiros y Archondo",-31.38309,-64.13182
21,"C0021","Montemayor",2015,"Oca¤a y Isasmendi",-31.38508,-64.1318
22,"C0022","Isasmendi",2900,"Alsina y Altolaguirre",-31.38543,-64.13383
23,"C0023","Altolaguirre",1718,"Gil de Taboada y Ramon de Carassa",-31.38805,-64.1341
24,"C0024","Malvinas",2613,"Edison y Wilson",-31.38936,-64.13602
26,"C0026","Malvinas",2155,"Jose de Quevedo y Herman Huberman",-31.39104,-64.14334
29,"C0029","Malvinas",1445,"Santiso y Moscoso y Juan Tissera",-31.39325,-64.15202
33,"C0033","Polonia",1216,"Cochabamba y Charcas",-31.39878,-64.15663
34,"C0034","Polonia",1041,"Urtubey y Garay",-31.40063,-64.15581
36,"C0036","Armenia",2169,"Garibaldi y Eufrasio Loza",-31.40337,-64.15718
37,"C0037","Libertad",2069,"Eufrasio Loza y Manuel Vergara",-31.40555,-64.15754
40,"C0040","Viamonte",630,"Libertad y Oncativo",-31.4089,-64.16646
44,"C0044","Sarmiento",331,"Pje Scabuzzo y Maipu",-31.41146,-64.17708
47,"C0047","Gral. Paz",331,"La Rioja y Santa Rosa",-31.41145,-64.18515
49,"C0049","Velez Sarsfield",360,"Caseros y Duarte Quiros",-31.41732,-64.18757
50,"C0050","Velez Sarsfield",660,"San Luis y Laprida",-31.42289,-64.18997
51,"C0051","Achaval Rodriguez",333,"Belgrano y M.T. de Alvear",-31.4241,-64.1924
53,"C0053","M.T. de Alvear",1070,"Angelo de Peredo y Domingo Funes",-31.4265,-64.19467
54,"C0054","Julio Roca",418,"Brasil y Simon Bolivar",-31.42723,-64.19542
56,"C0056","Julio Roca",672,"Corro y Artigas",-31.42878,-64.20066
57,"C0057","Julio Roca",886,"Clemente Sarraga y Paso de los Andes",-31.4286,-64.20286
58,"C0058","Julio Roca",1091,"Achaval y Misiones",-31.42779,-64.207
59,"C0059","Fuerza Aerea",1300,"Rio Negro y Rotonda del Ala",-31.429,-64.21121
60,"C0060","Fuerza Aerea",1871,"Sol de Mayo y Sgto. Romero",-31.43038,-64.21456
63,"C0063","Fuerza Aerea",2544,"Olegario Correa y Jose de Echeverria",-31.43083,-64.22171
64,"C0064","Fuerza Aerea",2884,"Espora y Leon Pinelo",-31.43125,-64.22698
70,"C0070","Aviador Abel",1887,"Fuerza Aerea y Aviador Zanni",-31.43226,-64.24571
71,"C0071","Aviador Abel",1758,"Albarracin y Zuñiga",-31.42981,-64.24571
74,"C0074","Aviador Kingsley",1745,"Zuñiga y Albarracin",-31.42935,-64.24691
75,"C0075","Aviador Kingsley",1798,"Albarracin y Camilo Isleño",-31.43033,-64.24691
77,"C0077","Fuerza Aerea",4300,"Aviador Richardson y Aviador Camilotti",-31.43257,-64.2443
79,"C0079","Fuerza Aerea",3755,"Graham Bell y Varela Ortiz",-31.43216,-64.23805
81,"C0081","Fuerza Aerea",3100,"Peteroa y Fuerza Aerea",-31.43166,-64.23062
82,"C0082","Fuerza Aerea",2859,"Leon Pinelo y Espora",-31.43143,-64.22722
83,"C0083","Fuerza Aerea",2683,"Lafore y Padre Lozano",-31.43122,-64.22428
84,"C0084","Fuerza Aerea",2433,"Olegario Correa y Vieytes",-31.43093,-64.22036
85,"C0085","Fuerza Aerea",2045,"Sosneado y Tronador",-31.43075,-64.21739
88,"C0088","Julio Roca",1260,"La Pampa y Luis Agote",-31.42842,-64.20924
89,"C0089","Julio Roca",961,"Achaval y Paso de los Andes",-31.42813,-64.20598
90,"C0090","Julio Roca",745,"Canalejas y Elpidio Gonzalez",-31.42871,-64.20221
92,"C0092","Julio Roca",445,"Rodolfo Reyna y Simon Bolivar",-31.42797,-64.1966
93,"C0093","Pueyrredon",395,"M.T de Alvear y Belgrano",-31.42587,-64.19375
94,"C0094","Pueyrredon",73,"Obispo Trejo y Independencia",-31.42709,-64.18975
95,"C0095","Estrada",160,"Buenos Aires y Ituzaingo",-31.42796,-64.18663
100,"C0100","Maipu",164,"25 de Mayo y Olmos",-31.41558,-64.17945
103,"C0103","Esquiu",247,"24 de Setiembre y Lima",-31.41465,-64.17091
104,"C0104","Catamarca",985,"Esquiu y Felix Frias",-31.41274,-64.17063
106,"C0106","Jacinto Rios",554,"Sarmiento y Oncativo",-31.41028,-64.16721
107,"C0107","Oncativo",1551,"Roma y Gral. Deheza",-31.40884,-64.16484
110,"C0110","Rincon",2084,"Pje Manuel Vergara y Eufrasio Loza",-31.40484,-64.1583
111,"C0111","Gavilan",827,"Frente al CPC",-31.40396,-64.15505
112,"C0112","Garibaldi",962,"Armenia y Garay",-31.40283,-64.15741
113,"C0113","Garibaldi",1336,"Cochabamba y Padre Luis Monti",-31.39872,-64.15893
116,"C0116","Malvinas",1253,"Juan XXIII y Carlos III",-31.39442,-64.15544
120,"C0120","Malvinas",2189,"Huberman y Jose de Quevedio",-31.39103,-64.14296
123,"C0123","Malvinas",2765,"Wilson y Edison",-31.38932,-64.1357
125,"C0125","Alsina",2032,"Isasmendi y Villacorta y Oca¤a",-31.38546,-64.13336
126,"C0126","Chachapoyas",2199,"Villacorta y Oca¤a y Tomas de Archondo",-31.38387,-64.13258
127,"C0127","Chachapoyas",2394,"Medeiros y Tadeo Davila",-31.38193,-64.13256
128,"C0128","Chachapoyas",2594,"Leon y Pizarro y Vilchez y Montoya",-31.37956,-64.13253
129,"C0129","Montemayor",2682,"Vilchez y Montoya y  Rafael de Palencia",-31.37842,-64.13204
130,"C0130","Montemayor",2800,"Palencia y Capdevila",-31.37754,-64.13181
131,"C0131","Capdevila",2885,"Jose Arriola y Castro",-31.37698,-64.13014
132,"C0132","Castro",3000,"Capdevila y Rauch",-31.37627,-64.12967
133,"C0133","Rauch",2800,"Castro y Jose Arriola ",-31.37561,-64.13126
134,"C0134","Rauch",2717,"Jose Arriola y Chachapoyas ",-31.37562,-64.133
135,"C0135","Chachapoyas",3082,"Rauch y Mellian",-31.37471,-64.13309
136,"C0136","Chachapoyas",3280,"3 de Junio y Julian Laguna",-31.37277,-64.13307
137,"C0137","Chachapoyas",3442,"Fernando Abramo y 27 de Febrero",-31.37082,-64.13305
142,"C0142","La Hora",2426,"Julio de Vedia y Casilla",-31.36467,-64.13774
146,"C0146","Villegas",2300,"Celestino Vidal Frente a Plaza",-31.36898,-64.1398
147,"C0147","Villegas",2163,"Manuel de Escalada y Liborio Muzlera",-31.36897,-64.14204
148,"C0148","Diaz Colodrero",3575,"Villegas y Niceto Vega",-31.36895,-64.14435
149,"C0149","Diaz Colodrero",3400,"Niceto Vega y Abramo",-31.37072,-64.14467
150,"C0150","Diaz Colodrero",3257,"Julian Laguna y Joaquin Nazar",-31.37265,-64.14467
151,"C0151","Diaz Colodrero",3105,"Arredondo y Meillan",-31.37417,-64.14468
152,"C0152","Diaz Colodrero",2900,"Rauch y Vernet",-31.37629,-64.14475
153,"C0153","Diaz Colodrero",2700,"Mariano Usandivaras y Ramon Lista",-31.37824,-64.14472
154,"C0154","Capdevila",2069,"Diaz Colodrero y Maria Postorino",-31.37947,-64.14385
155,"C0155","Capdevila",2223,"Escalada y Celestino Vidal",-31.37897,-64.14117
156,"C0156","Celestino Vidal",2614,"Capdevila y Andres de Brun",-31.3792,-64.13993
157,"C0157","Ledesma",2500,"Brun y Leon y Pizarro",-31.38089,-64.1406
158,"C0158","Leon y Pizarro",2281,"Juan Liendo y Oscariz y Beaumont",-31.38118,-64.14166
159,"C0159","Dos Barrios",2143,"Leon y Pizarro y Sin Nombre",-31.38193,-64.1431
160,"C0160","Diaz Colodrero",2370,"Dos Barrios y Chinchilla",-31.3822,-64.14479
161,"C0161","Diaz Colodrero",2204,"Mallorca y Cuzco",-31.38411,-64.145
162,"C0162","Victor Manuel III",2100,"Astorga y Tinta",-31.3854,-64.14534
163,"C0163","Victor Manuel III",1983,"Quilambe y Victoria",-31.38679,-64.14534
164,"C0164","Ocampis",2200,"Victor Manuel III y Chilavert",-31.38748,-64.1464
165,"C0165","Chilavert",1788,"Tridentina y Garaglio",-31.38841,-64.14661
166,"C0166","Acapianta",1847,"Chilavert y Prosanto",-31.38995,-64.14717
167,"C0167","Puerto Rico",2426,"Roberto Levillier y Carlos III",-31.38889,-64.14945
168,"C0168","Juan XXIII",1811,"Puerto Rico y Tarija",-31.38884,-64.15122
169,"C0169","Juan XXIII",1675,"Paisandu y Puerto de Palos",-31.3897,-64.15259
170,"C0170","Juan XXIII",1500,"Puerto de Palos y Santiso y Moscoso",-31.39131,-64.1534
171,"C0171","Santiso y Moscoso",2118,"Felipe II y Punta del Sauce",-31.39081,-64.15484
172,"C0172","Punta del Sauce",1354,"Tisera y Abad e Iliana",-31.39172,-64.15603
173,"C0173","Punta del Sauce",1148,"Mauricio Yadarola antes de la curva",-31.39398,-64.15801
175,"C0175","Bulnes",2154,"Garibaldi y Eufrasio Loza",-31.39639,-64.16074
176,"C0176","Bulnes",1876,"Mejico y Janer",-31.39757,-64.16445
177,"C0177","Bulnes",1756,"Janer y Pje Nores",-31.39809,-64.16609
178,"C0178","Viamonte",1445,"Suipacha y Cochabamba",-31.40025,-64.16966
179,"C0179","Viamonte",1207,"Cochabamba y Charcas",-31.40254,-64.16882
180,"C0180","Viamonte",1050,"Buchardo y Juan de Garay",-31.40439,-64.16816
181,"C0181","Viamonte",769,"Rincon y Libertad",-31.40721,-64.16709
187,"C0187","Sarmiento",25,"Cortada de Israel y San Martin",-31.41031,-64.18082
191,"C0191","Velez Sarsfield",214,"Caseros y Duarte Quiros",-31.41773,-64.18772
194,"C0194","Hipolito Irigoyen",386,"Buenos Aires y Derqui",-31.42445,-64.18679
196,"C0196","Hipolito Irigoyen",660,"Ambrosio Olmos y Crisol",-31.42971,-64.18456
197,"C0197","Hipolito Irigoyen",750,"Chile y Bolivia",-31.43107,-64.18439
198,"C0198","Los Nogales",,"Valparaiso y Barros",-31.43361,-64.18572
202,"C0202","Maestro Lopez",,"Medina Allende y Cruz Roja",-31.43975,-64.19267
203,"C0203","Maestro Lopez",,"Medina Allende y Cruz Roja",-31.44201,-64.19375
205,"C0205","Cruz Roja Argentina",,"Carlos Octavio Bunge y Obispo Echenique Altamira ",-31.44293,-64.18985
206,"C0206","Cruz Roja Argentina",,"Esquina con Valparaiso",-31.44265,-64.18759
207,"C0207","Cruz Roja Argentina",,"Esquina con Valparaiso",-31.44251,-64.18708
208,"C0208","Cruz Roja Argentina",,"Carlos Becu y Obispo Echenique altamira",-31.44273,-64.18914
209,"C0209","Cruz Roja Argentina",,"Esquina Maestro Lopez",-31.44312,-64.19257
210,"C0210","Maestro Lopez",,"Frente UTN",-31.44238,-64.19396
211,"C0211","Maestro Lopez",,"Frente Hellen Keller",-31.4401,-64.19277
212,"C0212","Haya de la Torre",,"Esquina con Medina Allende",-31.43813,-64.19243
219,"C0219","27 de Abril",120,"Obispo Trejo y Velez Sarsfield",-31.41667,-64.18563
220,"C0220","Tucuman",56,"Dean Funes y 9 de Julio",-31.41432,-64.18788
228,"C0228","Pringles",650,"Oncativo y Libertad",-31.40944,-64.16882
234,"C0234","Bulnes",1780,"Pje. Nores y Janer",-31.39826,-64.16632
236,"C0236","Bulnes",2192,"Patria y Garibaldi",-31.39636,-64.16043
238,"C0238","Felipe II",1297,"Mauricio Yadarola y Abad e Illana",-31.393,-64.15601
239,"C0239","Felipe II",1438,"Tissera y Moscoso",-31.39149,-64.1547
240,"C0240","Felipe II",1700,"Puerto de Palos y Paysandu",-31.3896,-64.15301
241,"C0241","Tarija",2286,"Felipe II y Juan XXIII",-31.38873,-64.15179
242,"C0242","Tarija",2495,"Carlos III y Levillier",-31.38986,-64.15007
243,"C0243","Rancagua",1682,"Tarija y Calabalumba",-31.39102,-64.14826
244,"C0244","Calabalumba",1892,"Rancagua y Chilavert",-31.39054,-64.14678
245,"C0245","Chilavert",1784,"Caraglio y Tridentina",-31.38918,-64.14656
246,"C0246","Tridentina",1990,"Chilavert y Victor Manuel III",-31.38853,-64.14553
247,"C0247","Victor Manuel III",1893,"Tridentina y Ocampis",-31.38718,-64.14529
248,"C0248","Victor Manuel III",2092,"Quilambe y Tinta",-31.38567,-64.1453
249,"C0249","Diaz Colodrero",2244,"Astorga y Mallorca",-31.3839,-64.14485
250,"C0250","Diaz Colodrero",2370,"Mallorca y Dos Barrios",-31.38292,-64.14485
251,"C0251","Dos Barrios",2000,"Huberman y Diaz Gomez",-31.38202,-64.14337
252,"C0252","Leon y Pizarro",2296,"Oscariz Beaumont y Liendo",-31.38118,-64.14139
253,"C0253","Liendo",2600,"Leon y Pizarro y Brum",-31.37993,-64.1412
254,"C0254","Brum",2350,"Ledesma y Celestino Vidal",-31.37956,-64.14018
255,"C0255","Capdevila",2200,"Celestino Vidal y Escalada",-31.3789,-64.14114
256,"C0256","Capdevila",2045,"Postorino y Diaz Colodrero",-31.37943,-64.14407
257,"C0257","Diaz Colodrero",2798,"Capdevila y Usandivaras",-31.3781,-64.14467
258,"C0258","Diaz Colodrero",2884,"Usaqndivaras y Vernet",-31.37716,-64.14467
259,"C0259","Diaz Colodrero",3080,"Rauch Esquina de la Plaza",-31.37509,-64.14442
260,"C0260","Diaz Colodrero",3196,"Esquina de la Plaza y Arredondo",-31.37379,-64.14463
261,"C0261","Diaz Colodrero",3294,"Arredondo y Laguna",-31.37231389,-64.14461389
262,"C0262","Diaz Colodrero",3396,"Laguna y Rocamora",-31.37138,-64.14463
263,"C0263","Diaz Colodrero",3600,"Vega y Villegas",-31.36945,-64.14459
264,"C0264","Villegas",2144,"Pastorino y Muzlera",-31.369,-64.14241
265,"C0265","Villegas",2288,"Sanguinetto y Celestino Vidal",-31.369,-64.14017
266,"C0266","Villegas",2400,"Medina y Torres y Julio de Vedia",-31.369,-64.13851
267,"C0267","Julio de Vedia",3692,"Diaz Velez y Alarcon",-31.36769,-64.13816
269,"C0269","Lahora",2426,"Julio de Vedia y Casilla",-31.36488,-64.13815
273,"C0273","Julio de Vedia",3518,"Jose Chorroarin y Niceto Vega",-31.36961,-64.13824
274,"C0274","27 de Febrero",2300,"Julio de Vedia y Celestino Vidal",-31.37064,-64.13929
275,"C0275","Celestino Vidal",3324,"Tomas de Rocamora y Julian Laguna",-31.37162,-64.13986
276,"C0276","Celestino Vidal",3167,"Jose de Arredondo y Rio Pasaje",-31.37348,-64.13986
277,"C0277","Celestino Vidal",3015,"Vicente Balbastro y Federico Rauch",-31.37533,-64.1399
278,"C0278","Celestino Vidal",2895,"Luis Vernet y Felipe Pereyra Lucena",-31.37704,-64.1399
279,"C0279","Celestino Vidal",2717,"Juan Quesada y Capdevila",-31.37796,-64.1399
280,"C0280","Capdevila",2529,"Heroes de Vilcapujio y Wilson",-31.37817,-64.13675
281,"C0281","Altolaguirre",2750,"Fuenzalida Meneses y Rafael de Palencia",-31.37775,-64.13407
282,"C0282","Altolaguirre",2509,"Vilchez y Montoya y Leon y Pizarro",-31.38009,-64.13408
283,"C0283","Altolaguirre",2312,"Tadeo Davila y Jose de Medeiros",-31.38197,-64.13408
284,"C0284","Altolaguirre",2153,"Tomas de Archondo y Villacorta y Oca¤a",-31.38342,-64.1341
291,"C0291","Malvinas",1600,"Paysandu y Domingo Pronsato",-31.39247,-64.14951
294,"C0294","Malvinas",1050,"Punta del Sauce y Aragon",-31.39542,-64.15894
295,"C0295","Bulnes",2148,"Garibaldi y Patria",-31.3964,-64.16069
296,"C0296","Bulnes",1870,"Mejico y Janer",-31.39755,-64.16443
299,"C0299","Viamonte",1207,"Cochabamba y Charcas",-31.40182,-64.16903
300,"C0300","Viamonte",1050,"Buchardo y Juan de Garay",-31.40419,-64.16821
304,"C0304","Sarmiento",1124,"Pringles y David Luque",-31.41112,-64.16914
306,"C0306","Guzman",350,"Catamarca y Lima",-31.41359,-64.17542
307,"C0307","Guzman",250,"Lima y Olmos",-31.41493,-64.17583
308,"C0308","Peron",72,"Rosario de Santa Fe y San Jeronimo",-31.41921,-64.17594
311,"C0311","27 de Abril",370,"Belgrano y Ayacucho",-31.41579,-64.18902
312,"C0312","27 de Abril",772,"Corro y Artigas",-31.41421,-64.1945
313,"C0313","27 de Abril",984,"Calasanz y Mariano Moreno",-31.41342,-64.19711
316,"C0316","Paso de los Andes",820,"Laprida y Achaval Rodriguez",-31.42096,-64.2023
317,"C0317","Pueyrredon",1154,"Paso de los Andes y Paraguay",-31.42283,-64.20346
318,"C0318","Pueyrredon",1382,"Misiones y La Pampa",-31.42201,-64.20603
320,"C0320","Sol de Mayo",1132,"Angelo de Peredo y Domingo Funes",-31.42188,-64.21179
324,"C0324","Fuerza Aerea",2200,"Haedo y Juan Vieytes",-31.43065,-64.2182
326,"C0326","Fuerza Aerea",2745,"Blamey Lafore y Almte. Brown",-31.43109,-64.22443
328,"C0328","Fuerza Aerea",3078,"Franz Schubert y Maestro Vidal",-31.43145,-64.22958
329,"C0329","Fuerza Aerea",3468,"Aaron Castellanos y Fleming",-31.43176,-64.23412
330,"C0330","Fuerza Aerea",3774,"Diaz de la Fuente y Graham Bell",-31.43197,-64.23745
331,"C0331","Fuerza Aerea",4024,"Marie Courie y Fournier",-31.43215,-64.24054
333,"C0333","Kingsley",2100,"Fuerza Aerea y Uritorco",-31.433808,-64.247009
334,"C0334","Kingsley",2300,"Manuel Bustos y Gabriela Mistral",-31.43565,-64.246969
335,"C0335","Kingsley",2460,"Lagunilla y Reconquista",-31.437008,-64.24695
336,"C0336","Kingsley",2636,"Esmeralda y Antartida",-31.438834,-64.246963
337,"C0337","Kingsley",2800,"Antartida y Alianza",-31.440791,-64.246994
338,"C0338","Petirossi",3054,"Los Pinos y Riga",-31.44333,-64.2481
339,"C0339","Petirossi",3236,"Tirana y Bucarest",-31.44571,-64.24817
340,"C0340","Petirossi",3418,"Amsterdam y Estocolmo",-31.44757,-64.24817
341,"C0341","Estocolmo",4785,"Estocolmo y Varsovia",-31.44858,-64.24917
342,"C0342","Estocolmo",4785,"Estocolmo y Varsovia",-31.44858,-64.24917
343,"C0343","Petirossi",3400,"Estocolmo y Amsterdam",-31.44771,-64.24811
344,"C0344","Petirossi",3246,"Bucarest y Tirana",-31.44615,-64.24813
345,"C0345","Petirossi",3006,"Riga y Los Pinos",-31.44374,-64.24806
346,"C0346","Petirossi",2800,"Olivares y Alianza",-31.44159,-64.24806
347,"C0347","Petirossi",2613,"Antartida y Esmeralda",-31.43926,-64.24806
348,"C0348","Petirossi",2406,"Reconquista y Lagunilla",-31.43696,-64.24804
349,"C0349","Petirossi",2267,"Gabriela Mistral y Manuel Bustos",-31.43582,-64.24798
350,"C0350","Petirossi",2051,"Uritorco y Fuerza Aerea",-31.43348,-64.24806
353,"C0353","Fuerza Aerea",4005,"Fournier y Marie Courie",-31.43235,-64.24134
355,"C0355","Fuerza Aerea",3525,"Felix Paz y Aaron Castellanos",-31.43197,-64.23523
358,"C0358","Fuerza Aerea",2693,"Blamey Lafore y Padre Lozano",-31.43122,-64.22453
361,"C0361","Fuerza Aerea",1785,"Mercedario y Paso de los Andes",-31.43057,-64.21493
362,"C0362","Fuerza Aerea",1611,"Fuerza Aerea y Julio Roca",-31.42945,-64.21163
363,"C0363","Rio Negro",1365,"Luis Agote y Dellepiane",-31.427263,-64.210226
365,"C0365","Rio Negro",1107,"Domingo Funes y Angelo de Peredo",-31.42259,-64.20909
369,"C0369","Mariano Moreno",915,"Pueyrredon y Fructuoso Rivera",-31.42304,-64.20149
370,"C0370","Mariano Moreno",642,"San Luis y Felix Aguilar",-31.42075,-64.20067
374,"C0374","Colon",521,"Ca¤ada y Jujuy",-31.41142,-64.1902
376,"C0376","Olmos",247,"Alvear y Maipu",-31.41465,-64.18011
381,"C0381","Catamarca",1240,"Pringles y Jacinto Rios",-31.41185,-64.16747
382,"C0382","Roma",450,"Pje. Juan Galiano y Pje. Manuel Soria",-31.41085,-64.16437
383,"C0383","Roma",682,"Oncativo y Libertad",-31.40856,-64.16521
385,"C0385","Roma",1272,"Charcas y Cochabamba",-31.402,-64.16767
386,"C0386","Roma",1500,"Padre Luis Monti y Suipacha",-31.40008,-64.16839
387,"C0387","Bulnes",1756,"Pje. Nores y Janer",-31.39819,-64.16619
388,"C0388","Bulnes",1898,"Janer y Mejico",-31.39756,-64.16417
390,"C0390","Malvinas",1050,"Aragon y Punta del Sauce",-31.39539,-64.1586
397,"C0397","Malvinas",2495,"Correa de Saa y Homero",-31.38976,-64.13755
401,"C0401","Alsina",2196,"Villacorta y Oca¤a y Tomas de Archondo",-31.38386,-64.13335
402,"C0402","Alsina",2400,"Jose de Medeiros y Tadeo Davila",-31.38197,-64.13334
403,"C0403","Alsina",2584,"Leon y Pizarro y Vilchez y Montoya",-31.37962,-64.13332
404,"C0404","Alsina",2791,"Rafael de Palencia y Fuenzalida Meneses",-31.37815,-64.1333
405,"C0405","Capdevila",2577,"Wilson y Heroes de Vilcapujio",-31.37795,-64.13604
406,"C0406","Julio de Vedia",2836,"Usandivaras y Pereyra Lucena",-31.37785,-64.13825
407,"C0407","Julio de Vedia",2995,"Roque Tollo y Federico Rauch",-31.376,-64.13824
408,"C0408","Julio de Vedia",3172,"Rio Pasaje y Jose de Arredondo",-31.37406,-64.13822
409,"C0409","Julio de Vedia",3260,"Tomas de Rocamora y Fernando Abramo",-31.37175,-64.13823
410,"C0410","Julio de Vedia",3550,"Niceto Vega y Jose Chorroarin",-31.36988,-64.1382
412,"C0412","Julio de Vedia",3792,"Perez de Denis y Aberastain Oro",-31.36611,-64.13816
414,"C0414","Publica de Zepa B",,"Frente Manzana 6",-31.38937,-64.10248
415,"C0415","Publica de Zepa B",,"Frente Manzana 2 ",-31.39019,-64.10295
416,"C0416","Publica de Zepa B",,"Frente Manzana 9 ",-31.38978,-64.10952
417,"C0417","Publica de Zepa B",,"Frente Manzana 7 ",-31.38964,-64.11074
418,"C0418","De la Semilleria",,"Frente Mercado",-31.39121,-64.11176
419,"C0419","Alcaraz",6100,"Frente Casilla",-31.39035,-64.11331
420,"C0420","Alcaraz",5970,"Anchoris y Charlevoix",-31.38893,-64.11574
421,"C0421","Alcaraz",5914,"Jeronimo Nadal y Ladislao Orosz",-31.38882,-64.11682
422,"C0422","Alcaraz",5808,"Lorenzo Rillos y Marchoni",-31.38863,-64.11846
423,"C0423","Machioni",1859,"Nieto Herrera y Bulnes",-31.38634,-64.11838
424,"C0424","Bulnes",5618,"Machioni y Astori",-31.38631,-64.12104
425,"C0425","Astori",1685,"Alcaraz y Anchoriz",-31.38736,-64.12194
426,"C0426","Astori",1703,"Alcaraz y Anchoriz",-31.3883,-64.12211
427,"C0427","Astori",1551,"Anchoriz y",-31.39025,-64.12243
428,"C0428","Astori",,"Astori y Xanaes",-31.39257,-64.12279
429,"C0429","Xanaes",,"Xanaes esquina Urien",-31.39288,-64.12479
430,"C0430","Urien",1495,"Suncho Huaco y Suipacha",-31.39125,-64.125
431,"C0431","Urien",1633,"Nu¤ez y Anchoris",-31.38941,-64.1247
432,"C0432","Urien",1786,"Alcaraz y Bulnes",-31.38751,-64.12439
433,"C0433","Malvinas",3500,"Colectora y Condarco",-31.38752,-64.12818
434,"C0434","Malvinas",3371,"Ramon de Clairac y Mesa y Castro",-31.38804,-64.1304
435,"C0435","Carassa",3100,"Malvinas y Alsina",-31.38842,-64.13203
436,"C0436","Carassa",2918,"Alsina y Altolaguirre",-31.38847,-64.1337
437,"C0437","Bulnes",4690,"Alsina y Chachapoyas",-31.38916,-64.13307
438,"C0438","Bulnes",4820,"Montemayor y Mesa y Castro",-31.38891,-64.13198
439,"C0439","Bulnes",,"Elizalde y Ustaris y Martin Allende",-31.38839,-64.12981
440,"C0440","Martin Allende",1518,"Nuñez y Suipacha",-31.39061,-64.12937
441,"C0441","Martin Allende",1409,"Suipacha y Padre Luis Monti",-31.39249,-64.12939
442,"C0442","Padre Luis Monti",4800,"Mesa y Castro y Montemayor",-31.39289,-64.13135
443,"C0443","Padre Luis Monti",4643,"Chachapoyas y Alsina",-31.39291,-64.13242
444,"C0444","Altolaguirre",1312,"Padre Luis Monti y Cochabamba",-31.39391,-64.13408
445,"C0445","Cochabamba",4327,"Edison y Wilson",-31.3945,-64.13522
446,"C0446","Cochabamba",4000,"Vaccaro y San Martin",-31.39452,-64.13629
447,"C0447","Cochabamba",3956,"Zavalia y Orgaz",-31.39433,-64.13887
448,"C0448","Cochabamba",3809,"Tierra del Fuego y Rawson",-31.39432,-64.14054
449,"C0449","Cochabamba",3656,"Duran y Clemente Villada",-31.39433,-64.14227
450,"C0450","Cochabamba",3509,"Fravet y Tula Cervin",-31.39456,-64.14392
451,"C0451","Cochabamba",3408,"Tomas Dombidas y Victor Manuel III",-31.39474,-64.14505
452,"C0452","Cochabamba",3111,"Juan Cavero y J de Dios Filiberto",-31.39524,-64.14719
453,"C0453","Cochabamba",2924,"Villoldo y Contursi",-31.39568,-64.14877
454,"C0454","Cochabamba",2767,"Santos Discepolo y Homero Manzi",-31.39618,-64.15033
455,"C0455","Cochabamba",2512,"Anibal Troilo y Ciriaco Ortiz",-31.39684,-64.15238
456,"C0456","Cochabamba",2400,"Juan Jose Casal y Maximo Virgolini",-31.39753,-64.15457
457,"C0457","Cochabamba",2305,"Maximo Virgolini y Polonia",-31.39818,-64.15662
458,"C0458","Cochabamba",2200,"Polonia y Garibaldo",-31.39873,-64.15835
459,"C0459","Cochabamba",2109,"Garibaldi y Eufrasio Loza",-31.39937,-64.1604
460,"C0460","Cochabamba",1914,"Patria y Mejico",-31.40001,-64.16247
461,"C0461","Cochabamba",1825,"Antranik y Janer",-31.40054,-64.16414
462,"C0462","Cochabamba",1500,"Roman Deheza y Roma",-31.4015,-64.16744
463,"C0463","Viamonte",1207,"Cochabamba y Charcas",-31.40244,-64.16883
464,"C0464","Viamonte",1050,"Buchardo y Juan de Garay",-31.40424,-64.16818
465,"C0465","Viamonte",769,"Rincon y Libertad",-31.40699,-64.16715
467,"C0467","Sarmiento",1321,"Viamonte y Jacinto Rios",-31.41043,-64.16651
473,"C0473","San Jeronimo",343,"Obispo Salguero y Chacabuco",-31.41865,-64.17959
482,"C0482","Pueyrredon",1357,"Misiones y La Pampa",-31.42199,-64.2061
