trip_id,stop_id
21.reg,4227
21.reg,4228
21.reg,4229
21.reg,4230
21.reg,4231
21.reg,4232
21.reg,4233
21.reg,4234
21.reg,4235
21.reg,4236
21.reg,4237
21.reg,4238
21.reg,4239
21.reg,4240
21.reg,4241
21.reg,4242
21.reg,4243
21.reg,4244
21.reg,4245
21.reg,4246
21.reg,4247
21.reg,4248
21.reg,4249
21.reg,5662
21.reg,4250
21.reg,4251
21.reg,4252
21.reg,4253
21.reg,4254
22.ida,4307
22.ida,4308
22.ida,4309
22.ida,4310
22.ida,4311
22.ida,4312
22.ida,4313
22.ida,4314
22.ida,4315
22.ida,4316
22.ida,4317
22.ida,4086
22.ida,4087
22.ida,4318
22.ida,4319
22.ida,4320
22.ida,4321
22.ida,4322
22.ida,4323
22.ida,4324
22.ida,4325
22.ida,4326
22.ida,4327
22.ida,4328
22.ida,4329
22.ida,4330
22.ida,4331
22.ida,4332
22.ida,4097
22.ida,4098
22.ida,4099
22.ida,4100
22.ida,4333
22.ida,4334
22.ida,4335
22.ida,4336
22.ida,4218
22.ida,4219
22.ida,4337
22.ida,4110
22.ida,4111
22.ida,4112
22.ida,4113
22.ida,4114
22.ida,4115
22.ida,4116
22.ida,4117
22.ida,4118
22.ida,4119
22.ida,4120
22.ida,4338
22.ida,4339
22.ida,4340
22.ida,4341
22.ida,4342
22.ida,4343
22.ida,4344
22.ida,4345
22.ida,4346
22.ida,4347
22.ida,4348
22.ida,4350
22.ida,4351
22.ida,4352
22.ida,4353
22.ida,4354
22.ida,4355
22.reg,4253
22.reg,4254
22.reg,4255
22.reg,4256
22.reg,4257
22.reg,4258
22.reg,4259
22.reg,4260
22.reg,4261
22.reg,4262
22.reg,4263
22.reg,4264
22.reg,4265
22.reg,4266
22.reg,4267
22.reg,4268
22.reg,4269
22.reg,4270
22.reg,4271
22.reg,4025
22.reg,4026
22.reg,4027
22.reg,4272
22.reg,4029
22.reg,4030
22.reg,4273
22.reg,4274
22.reg,4275
22.reg,4276
22.reg,4277
22.reg,4278
22.reg,4279
22.reg,4280
22.reg,4281
22.reg,4282
22.reg,4283
22.reg,4284
22.reg,4285
22.reg,4286
22.reg,4287
22.reg,4288
22.reg,4289
22.reg,4290
22.reg,4291
22.reg,4292
22.reg,4293
22.reg,4294
22.reg,4295
22.reg,4051
22.reg,4052
22.reg,4296
22.reg,4297
22.reg,4298
22.reg,4299
22.reg,4300
22.reg,4301
22.reg,4302
22.reg,4303
22.reg,4304
22.reg,4305
22.reg,4306
22.reg,4307
23.ida,4356
23.ida,4357
23.ida,4358
23.ida,4359
23.ida,4360
23.ida,4079
23.ida,4080
23.ida,4081
23.ida,4361
23.ida,4362
23.ida,4363
23.ida,4364
23.ida,4365
23.ida,4366
23.ida,4367
23.ida,4368
23.ida,4369
23.ida,4370
23.ida,4371
23.ida,4372
23.ida,4373
23.ida,4374
23.ida,4375
23.ida,4376
23.ida,4377
23.ida,4092
23.ida,4093
23.ida,4094
23.ida,4095
23.ida,4096
23.ida,4097
23.ida,4098
23.ida,4213
23.ida,4214
23.ida,4378
23.ida,4379
23.ida,4380
23.ida,4216
23.ida,4217
23.ida,4218
23.ida,4219
23.ida,4109
23.ida,4110
23.ida,4220
23.ida,4221
23.ida,4222
23.ida,4223
23.ida,4224
23.ida,4225
23.ida,4226
23.ida,4227
23.ida,4381
23.ida,4382
23.ida,4383
23.ida,4384
23.ida,4385
23.ida,4386
23.ida,4387
23.ida,4388
23.ida,4389
23.ida,4390
23.ida,4391
23.ida,4392
23.ida,4393
23.ida,4394
23.ida,4395
23.ida,4396
23.ida,4397
23.ida,4398
23.ida,4399
23.ida,4400
23.ida,4401
23.ida,4402
23.ida,4403
23.reg,4404
23.reg,4405
23.reg,4406
23.reg,4407
23.reg,4408
23.reg,4409
23.reg,4410
23.reg,4411
23.reg,4412
23.reg,4413
23.reg,4414
23.reg,4415
23.reg,4416
23.reg,4417
23.reg,4418
23.reg,4419
23.reg,4420
23.reg,4421
23.reg,4422
23.reg,4423
23.reg,4424
23.reg,4425
23.reg,4164
23.reg,4165
23.reg,4166
23.reg,4167
23.reg,4168
23.reg,4169
23.reg,4273
23.reg,4274
23.reg,4275
23.reg,4426
23.reg,4277
23.reg,4427
23.reg,4279
23.reg,4280
23.reg,4281
23.reg,4282
23.reg,4041
23.reg,4042
23.reg,4043
23.reg,4044
23.reg,4428
23.reg,4429
23.reg,4430
23.reg,4431
23.reg,4432
23.reg,4433
23.reg,4434
23.reg,4435
23.reg,4436
23.reg,4437
23.reg,4438
23.reg,4439
23.reg,4440
23.reg,4441
23.reg,4442
23.reg,4443
23.reg,4444
23.reg,4445
23.reg,4446
23.reg,4447
23.reg,4448
23.reg,4449
23.reg,4058
23.reg,4059
23.reg,4060
23.reg,4061
23.reg,4450
23.reg,4451
23.reg,4452
23.reg,4453
24.ida,4454
24.ida,4455
24.ida,4456
24.ida,4457
24.ida,4458
24.ida,4459
24.ida,4460
24.ida,4461
24.ida,4462
24.ida,4463
24.ida,4464
24.ida,4465
24.ida,4466
24.ida,4467
24.ida,4083
24.ida,4084
24.ida,4085
24.ida,4086
24.ida,4087
24.ida,4088
24.ida,4089
24.ida,4090
24.ida,4091
24.ida,4092
24.ida,4093
24.ida,4094
24.ida,4095
24.ida,4096
24.ida,4097
24.ida,4098
24.ida,4099
24.ida,4100
24.ida,4101
24.ida,4102
24.ida,4103
24.ida,4104
24.ida,4105
24.ida,4106
24.ida,4107
24.ida,4108
24.ida,4337
24.ida,4110
24.ida,4469
24.ida,4470
24.ida,4471
24.ida,4120
24.ida,4338
24.ida,4472
24.ida,4473
24.ida,4474
24.ida,4475
24.ida,4476
24.ida,4477
24.ida,4478
24.ida,4479
24.ida,4480
24.ida,4481
24.reg,4482
24.reg,4483
24.reg,4484
24.reg,4485
24.reg,4486
24.reg,4487
24.reg,4488
24.reg,4489
24.reg,4490
24.reg,4491
24.reg,4492
24.reg,4493
24.reg,4494
24.reg,4495
24.reg,4496
24.reg,4497
24.reg,4498
24.reg,4499
24.reg,4500
24.reg,4501
24.reg,4502
24.reg,4503
24.reg,4504
24.reg,4505
24.reg,4506
24.reg,4507
24.reg,4508
24.reg,4509
24.reg,4510
24.reg,4020
24.reg,4021
24.reg,4511
24.reg,4512
24.reg,4028
24.reg,4029
24.reg,4030
24.reg,4031
24.reg,4032
24.reg,4033
24.reg,4034
24.reg,4035
24.reg,4036
24.reg,4037
24.reg,4038
24.reg,4039
24.reg,4040
24.reg,4041
24.reg,4042
24.reg,4043
24.reg,4044
24.reg,4045
24.reg,4046
24.reg,4047
24.reg,4048
24.reg,4049
24.reg,4050
24.reg,4051
24.reg,4052
24.reg,4053
24.reg,4054
24.reg,4055
24.reg,4513
24.reg,4514
24.reg,4515
24.reg,4516
24.reg,4517
24.reg,4518
24.reg,4519
24.reg,4520
24.reg,4521
24.reg,4522
24.reg,4523
24.reg,4524
24.reg,4525
25.ida,4140
25.ida,4526
25.ida,4527
25.ida,4528
25.ida,4529
25.ida,4530
25.ida,4531
25.ida,4532
25.ida,4533
25.ida,4534
25.ida,4535
25.ida,4536
25.ida,4537
25.ida,4538
25.ida,4539
25.ida,4540
25.ida,4541
25.ida,4542
25.ida,4543
25.ida,4544
25.ida,4545
25.ida,4276
25.ida,4277
25.ida,4278
25.ida,4279
25.ida,4280
25.ida,4281
25.ida,4282
25.ida,4283
25.ida,4546
25.ida,4547
25.ida,4548
25.ida,4549
25.ida,4550
25.ida,4551
25.ida,4552
25.ida,4553
25.ida,4554
25.ida,4555
25.ida,4556
25.ida,4557
25.ida,4558
25.ida,4559
25.ida,4560
25.ida,4051
25.ida,4180
25.ida,4181
25.ida,4182
25.ida,4183
25.ida,4184
25.ida,4185
25.ida,4186
25.ida,4187
25.ida,4561
25.ida,5654
25.ida,5655
25.ida,5656
25.ida,5657
25.ida,5658
25.ida,5659
25.ida,5660
25.ida,5661
25.reg,4570
25.reg,4571
25.reg,4572
25.reg,4573
25.reg,4574
25.reg,4575
25.reg,4576
25.reg,4577
25.reg,4578
25.reg,4579
25.reg,4580
25.reg,4581
25.reg,4582
25.reg,4206
25.reg,4207
25.reg,4208
25.reg,4209
25.reg,4210
25.reg,4211
25.reg,4212
25.reg,4086
25.reg,4583
25.reg,4584
25.reg,4585
25.reg,4586
25.reg,4587
25.reg,4588
25.reg,4589
25.reg,4590
25.reg,4591
25.reg,4592
25.reg,4593
25.reg,4594
25.reg,4595
25.reg,4596
25.reg,4597
25.reg,4598
25.reg,4599
25.reg,4097
25.reg,4098
25.reg,4213
25.reg,4214
25.reg,4378
25.reg,4379
25.reg,4103
25.reg,4104
25.reg,4600
25.reg,4601
25.reg,4602
25.reg,4603
25.reg,4604
25.reg,4605
25.reg,4606
25.reg,4607
25.reg,4608
25.reg,4609
25.reg,4610
25.reg,4611
25.reg,4612
25.reg,4613
25.reg,4614
25.reg,4615
25.reg,4616
25.reg,4617
25.reg,4618
25.reg,4619
25.reg,4252
26.ida,5663
26.ida,5664
26.ida,5665
26.ida,5666
26.ida,5667
26.ida,5668
26.ida,5669
26.ida,5670
26.ida,4620
26.ida,4621
26.ida,4622
26.ida,4623
26.ida,4624
26.ida,4025
26.ida,4026
26.ida,4027
26.ida,4272
26.ida,4029
26.ida,4030
26.ida,4273
26.ida,4274
26.ida,4275
26.ida,4426
26.ida,4277
26.ida,4427
26.ida,4279
26.ida,4280
26.ida,4281
26.ida,4282
26.ida,4041
26.ida,4042
26.ida,4043
26.ida,4044
26.ida,4428
26.ida,4429
26.ida,4430
26.ida,4431
26.ida,4432
26.ida,4433
26.ida,4434
26.ida,4435
26.ida,4436
26.ida,4625
26.ida,4626
26.ida,4627
26.ida,4628
26.ida,4629
26.ida,4630
26.ida,4631
26.ida,4632
26.ida,4633
26.ida,4634
26.ida,4635
26.ida,4636
26.ida,4637
26.ida,4638
26.ida,4639
26.ida,4640
26.ida,4641
26.ida,4642
26.ida,4643
26.ida,4644
26.ida,4645
26.ida,4646
26.ida,4647
26.ida,4648
26.ida,4649
26.ida,4650
26.ida,4651
26.ida,4652
26.ida,4653
26.ida,4654
26.ida,4655
26.ida,4656
26.ida,4657
26.ida,4658
26.ida,4659
26.reg,4203
26.reg,4660
26.reg,4661
26.reg,4662
26.reg,4663
26.reg,4664
26.reg,4665
26.reg,4666
26.reg,4648
26.reg,4667
26.reg,4668
26.reg,4650
26.reg,4651
26.reg,4670
26.reg,4671
26.reg,4672
26.reg,4673
26.reg,4674
26.reg,4675
26.reg,4676
26.reg,4677
26.reg,4678
26.reg,4679
26.reg,4680
26.reg,4681
26.reg,4682
26.reg,4683
26.reg,4684
26.reg,4685
26.reg,4686
26.reg,4687
26.reg,4688
26.reg,4689
26.reg,4690
26.reg,4691
26.reg,4692
26.reg,4693
26.reg,4371
26.reg,4372
26.reg,4373
26.reg,4374
26.reg,4375
26.reg,4376
26.reg,4377
26.reg,4092
26.reg,4093
26.reg,4094
26.reg,4095
26.reg,4096
26.reg,4097
26.reg,4098
26.reg,4099
26.reg,4100
26.reg,4333
26.reg,4334
26.reg,4335
26.reg,4336
26.reg,4694
26.reg,4695
26.reg,4696
26.reg,4219
26.reg,4337
26.reg,4110
26.reg,4111
26.reg,4112
26.reg,4113
26.reg,4114
26.reg,4115
26.reg,4116
26.reg,4117
26.reg,4697
26.reg,4698
26.reg,4699
26.reg,4700
26.reg,4701
26.reg,4702
26.reg,4703
26.reg,4704
26.reg,4705
26.reg,4706
26.reg,4355
26.reg,4707
27.ida,4001
27.ida,4002
27.ida,4144
27.ida,4145
27.ida,4146
27.ida,4147
27.ida,4148
27.ida,4149
27.ida,4150
27.ida,4151
27.ida,4152
27.ida,4153
27.ida,4154
27.ida,4708
27.ida,4709
27.ida,4710
27.ida,4711
27.ida,4419
27.ida,4420
27.ida,4421
27.ida,4536
27.ida,4537
27.ida,4538
27.ida,4539
27.ida,4540
27.ida,4541
27.ida,4542
27.ida,4543
27.ida,4544
27.ida,4545
27.ida,4173
27.ida,4174
27.ida,4427
27.ida,4037
27.ida,4038
27.ida,4039
27.ida,4040
27.ida,4041
27.ida,4042
27.ida,4043
27.ida,4044
27.ida,4045
27.ida,4046
27.ida,4047
27.ida,4048
27.ida,4049
27.ida,4050
27.ida,4713
27.ida,4714
27.ida,4715
27.ida,4716
27.ida,4717
27.ida,4446
27.ida,4718
27.ida,4719
27.ida,4720
27.ida,4721
27.ida,4722
27.ida,4723
27.ida,4724
27.ida,4725
27.ida,4643
27.ida,4644
27.ida,4645
27.ida,4646
27.ida,4647
27.ida,4648
27.ida,4726
27.ida,4727
27.ida,4728
27.ida,4729
27.ida,4730
27.ida,4731
27.ida,4732
27.ida,4733
27.ida,4734
27.ida,4735
27.ida,4736
27.ida,4737
27.ida,4738
27.ida,4739
27.ida,4740
27.ida,4741
27.ida,4742
27.reg,4743
27.reg,4744
27.reg,4745
27.reg,4746
27.reg,4747
27.reg,4748
27.reg,4749
27.reg,4750
27.reg,4751
27.reg,4752
27.reg,4753
27.reg,4754
27.reg,4755
27.reg,4756
27.reg,4757
27.reg,4758
27.reg,4651
27.reg,4670
27.reg,4671
27.reg,4672
27.reg,4673
27.reg,4674
27.reg,4675
27.reg,4676
27.reg,4759
27.reg,4760
27.reg,4761
27.reg,4762
27.reg,4763
27.reg,4764
27.reg,4765
27.reg,4766
27.reg,4363
27.reg,4364
27.reg,4445
27.reg,4767
27.reg,4768
27.reg,4769
27.reg,4770
27.reg,4771
27.reg,4088
27.reg,4089
27.reg,4090
27.reg,4091
27.reg,4092
27.reg,4093
27.reg,4094
27.reg,4095
27.reg,4096
27.reg,4097
27.reg,4098
27.reg,4213
27.reg,4214
27.reg,4378
27.reg,4379
27.reg,4103
27.reg,4104
27.reg,4592
27.reg,4593
27.reg,4594
27.reg,4595
27.reg,4596
27.reg,4597
27.reg,4598
27.reg,4599
27.reg,4600
27.reg,4385
27.reg,4386
27.reg,4387
27.reg,4772
27.reg,4773
27.reg,4774
27.reg,4775
27.reg,4776
27.reg,4777
27.reg,4241
27.reg,4242
27.reg,4243
27.reg,4244
27.reg,4245
27.reg,4246
27.reg,4247
27.reg,4248
27.reg,4249
28.ida,4778
28.ida,4779
28.ida,4780
28.ida,4781
28.ida,4782
28.ida,4783
28.ida,4784
28.ida,4785
28.ida,4786
28.ida,4787
28.ida,4788
28.ida,4789
28.ida,4790
28.ida,4791
28.ida,4792
28.ida,4793
28.ida,4794
28.ida,4795
28.ida,4796
28.ida,4797
28.ida,4798
28.ida,4799
28.ida,4800
28.ida,4801
28.ida,4802
28.ida,4803
28.ida,4804
28.ida,4586
28.ida,4587
28.ida,4588
28.ida,4589
28.ida,4590
28.ida,4591
28.ida,4097
28.ida,4098
28.ida,4213
28.ida,4214
28.ida,4378
28.ida,4379
28.ida,4380
28.ida,4216
28.ida,4217
28.ida,4218
28.ida,4219
28.ida,4109
28.ida,4110
28.ida,4220
28.ida,4221
28.ida,4222
28.ida,4805
28.ida,4806
28.ida,4807
28.ida,4596
28.ida,4597
28.ida,4598
28.ida,4599
28.ida,4600
28.ida,4385
28.ida,4386
28.ida,4387
28.ida,4388
28.ida,4389
28.ida,4809
28.ida,4810
28.ida,4811
28.ida,4812
28.ida,4402
28.ida,4813
28.ida,4814
28.ida,4815
28.ida,4816
28.ida,4817
28.reg,4147
28.reg,4148
28.reg,4818
28.reg,4819
28.reg,4820
28.reg,4406
28.reg,4407
28.reg,4821
28.reg,4822
28.reg,4823
28.reg,4824
28.reg,4825
28.reg,4418
28.reg,4419
28.reg,4420
28.reg,4421
28.reg,4536
28.reg,4537
28.reg,4538
28.reg,4539
28.reg,4540
28.reg,4541
28.reg,4827
28.reg,4167
28.reg,4168
28.reg,4169
28.reg,4273
28.reg,4274
28.reg,4275
28.reg,4276
28.reg,4277
28.reg,4278
28.reg,4279
28.reg,4280
28.reg,4281
28.reg,4282
28.reg,4283
28.reg,4546
28.reg,4547
28.reg,4548
28.reg,4549
28.reg,4550
28.reg,4551
28.reg,4828
28.reg,4829
28.reg,4830
28.reg,4831
28.reg,4832
28.reg,4833
28.reg,4834
28.reg,4835
28.reg,4836
28.reg,4837
28.reg,4838
28.reg,4839
28.reg,4840
28.reg,4841
28.reg,4842
28.reg,4843
28.reg,4844
28.reg,4845
28.reg,4846
28.reg,4847
28.reg,4848
28.reg,4849
28.reg,4850
28.reg,4851
28.reg,4852
28.reg,4853
28.reg,4854
28.reg,4855
28.reg,4525
29.ida,4856
29.ida,4857
29.ida,4858
29.ida,4859
29.ida,4860
29.ida,4861
29.ida,4862
29.ida,4863
29.ida,4864
29.ida,4865
29.ida,4866
29.ida,4867
29.ida,4868
29.ida,4869
29.ida,4870
29.ida,4871
29.ida,4872
29.ida,4873
29.ida,4874
29.ida,4875
29.ida,4876
29.ida,4877
29.ida,4878
29.ida,4140
29.ida,4526
29.ida,4527
29.ida,4528
29.ida,4529
29.ida,4530
29.ida,4531
29.ida,4532
29.ida,4533
29.ida,4534
29.ida,4535
29.ida,4536
29.ida,4537
29.ida,4538
29.ida,4539
29.ida,4540
29.ida,4541
29.ida,4542
29.ida,4543
29.ida,4544
29.ida,4545
29.ida,4276
29.ida,4216
29.ida,4217
29.ida,4218
29.ida,4219
29.ida,4468
29.ida,4469
29.ida,4470
29.ida,4471
29.ida,4120
29.ida,4338
29.ida,4472
29.ida,4473
29.ida,4474
29.ida,4475
29.ida,4476
29.ida,4477
29.ida,4478
29.ida,4479
29.ida,4480
29.ida,4879
29.ida,4880
29.ida,4881
29.ida,4882
29.ida,4883
29.ida,4884
29.ida,4885
29.ida,4886
29.ida,4887
29.ida,4888
29.ida,4889
29.ida,4890
29.ida,4891
29.ida,4892
29.ida,4893
29.ida,4894
29.ida,4895
29.ida,4896
29.reg,4897
29.reg,4898
29.reg,4899
29.reg,4900
29.reg,4901
29.reg,4902
29.reg,4903
29.reg,4904
29.reg,4905
29.reg,4906
29.reg,4907
29.reg,4908
29.reg,4909
29.reg,4910
29.reg,4911
29.reg,4912
29.reg,4913
29.reg,4914
29.reg,4915
29.reg,4498
29.reg,4499
29.reg,4500
29.reg,4501
29.reg,4502
29.reg,4503
29.reg,4504
29.reg,4505
29.reg,4506
29.reg,4507
29.reg,4508
29.reg,4509
29.reg,4510
29.reg,4020
29.reg,4021
29.reg,4511
29.reg,4512
29.reg,4028
29.reg,4029
29.reg,4030
29.reg,4031
29.reg,4032
29.reg,4033
29.reg,4916
29.reg,4917
29.reg,4918
29.reg,4102
29.reg,4103
29.reg,4104
29.reg,4592
29.reg,4593
29.reg,4594
29.reg,4595
29.reg,4596
29.reg,4597
29.reg,4598
29.reg,4599
29.reg,4600
29.reg,4601
29.reg,4602
29.reg,4603
29.reg,4604
29.reg,4605
29.reg,4606
29.reg,4607
29.reg,4608
29.reg,4609
29.reg,4610
29.reg,4611
29.reg,4252
29.reg,4982
29.reg,4919
29.reg,4920
29.reg,4921
29.reg,4922
29.reg,4923
29.reg,4924
29.reg,4925
29.reg,4926
29.reg,4927
29.reg,4928
29.reg,4929
29.reg,4930
29.reg,4931
29.reg,4932
29.reg,4933
29.reg,4934
29.reg,4935
29.reg,4936
29.reg,4937
29.reg,4938
29.reg,4939
29.reg,4940
b20.ida,4778
b20.ida,4779
b20.ida,4311
b20.ida,4312
b20.ida,4941
b20.ida,4942
b20.ida,4943
b20.ida,4944
b20.ida,4945
b20.ida,4946
b20.ida,4947
b20.ida,4948
b20.ida,4949
b20.ida,4079
b20.ida,4080
b20.ida,4081
b20.ida,4361
b20.ida,4362
b20.ida,4363
b20.ida,4364
b20.ida,4365
b20.ida,4366
b20.ida,4367
b20.ida,4950
b20.ida,4951
b20.ida,4320
b20.ida,4321
b20.ida,4322
b20.ida,4952
b20.ida,4953
b20.ida,4954
b20.ida,4955
b20.ida,4956
b20.ida,4957
b20.ida,4958
b20.ida,4959
b20.reg,4960
b20.reg,4961
b20.reg,4962
b20.reg,4963
b20.reg,4964
b20.reg,4965
b20.reg,4966
b20.reg,4967
b20.reg,4968
b20.reg,4969
b20.reg,4970
b20.reg,4971
b20.reg,4972
b20.reg,4441
b20.reg,4442
b20.reg,4443
b20.reg,4444
b20.reg,4445
b20.reg,4446
b20.reg,4447
b20.reg,4448
b20.reg,4449
b20.reg,4058
b20.reg,4059
b20.reg,4973
b20.reg,4974
b20.reg,4975
b20.reg,4976
b20.reg,4977
b20.reg,4978
b20.reg,4520
b20.reg,4521
b20.reg,4979
b20.reg,4980
b20.reg,4981
b20.reg,4302
b20.reg,4303
b20.reg,4304
b20.reg,4983
d20.ida,4001
d20.ida,4002
d20.ida,4003
d20.ida,4984
d20.ida,4985
d20.ida,4986
d20.ida,4009
d20.ida,4010
d20.ida,4011
d20.ida,4012
d20.ida,4013
d20.ida,4014
d20.ida,4987
d20.ida,4988
d20.ida,4509
d20.ida,4510
d20.ida,4020
d20.ida,4021
d20.ida,4511
d20.ida,4512
d20.ida,4028
d20.ida,4029
d20.ida,4030
d20.ida,4989
d20.ida,4990
d20.ida,4991
d20.ida,4992
d20.ida,4993
d20.ida,4994
d20.ida,4995
d20.ida,4996
d20.ida,4997
d20.ida,4998
d20.ida,4999
d20.ida,4041
d20.ida,4042
d20.ida,4043
d20.ida,4044
d20.ida,4045
d20.ida,4046
d20.ida,4047
d20.ida,4048
d20.ida,4049
d20.ida,4050
d20.ida,4051
d20.ida,4180
d20.ida,4181
d20.ida,4182
d20.ida,4183
d20.ida,4184
d20.ida,4185
d20.ida,4186
d20.ida,4187
d20.ida,4561
d20.ida,4561
d20.ida,4561
d20.ida,4561
d20.ida,4561
d20.ida,4561
d20.ida,4561
d20.ida,4561
d20.reg,4562
d20.reg,4563
d20.reg,4564
d20.reg,4565
d20.reg,4566
d20.reg,4567
d20.reg,4568
d20.reg,4569
d20.reg,4570
d20.reg,4571
d20.reg,4572
d20.reg,4573
d20.reg,4574
d20.reg,4206
d20.reg,4207
d20.reg,4208
d20.reg,4209
d20.reg,4210
d20.reg,4211
d20.reg,4212
d20.reg,4086
d20.reg,4087
d20.reg,4088
d20.reg,4089
d20.reg,4090
d20.reg,4091
d20.reg,4092
d20.reg,4093
d20.reg,4094
d20.reg,4095
d20.reg,4096
d20.reg,4097
d20.reg,4098
d20.reg,5000
d20.reg,5001
d20.reg,5002
d20.reg,5003
d20.reg,5004
d20.reg,5005
d20.reg,5006
d20.reg,4218
d20.reg,4219
d20.reg,4109
d20.reg,4110
d20.reg,4111
d20.reg,4112
d20.reg,4113
d20.reg,5007
d20.reg,4471
d20.reg,4120
d20.reg,4121
d20.reg,4122
d20.reg,4123
d20.reg,4124
d20.reg,4125
d20.reg,4126
d20.reg,4127
d20.reg,4128
d20.reg,4129
d20.reg,4130
d20.reg,4131
d20.reg,4132
d20.reg,4133
d20.reg,5008
d20.reg,5009
d20.reg,4137
d20.reg,4138
70.ida,5010
70.ida,5011
70.ida,5012
70.ida,5013
70.ida,5014
70.ida,5015
70.ida,5016
70.ida,5017
70.ida,5018
70.ida,5019
70.ida,5020
70.ida,5021
70.ida,5022
70.ida,5023
70.ida,5024
70.ida,5025
70.ida,5026
70.ida,5027
70.ida,5028
70.ida,5029
70.ida,5030
70.ida,5031
70.ida,5032
70.ida,5033
70.ida,5034
70.ida,5035
70.ida,5036
70.ida,5037
70.ida,5038
70.ida,5039
70.ida,4543
70.ida,4544
70.ida,4545
70.ida,5043
70.ida,5044
70.ida,5045
70.ida,5046
70.ida,5047
70.ida,5048
70.ida,5049
70.ida,5050
70.ida,5051
70.ida,5052
70.ida,5053
70.ida,5054
70.ida,5055
70.ida,5056
70.ida,5057
70.ida,5058
70.ida,5059
70.ida,5060
70.ida,5061
70.ida,5062
70.ida,5063
70.ida,5064
70.ida,5065
